,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
73,"Begin Again (Taylor's Version)","Taylor Swift",9744763,https://open.spotify.com/track/05GsNucq8Bngd9fnd4fRa0
74,"Bad Man (Smooth Criminal)","Polo G",9694797,https://open.spotify.com/track/6RfhBNU1FPWTG7VESlfgOl
75,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",9606674,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
76,"Don't Be Shy",Tiësto,9279382,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
77,"The Feels",TWICE,9233950,https://open.spotify.com/track/1qE8DOtw7zdXHMgZm20eLM
78,"Forever Winter (Taylor's Version) (From The Vault)","Taylor Swift",9225926,https://open.spotify.com/track/3oGVx9RBmiYGv5ZCecWLkx
79,"drivers license","Olivia Rodrigo",9117528,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
80,"The Lucky One (Taylor's Version)","Taylor Swift",8978635,https://open.spotify.com/track/4e5ayHsOLJNLTGfjau2mEw
81,"Sad Beautiful Tragic (Taylor's Version)","Taylor Swift",8936786,https://open.spotify.com/track/73qMN9bXy7MSPwwGfH3wQr
82,"All I Want for Christmas Is You","Mariah Carey",8932970,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn
83,"Come Back...Be Here (Taylor's Version)","Taylor Swift",8915317,https://open.spotify.com/track/4pNApnaUWAL2J4KO2eqokq
84,"Watermelon Sugar","Harry Styles",8898906,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
85,"Salimo de Noche","Tiago PZK",8842681,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
86,"The Moment I Knew (Taylor's Version)","Taylor Swift",8750147,https://open.spotify.com/track/0NRHj8hDwwmSPaA41o379r
87,"Starlight (Taylor's Version)","Taylor Swift",8728619,https://open.spotify.com/track/7A2cNLRT0YJc1yjxHlKihs
88,Cúrame,"Rauw Alejandro",8476521,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
89,"Esqueça-Me Se For Capaz","Marília Mendonça",8421110,https://open.spotify.com/track/4qsOrxBv09HhNSpsgMRXdC
90,Butter,BTS,8383346,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
91,DÁKITI,"Bad Bunny",8315861,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
92,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",8291622,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
93,Sobrio,Maluma,8269790,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
94,"Blast Off","Bruno Mars",8257659,https://open.spotify.com/track/21afd9hCjpQ6lE5DPbcPHP
95,"Volando - Remix",Mora,8241498,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
96,"GHOST TOWN","Benson Boone",8150530,https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH
97,abcdefu,GAYLE,8120642,https://open.spotify.com/track/4fouWK6XVHhzl78KzQ1UjL
98,"Mon Amour - Remix",zzoilo,8079778,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
99,"You Right","Doja Cat",8068855,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
100,Skate,"Bruno Mars",8048639,https://open.spotify.com/track/71l8BEtJPXXlWbV6hhTHWK
101,"Dark Red","Steve Lacy",8015735,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
102,"Someone You Loved","Lewis Capaldi",8012008,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
103,"Fair Trade (with Travis Scott)",Drake,7927581,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
104,"Ley Seca","Jhay Cortez",7892412,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
105,"Girl At Home (Taylor's Version)","Taylor Swift",7886677,https://open.spotify.com/track/0DMVrlMUn01M0IcpDbwgu7
106,2055,"Sleepy Hallow",7830065,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
107,"Rolling in the Deep",Adele,7776546,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
108,"Save Your Tears","The Weeknd",7707495,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
109,"Fly As Me","Bruno Mars",7680840,https://open.spotify.com/track/7HEWQj82REyDOKMAAlB9pc
110,"Don't Start Now","Dua Lipa",7589600,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
111,"I WANNA BE YOUR SLAVE",Måneskin,7581034,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
112,"When We Were Young",Adele,7535208,https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU
113,"After Last Night (with Thundercat & Bootsy Collins)","Bruno Mars",7528601,https://open.spotify.com/track/7ozvuHnA1zWzuTvReLChVL
114,"Someone Like You",Adele,7482986,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX
115,"Take My Breath - Single Version","The Weeknd",7474260,https://open.spotify.com/track/6M3PsepEj5gyJoIi7Xvr7u
116,Índigo,Camilo,7402320,https://open.spotify.com/track/4knc1Fp3kbuq8bH2byOvLu
117,Dynamite,BTS,7400355,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
118,"Wildest Dreams (Taylor's Version)","Taylor Swift",7362880,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
119,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","DJ Snake",7308336,https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy
120,"Qué Más Pues?","J Balvin",7286235,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
121,Bored,"Billie Eilish",7264123,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
122,"Get Into It (Yuh)","Doja Cat",7259900,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
123,"lovely (with Khalid)","Billie Eilish",7222631,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
124,"deja vu","Olivia Rodrigo",7213181,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
125,"feel like shit","Tate McRae",7207356,https://open.spotify.com/track/2EBnvom1dTybtm75a3Xh1T
126,"Todo Mundo Menos Você","Marília Mendonça",7148640,https://open.spotify.com/track/053zWWZDziDJd3U94x8RuP
127,"State Of Grace (Acoustic Version) (Taylor's Version)","Taylor Swift",7101663,https://open.spotify.com/track/5jAIouBES8LWMiriuNq170
128,"Mood (feat. iann dior)",24kGoldn,7078341,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
129,"Coração Cachorro","Avine Vinny",7060293,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE
130,París,Ingratax,7020085,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
131,Believer,"Imagine Dragons",6930392,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
132,Ameaça,"Paulo Pires",6901176,https://open.spotify.com/track/4fSHADbZbhpZCT9oJpxwbP
133,"edamame (feat. Rich Brian)",bbno$,6882748,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63
134,Acapulco,"Jason Derulo",6878016,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
135,"In Da Getto","J Balvin",6844238,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
136,"Put On A Smile","Bruno Mars",6830572,https://open.spotify.com/track/5U4laaEEChW8FOtZXCu8C7
137,"Love In The Dark",Adele,6804851,https://open.spotify.com/track/0DuWDLjriRPjDRoPgaCslY
138,Freaks,"Surf Curse",6768638,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
139,"Jugaste y Sufrí","Eslabon Armado",6757180,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
140,"Blank Space","Taylor Swift",6727887,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
141,GALOPA,"PEDRO SAMPAIO",6711272,https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J
142,Sky,"Playboi Carti",6698063,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
143,Perfect,"Ed Sheeran",6688588,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
144,"Don't Go Yet","Camila Cabello",6687254,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
145,"Happier Than Ever - Edit","Billie Eilish",6663362,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
146,"Ronan (Taylor's Version)","Taylor Swift",6657410,https://open.spotify.com/track/7nWui6jiMM2m9qFmET1Mtj
147,"family ties (with Kendrick Lamar)","Baby Keem",6649455,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
148,"Before You Go","Lewis Capaldi",6627311,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
149,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6554402,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
150,Bar,TINI,6546405,https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC
151,"Another Love","Tom Odell",6497909,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
152,"Dance Monkey","Tones And I",6481683,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
153,"AM Remix","Nio Garcia",6460443,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
154,Dandelions,"Ruth B.",6441476,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
155,Circles,"Post Malone",6365700,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
156,happier,"Olivia Rodrigo",6330010,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
157,"Ela me Falou Que Quer Rave","MC Levin",6247427,https://open.spotify.com/track/0JdkDCdrhMOaeXjIZdeBXN
158,"Shape of You","Ed Sheeran",6219908,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
159,"Last Christmas",Wham!,6197013,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78
160,"Permission to Dance",BTS,6174593,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
161,"Revoada No Colchão","Zé Felipe",6098473,https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej
162,"Una Vaina Loca",Fuego,6086979,https://open.spotify.com/track/2qEoAz0i6yEz5dPggABcLH
163,"Astronaut In The Ocean","Masked Wolf",6072449,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
164,"The Motto",Tiësto,6068907,https://open.spotify.com/track/18asYwWugKjjsihZ0YvRxO
165,Yellow,Coldplay,6061073,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
166,"Tiroteo - Remix","Marc Seguí",6055173,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
167,"The Business",Tiësto,6053405,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
168,777,"Bruno Mars",6013201,https://open.spotify.com/track/4zm8xZiV5FxJu62EHEvZaT
169,positions,"Ariana Grande",5998560,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
170,"Arranhão - Ao Vivo","Henrique & Juliano",5969478,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
171,goosebumps,"Travis Scott",5927200,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
172,Shallow,"Lady Gaga",5874857,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
173,"Smells Like Teen Spirit - Remastered",Nirvana,5866254,https://open.spotify.com/track/0gucTLf7trAf37Ua1uAyAu
174,"Lost in the Fire (feat. The Weeknd)",Gesaffelstein,5862373,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS
175,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,5860246,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
176,MAFIA,"Travis Scott",5851155,https://open.spotify.com/track/08F16baYbciTva9P4BvpiI
177,"Talking to the Moon","Bruno Mars",5847503,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
178,RAPSTAR,"Polo G",5843706,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
179,Heather,"Conan Gray",5834361,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
180,"exile (feat. Bon Iver)","Taylor Swift",5826814,https://open.spotify.com/track/4pvb0WLRcMtbPGmtejJJ6y
181,"you broke me first","Tate McRae",5817775,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
182,"Daddy Issues","The Neighbourhood",5794649,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
183,"Take Me To Church",Hozier,5773750,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
184,"All of Me","John Legend",5763196,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
185,LALISA,LISA,5761819,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
186,Arcade,"Duncan Laurence",5740781,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
187,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,5738487,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
188,"Without Me",Eminem,5732419,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
189,"Mr. Brightside","The Killers",5711966,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
190,SEJODIOTO,"KAROL G",5678007,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW
191,"Love Again","Dua Lipa",5665129,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
192,"Girls Want Girls (with Lil Baby)",Drake,5656744,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
193,"Say You Won't Let Go","James Arthur",5636559,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
194,"Jocelyn Flores",XXXTENTACION,5634231,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
195,SCIENTIST,TWICE,5630331,https://open.spotify.com/track/2J0TRU2EDG29qlmxdGa4xa
196,"Careless Whisper","George Michael",5628339,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY
197,"The Nights",Avicii,5616061,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
198,Miénteme,TINI,5599643,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
199,"Counting Stars",OneRepublic,5582878,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
200,"I GUESS I'M IN LOVE","Clinton Kane",5566720,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
