,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
30,DÁKITI,"Bad Bunny",14240452,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
31,"Lost Cause","Billie Eilish",13694648,https://open.spotify.com/track/2xdwCJLfKCkat14mlgR26M
32,"jealousy, jealousy","Olivia Rodrigo",13595736,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
33,Dynamite,BTS,13299099,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
34,2/Catorce,"Rauw Alejandro",13221581,https://open.spotify.com/track/71R8HJxQk5qMiRstrlXN9t
35,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",12896300,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
36,"Watermelon Sugar","Harry Styles",12820307,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
37,"The Business",Tiësto,12598125,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
38,"Need to Know","Doja Cat",12555530,https://open.spotify.com/track/10hcDov7xmcRviA8jLwEaI
39,"Heartbreak Anniversary",Giveon,12201339,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
40,"Heat Waves","Glass Animals",11993388,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
41,"enough for you","Olivia Rodrigo",11970643,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
42,telepatía,"Kali Uchis",11920911,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
43,"EL MAKINON","KAROL G",11821455,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
44,"Botella Tras Botella","Gera MX",11703328,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
45,"Your Love (9PM)",ATB,11651225,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
46,Rasputin,Majestic,11622282,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
47,"Save Your Tears","The Weeknd",11596752,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
48,Miénteme,TINI,11335493,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
49,"Mood (feat. iann dior)",24kGoldn,11094278,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
50,"Having Our Way (feat. Drake)",Migos,10690817,https://open.spotify.com/track/2NM0qHzx4Ohy8iXHEEgwlO
51,"1 step forward, 3 steps back","Olivia Rodrigo",10503887,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg
52,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",10184755,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
53,BED,"Joel Corry",10170236,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
54,"Wants and Needs (feat. Lil Baby)",Drake,10132837,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
55,"Don't Start Now","Dua Lipa",9916715,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
56,Arcade,"Duncan Laurence",9907874,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
57,Bandido,"Myke Towers",9722993,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
58,"Goosebumps - Remix","Travis Scott",9641390,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
59,"Hold On","Justin Bieber",9565675,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
60,"Someone You Loved","Lewis Capaldi",9421676,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
61,Dinero,"Trinidad Cardona",9213096,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
62,512,Mora,9175874,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
63,"t r a n s p a r e n t s o u l feat. Travis Barker",WILLOW,9159591,https://open.spotify.com/track/1QL7nSDZCwZMnbisV4KOXt
64,Up,"Cardi B",9085343,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
65,"Head & Heart (feat. MNEK)","Joel Corry",9081730,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
66,"No Return (with The Kid LAROI & Lil Durk)","Polo G",9020410,https://open.spotify.com/track/23OYT3SFtoJqhiAUqktbc1
67,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,8967873,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
68,"LA NOCHE DE ANOCHE","Bad Bunny",8951239,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
69,"hope ur ok","Olivia Rodrigo",8582363,https://open.spotify.com/track/1zejeOnykpCoyVSit6Bwp3
70,"Sal y Perrea",Sech,8514347,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
71,"Sweater Weather","The Neighbourhood",8480171,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
72,Run,OneRepublic,8457104,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
73,911,Sech,8441460,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
74,Streets,"Doja Cat",8273636,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
75,"WITHOUT YOU","The Kid LAROI",8264554,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
76,"Dance Monkey","Tones And I",8255394,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
77,"We're Good","Dua Lipa",8078190,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
78,Runaway,AURORA,8059450,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
79,"Talking to the Moon","Bruno Mars",8058924,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
80,Alcohol-Free,TWICE,7994476,https://open.spotify.com/track/3iPbmpKBMflYd7UjdYftoj
81,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,7985777,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
82,Poblado,Crissin,7925909,https://open.spotify.com/track/7xT1n5JKpB0bMPh6FL589e
83,positions,"Ariana Grande",7896608,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
84,"Thot Shit","Megan Thee Stallion",7865868,https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n
85,Levitating,"Dua Lipa",7840032,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
86,Freaks,"Surf Curse",7756980,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
87,"Best Friend (feat. Doja Cat)",Saweetie,7742319,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
88,"Ram Pam Pam","Natti Natasha",7721077,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
89,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",7685202,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
90,Straightenin,Migos,7615531,https://open.spotify.com/track/15EH2glphTjcarRjAsc0EB
91,"GANG GANG (with Lil Wayne)","Polo G",7506580,https://open.spotify.com/track/0ezwvY7TkCwDEkKR49084k
92,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,7503052,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
93,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",7448578,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
94,"Roses - Imanbek Remix","SAINt JHN",7442842,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
95,"Iko Iko (My Bestie)","Justin Wellington",7417572,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
96,Circles,"Post Malone",7356532,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
97,"Before You Go","Lewis Capaldi",7284927,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
98,"Your Power","Billie Eilish",7217179,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
99,"late at night","Roddy Ricch",7215510,https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m
100,"Cover Me In Sunshine",P!nk,7202661,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
101,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,7180810,https://open.spotify.com/track/1VauUM5CBX7nkLcgafQL2B
102,"Dick (feat. Doja Cat)",StarBoi3,7141062,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
103,"you broke me first","Tate McRae",7092898,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
104,Bipolar,"Mc Davi",7022577,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
105,"Calling My Phone","Lil Tjay",7010415,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
106,"Black Hearted","Polo G",6989528,https://open.spotify.com/track/25qk9xa71F1POdI4vj7rbi
107,"lovely (with Khalid)","Billie Eilish",6973350,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
108,"Hecha Pa' Mi",Boza,6927047,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
109,Believer,"Imagine Dragons",6878989,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
110,34+35,"Ariana Grande",6866234,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
111,"Wasted Love (feat. Lagique)",Ofenbach,6837574,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
112,"Petrouchka (feat. PLK)","Soso Maness",6766715,https://open.spotify.com/track/03y045SZqaC94yfXl1cU4E
113,"Paradise (feat. Dermot Kennedy)",MEDUZA,6762623,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
114,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",6749791,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
115,Memories,"Maroon 5",6686397,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
116,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6608769,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
117,"Another Love","Tom Odell",6604058,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
118,Heather,"Conan Gray",6587292,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
119,"By Your Side (feat. Tom Grennan)","Calvin Harris",6580137,https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV
120,malibu,sangiovanni,6542043,https://open.spotify.com/track/01hEpx8jnOG4q7nDK14Rhi
121,"Good Days",SZA,6503575,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
122,Reloj,"Rauw Alejandro",6475943,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
123,Aloha,Maluma,6461519,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
124,Lost,"Maroon 5",6410263,https://open.spotify.com/track/18XlJEroUwFo0tLZxscgXE
125,Señorita,"Shawn Mendes",6391559,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
126,"WAP (feat. Megan Thee Stallion)","Cardi B",6352289,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
127,"Volta Bebê, Volta Neném","Dj Guuga",6350591,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
128,Avalanche,Migos,6323268,https://open.spotify.com/track/4KD0lLJ4OGonZhBeKtct9I
129,"m y . l i f e (with 21 Savage & Morray)","J. Cole",6260854,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG
130,"Shape of You","Ed Sheeran",6212283,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
131,"Follow You","Imagine Dragons",6208549,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
132,"Tell Em",Cochise,6164473,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
133,"p r i d e . i s . t h e . d e v i l (with Lil Baby)","J. Cole",6115608,https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf
134,goosebumps,"Travis Scott",6101795,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
135,"Little Bit of Love","Tom Grennan",6014942,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
136,"Adore You","Harry Styles",6011315,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
137,"bad guy","Billie Eilish",6001676,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
138,Shallow,"Lady Gaga",6001501,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
139,"Take Me To Church",Hozier,6001356,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
140,Perfect,"Ed Sheeran",5992484,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
141,Hawái,Maluma,5945461,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
142,Loco,"Justin Quiles",5929006,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
143,Riptide,"Vance Joy",5914809,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
144,"Breaking Me",Topic,5909058,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
145,"Bohemian Rhapsody - Remastered 2011",Queen,5883040,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
146,"Lucid Dreams","Juice WRLD",5844993,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
147,"Say You Won't Let Go","James Arthur",5825748,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
148,"Martin & Gina","Polo G",5793192,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
149,"The Nights",Avicii,5746360,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
150,"Counting Stars",OneRepublic,5704005,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
151,Whoopty,CJ,5701589,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
152,"Dreams - 2004 Remaster","Fleetwood Mac",5695287,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
153,"death bed (coffee for your head)",Powfu,5667080,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
154,"Wake Me Up",Avicii,5657289,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
155,"Our Song",Anne-Marie,5648621,https://open.spotify.com/track/5zqObw7wjBgL9TDiAymxPn
156,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",5637354,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
157,"What You Know Bout Love","Pop Smoke",5624928,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
158,"MILLE – feat. Orietta Berti",Fedez,5593577,https://open.spotify.com/track/6qdMhG7pRFi0csRlFGvLE4
159,Yellow,Coldplay,5548879,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
160,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5508796,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
161,"Ride It",Regard,5504155,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
162,"Smells Like Teen Spirit",Nirvana,5493465,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
163,"Prisoner (feat. Dua Lipa)","Miley Cyrus",5485025,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
164,"My Head & My Heart","Ava Max",5470147,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
165,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",5463092,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
166,"Malibu (feat. Polo G)",Migos,5456648,https://open.spotify.com/track/3v1zVVdzNVNt7vmI9VG2gq
167,"Every Breath You Take","The Police",5450391,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
168,"Savage Love (Laxed - Siren Beat)","Jawsh 685",5423220,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
169,"One Dance",Drake,5412186,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
170,"GIRL LIKE ME","Black Eyed Peas",5395181,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
171,"Life Goes On",BTS,5388756,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
172,"Baby Me Atende","Matheus Fernandes",5380533,https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy
173,"Mr. Brightside","The Killers",5372964,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
174,"All of Me","John Legend",5370818,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
175,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",5369321,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
176,"Daddy Issues","The Neighbourhood",5363873,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
177,"Ella No Es Tuya - Remix","Rochy RD",5358703,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
178,Anyone,"Justin Bieber",5356200,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
179,"Clueless (with Pop Smoke & Fivio Foreign)","Polo G",5335308,https://open.spotify.com/track/4CPcZHzSvIBM8AKhdHUwnL
180,"Another One Bites The Dust - Remastered 2011",Queen,5323126,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
181,"Modern Day",Migos,5322745,https://open.spotify.com/track/2Igem6Q4sfvXGJ3JkG7Baw
182,"7 rings","Ariana Grande",5267410,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
183,You,Regard,5265661,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
184,"Therefore I Am","Billie Eilish",5265630,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
185,"Break My Heart","Dua Lipa",5260153,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
186,"TE MUDASTE","Bad Bunny",5242347,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
187,"The Box","Roddy Ricch",5225466,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
188,"The Real Slim Shady",Eminem,5177549,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
189,"my ex's best friend (with blackbear)","Machine Gun Kelly",5170595,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
190,"Tipo Gin - Ao Vivo","MC Kevin o Chris",5155238,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
191,"Just the Way You Are","Bruno Mars",5147440,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
192,"Higher Power",Coldplay,5142982,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct
193,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5141014,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
194,"SUN GOES DOWN","Lil Nas X",5125477,https://open.spotify.com/track/34eF4BoV8FPk0uhAAoqU7h
195,"Painting Pictures","Polo G",5119845,https://open.spotify.com/track/25uBGaikHi0DhMiGMfuXYE
196,"The Hills","The Weeknd",5056508,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
197,Closer,"The Chainsmokers",5048497,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
198,"Do I Wanna Know?","Arctic Monkeys",5041852,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
199,"Rain On Me (with Ariana Grande)","Lady Gaga",5041656,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
200,"HIGHEST IN THE ROOM","Travis Scott",5041210,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
