,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
109,"LA NOCHE DE ANOCHE","Bad Bunny",6631390,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
110,"Wild Side (feat. Cardi B)",Normani,6589014,https://open.spotify.com/track/4XkrlDVc8UQUvsyRsxvU0M
111,Streets,"Doja Cat",6584907,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
112,"In Da Getto","J Balvin",6584377,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
113,"Ramenez la coupe à la maison",Vegedream,6565946,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
114,"lovely (with Khalid)","Billie Eilish",6563907,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
115,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,6475048,https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC
116,"Holy Smokes","Trippie Redd",6464206,https://open.spotify.com/track/3EpF150nXMSNjiH0bbmXIL
117,"Bezos I","Bo Burnham",6442681,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW
118,Perfect,"Ed Sheeran",6401642,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
119,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,6381616,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
120,Señorita,"Shawn Mendes",6354090,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
121,"you broke me first","Tate McRae",6351429,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
122,Riptide,"Vance Joy",6298738,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
123,"Little Bit of Love","Tom Grennan",6289701,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
124,"Não, Não Vou","Mari Fernandez",6253455,https://open.spotify.com/track/0xBQvhJAm6f7J142ympKOn
125,2055,"Sleepy Hallow",6251763,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
126,Heather,"Conan Gray",6238733,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
127,"More Time","Pop Smoke",6238351,https://open.spotify.com/track/2wzionesqIt3x5Sglb4n91
128,"De Museo","Bad Bunny",6236011,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm
129,Coupe,"Pop Smoke",6161664,https://open.spotify.com/track/4wNKxMbE3n1gRm4F6OaCP1
130,"Paradise (feat. Dermot Kennedy)",MEDUZA,6147980,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
131,"The Nights",Avicii,6141520,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
132,Bandido,"Myke Towers",6137332,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
133,"Smells Like Teen Spirit",Nirvana,6117152,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
134,"double take",dhruv,6115666,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
135,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",6085521,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
136,FULANITO,"Becky G",6068210,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
137,Memories,"Maroon 5",6056102,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
138,"Daddy Issues","The Neighbourhood",6051234,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
139,"Aquelas Coisas","João Gomes",6008359,https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M
140,"1 step forward, 3 steps back","Olivia Rodrigo",5999956,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg
141,Runaway,AURORA,5981705,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
142,MORENA,"Luan Santana",5954279,https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd
143,"Wasted Love (feat. Lagique)",Ofenbach,5941214,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
144,Hawái,Maluma,5940348,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
145,"Another Love","Tom Odell",5906324,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
146,"Take Me To Church",Hozier,5895804,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
147,Holiday,KSI,5883145,https://open.spotify.com/track/14Bcv6siTBPw3TlP84dasC
148,"Bohemian Rhapsody - Remastered 2011",Queen,5872149,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
149,"What You Know Bout Love","Pop Smoke",5857300,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
150,"Manslaughter (feat. Rick Ross & The-Dream)","Pop Smoke",5822266,https://open.spotify.com/track/5EVzgDPaM0LCM3M5exl3z8
151,"Red Light Green Light",DaBaby,5820554,https://open.spotify.com/track/1YDebgap5OFwXEBG18NJvy
152,"Baby Me Atende","Matheus Fernandes",5799877,https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7
153,"Ficha Limpa","Gusttavo Lima",5795486,https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8
154,"Wake Me Up",Avicii,5787886,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
155,"Cover Me In Sunshine",P!nk,5769734,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
156,"Counting Stars",OneRepublic,5743710,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
157,"Here's Your Perfect","Jamie Miller",5742233,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
158,Shallow,"Lady Gaga",5734557,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
159,"Genius (feat. Lil Tjay & Swae Lee)","Pop Smoke",5702636,https://open.spotify.com/track/0kNYrbMehFxp1eleTwUjkP
160,"WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign)","Tyler, The Creator",5696113,https://open.spotify.com/track/5B0kgjHULYJhAQkK5XsMoC
161,"Calling My Phone","Lil Tjay",5686459,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
162,goosebumps,"Travis Scott",5674804,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
163,"Tell Em",Cochise,5661329,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
164,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5657057,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
165,"Dreams - 2004 Remaster","Fleetwood Mac",5635956,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
166,Sommergewitter,Pashanim,5627519,https://open.spotify.com/track/2H7jZg2HliuQhZjfBblLrZ
167,34+35,"Ariana Grande",5593859,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
168,"bad guy","Billie Eilish",5590090,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
169,"Every Breath You Take","The Police",5579516,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
170,Yellow,Coldplay,5576424,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
171,"Mr. Brightside","The Killers",5563939,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
172,"Lucid Dreams","Juice WRLD",5563698,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
173,"WAP (feat. Megan Thee Stallion)","Cardi B",5524812,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
174,"Ball If I Want To",DaBaby,5523260,https://open.spotify.com/track/0cu0rhnlCnJ7JIeHRiLpj3
175,"Say You Won't Let Go","James Arthur",5518736,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
176,"late at night","Roddy Ricch",5505932,https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m
177,"Adore You","Harry Styles",5425858,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
178,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",5383125,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
179,Dior,"Pop Smoke",5361678,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
180,"Brush Em (feat. Rah Swish)","Pop Smoke",5335271,https://open.spotify.com/track/3MmvQKMKdN3UhVS3eGzJIW
181,"death bed (coffee for your head)",Powfu,5328389,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
182,"Good Days",SZA,5314730,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
183,"Não Nasceu pra Namorar","MC Zaquin",5305828,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
184,AM,"Nio Garcia",5288927,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
185,"One Dance",Drake,5276728,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
186,"Another One Bites The Dust - Remastered 2011",Queen,5270735,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
187,"Best Friend (feat. Doja Cat)",Saweetie,5255706,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
188,"Breaking Me",Topic,5243899,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
189,"MI FAI IMPAZZIRE",BLANCO,5242097,https://open.spotify.com/track/1x3Qb8np6S1UvpSLthwEJN
190,"Ride It",Regard,5235088,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
191,"Lost Cause","Billie Eilish",5203319,https://open.spotify.com/track/2xdwCJLfKCkat14mlgR26M
192,"All of Me","John Legend",5175110,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
193,"Shot in the Dark","John Mayer",5173308,https://open.spotify.com/track/239yM7BAQ2CkNc61ogPGXo
194,Wrecked,"Imagine Dragons",5150909,https://open.spotify.com/track/2d1MywHy6FwKdzxFuSJnwl
195,"Martin & Gina","Polo G",5120973,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
196,Bipolar,"Mc Davi",5116589,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
197,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","Internet Money",5110475,https://open.spotify.com/track/2IePEfMAtqWS6rLXXFZIgI
198,"Follow You","Imagine Dragons",5097187,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
199,"7 rings","Ariana Grande",5061584,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
200,Woman,"Doja Cat",5056704,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
