,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
38,"Getting Older","Billie Eilish",12138476,https://open.spotify.com/track/4HOryCnbme0zBnF8LWij3f
39,"Pareja Del Año","Sebastian Yatra",12022007,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
40,"favorite crime","Olivia Rodrigo",11784641,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
41,Volví,Aventura,11522584,https://open.spotify.com/track/2vmfvSoZBFAt9hhRoEByLi
42,"Watermelon Sugar","Harry Styles",11509651,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
43,"Billie Bossa Nova","Billie Eilish",11487192,https://open.spotify.com/track/2KnuaZYoGzDoHiBTNYOTXG
44,Miénteme,TINI,11326977,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
45,DÁKITI,"Bad Bunny",11176443,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
46,"Motley Crew","Post Malone",11126411,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
47,RAPSTAR,"Polo G",11119004,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
48,"jealousy, jealousy","Olivia Rodrigo",10994597,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
49,"I Didn't Change My Number","Billie Eilish",10986947,https://open.spotify.com/track/7bcy34fBT2ap1L4bfPsl9q
50,"Lost Cause","Billie Eilish",10884420,https://open.spotify.com/track/4191RXFPa7Ge9XkA4cWlna
51,"Poblado - Remix","J Balvin",10524090,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV
52,Woman,"Doja Cat",10518157,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
53,Dynamite,BTS,10387649,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
54,"Tiroteo - Remix","Marc Seguí",10199938,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
55,2055,"Sleepy Hallow",10145294,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
56,Sobrio,Maluma,10025665,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
57,"You Right","Doja Cat",9938526,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
58,"The Business",Tiësto,9898924,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
59,"Mood (feat. iann dior)",24kGoldn,9836504,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
60,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,9669387,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
61,"Love Tonight - Edit",Shouse,9481317,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
62,Freaks,"Surf Curse",9288214,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
63,"my future","Billie Eilish",9275225,https://open.spotify.com/track/3YUMWmx8EJq0DurfuIwoGh
64,,,9217441,https://open.spotify.com/track/2eKY4TBKeXnUXMtSLj4R0n
65,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,9217396,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
66,"Fiel - Remix",Wisin,9104406,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
67,"Halley's Comet","Billie Eilish",9100569,https://open.spotify.com/track/5XsAal7ZcWg1I5T4NcRjkv
68,"Your Power","Billie Eilish",8957676,https://open.spotify.com/track/042Sl6Mn83JHyLEqdK7uI0
69,"NOT SOBER (feat. Polo G & Stunna Gambino)","The Kid LAROI",8927953,https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX
70,Rasputin,Majestic,8910911,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
71,"Therefore I Am","Billie Eilish",8834365,https://open.spotify.com/track/20R4HfKloPKgXDqU7UKk3x
72,Loco,"Justin Quiles",8768480,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
73,Run,OneRepublic,8703242,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
74,"Don't Start Now","Dua Lipa",8595140,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
75,GOLDWING,"Billie Eilish",8589283,https://open.spotify.com/track/0FfqyjhB6Kspvit1oOo7ax
76,"Save Your Tears","The Weeknd",8562774,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
77,"Your Love (9PM)",ATB,8551411,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
78,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",8514523,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
79,Arcade,"Duncan Laurence",8506931,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
80,"Meu Pedaço de Pecado","João Gomes",8494777,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
81,"Heartbreak Anniversary",Giveon,8483046,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
82,"Build a Bitch","Bella Poarch",8471960,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
83,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,8468107,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
84,"Someone You Loved","Lewis Capaldi",8446686,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
85,"Sweater Weather","The Neighbourhood",8404074,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
86,2/Catorce,"Rauw Alejandro",8374598,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
87,"Male Fantasy","Billie Eilish",8225238,https://open.spotify.com/track/4ak9GGe6afmi2HbxEjvhIC
88,"Thot Shit","Megan Thee Stallion",8164009,https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n
89,brutal,"Olivia Rodrigo",8136282,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
90,"In Da Getto","J Balvin",7647559,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
91,Dinero,"Trinidad Cardona",7572727,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
92,telepatía,"Kali Uchis",7524887,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
93,"EL MAKINON","KAROL G",7510612,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
94,"Love Again","Dua Lipa",7505038,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
95,"Wants and Needs (feat. Lil Baby)",Drake,7472828,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
96,"Dance Monkey","Tones And I",7451994,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
97,Levitating,"Dua Lipa",7433426,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
98,"Botella Tras Botella","Gera MX",7429049,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
99,YaMeFui,Bizarrap,7385387,https://open.spotify.com/track/42ahuAFlYGjIGBpVdHcLij
100,"double take",dhruv,7363816,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
101,"Over The Top (feat. Drake)",Smiley,7352484,https://open.spotify.com/track/3yaYgjEFkRw3PVjW9mV1TO
102,Fiel,"Los Legendarios",7301472,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
103,"WITHOUT YOU","The Kid LAROI",7268130,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
104,"Goosebumps - Remix","Travis Scott",7247216,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
105,FULANITO,"Becky G",7186124,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
106,OverHeated,"Billie Eilish",7162393,https://open.spotify.com/track/5uSG6fUPRaehaV820zcpsK
107,BED,"Joel Corry",7127524,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
108,"Iko Iko (My Bestie)","Justin Wellington",7122245,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
109,"Head & Heart (feat. MNEK)","Joel Corry",7111419,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
110,"ZITTI E BUONI",Måneskin,7094674,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
111,positions,"Ariana Grande",7068411,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
112,Circles,"Post Malone",7015454,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
113,"lovely (with Khalid)","Billie Eilish",6910530,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
114,"Bezos I","Bo Burnham",6847758,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW
115,"Before You Go","Lewis Capaldi",6828609,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
116,"Everybody Dies","Billie Eilish",6805256,https://open.spotify.com/track/5jhBwnqzNNrENXnYrAdoCe
117,512,Mora,6595705,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
118,Believer,"Imagine Dragons",6581250,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
119,"Talking to the Moon","Bruno Mars",6581145,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
120,"Not My Responsibility","Billie Eilish",6570289,https://open.spotify.com/track/4T2zre0jqstNJ5Gt0WG9lz
121,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,6533859,https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC
122,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",6479309,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
123,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6436128,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
124,Streets,"Doja Cat",6415153,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
125,"Shape of You","Ed Sheeran",6410789,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
126,"Roses - Imanbek Remix","SAINt JHN",6378887,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
127,Perfect,"Ed Sheeran",6342718,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
128,Cúrame,"Rauw Alejandro",6296497,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
129,"Hold On","Justin Bieber",6293562,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
130,"Here's Your Perfect","Jamie Miller",6220680,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
131,Heather,"Conan Gray",6215196,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
132,"you broke me first","Tate McRae",6194166,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
133,Señorita,"Shawn Mendes",6158430,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
134,"Sal y Perrea",Sech,6113016,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
135,"LA NOCHE DE ANOCHE","Bad Bunny",6100624,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
136,"Smells Like Teen Spirit",Nirvana,6099127,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
137,"Ram Pam Pam","Natti Natasha",6066966,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
138,Reckless,"Madison Beer",6041671,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh
139,MORENA,"Luan Santana",6037461,https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd
140,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,6012495,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
141,"The Nights",Avicii,5983463,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
142,Riptide,"Vance Joy",5982164,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
143,"Daddy Issues","The Neighbourhood",5913382,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
144,Memories,"Maroon 5",5854034,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
145,"ALMAS GEMELAS","Myke Towers",5753207,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
146,"como si no importara",Emilia,5751749,https://open.spotify.com/track/1GYJpuLq41vEVKXiHGEY9j
147,"Take Me To Church",Hozier,5743227,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
148,"bad guy","Billie Eilish",5741494,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
149,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",5734916,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
150,goosebumps,"Travis Scott",5711930,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
151,"Bohemian Rhapsody - Remastered 2011",Queen,5705763,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
152,"Little Bit of Love","Tom Grennan",5697339,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
153,"Another Love","Tom Odell",5688920,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
154,"Aquelas Coisas","João Gomes",5681631,https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M
155,Hawái,Maluma,5675569,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
156,"Blaues Licht","RAF Camora",5667037,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
157,Shallow,"Lady Gaga",5662652,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
158,"Se Me Olvidó","Gera MX",5655126,https://open.spotify.com/track/7xLYLM5K6S1TwiSdfuhZQg
159,"t r a n s p a r e n t s o u l feat. Travis Barker",WILLOW,5628338,https://open.spotify.com/track/5JKnYZOhSP7rOK0jPYcCjV
160,Pain,PinkPantheress,5593255,https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO
161,"enough for you","Olivia Rodrigo",5592925,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
162,Yellow,Coldplay,5585008,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
163,"2:50 Remix",MYA,5581728,https://open.spotify.com/track/74znaWw1hmQBusGPSOuTFy
164,"Counting Stars",OneRepublic,5576641,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
165,"Paradise (feat. Dermot Kennedy)",MEDUZA,5539075,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
166,"Ficha Limpa","Gusttavo Lima",5482955,https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8
167,"Wake Me Up",Avicii,5472294,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
168,"Se For Amor","João Gomes",5428576,https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw
169,"Chosen (feat. Ty Dolla $ign)",Blxst,5420177,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
170,"Fancy Like","Walker Hayes",5409573,https://open.spotify.com/track/3ZozFqJJlDBNIm4xqxn2ZD
171,"Say You Won't Let Go","James Arthur",5398295,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
172,"Wasted Love (feat. Lagique)",Ofenbach,5379978,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
173,34+35,"Ariana Grande",5355064,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
174,"Lucid Dreams","Juice WRLD",5352433,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
175,"Tell Em",Cochise,5350941,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
176,Bandido,"Myke Towers",5311713,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
177,"Dreams - 2004 Remaster","Fleetwood Mac",5292906,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
178,"Mr. Brightside","The Killers",5289813,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
179,"WAP (feat. Megan Thee Stallion)","Cardi B",5288291,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
180,"Calling My Phone","Lil Tjay",5266691,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
181,"What You Know Bout Love","Pop Smoke",5260994,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
182,Runaway,AURORA,5245451,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
183,"Baby Me Atende","Matheus Fernandes",5241337,https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7
184,"Every Breath You Take","The Police",5219810,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
185,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5192878,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
186,Dior,"Pop Smoke",5192080,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
187,"Another One Bites The Dust - Remastered 2011",Queen,5189058,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
188,Up,"Cardi B",5177451,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
189,"Adore You","Harry Styles",5132642,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
190,"All of Me","John Legend",5131920,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
191,"Never Going Home",Kungs,5119683,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
192,"death bed (coffee for your head)",Powfu,5115477,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
193,"Ball If I Want To",DaBaby,5101191,https://open.spotify.com/track/0cu0rhnlCnJ7JIeHRiLpj3
194,"By Your Side (feat. Tom Grennan)","Calvin Harris",5090042,https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV
195,"Cover Me In Sunshine",P!nk,5080646,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
196,"KESI - Remix",Camilo,5076478,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy
197,"The Real Slim Shady",Eminem,5073115,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
198,"Martin & Gina","Polo G",5069306,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
199,"One Dance",Drake,5051639,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
200,"Auf & Ab",Montez,5030106,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
