,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
116,"deja vu","Olivia Rodrigo",7337576,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
117,Believer,"Imagine Dragons",7320369,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
118,"Malvadão 3",Xamã,7317186,https://open.spotify.com/track/0NBgyml7T0IvUNbXIkcSpH
119,"We Don't Talk About Bruno","Carolina Gaitán - La Gaita",7315381,https://open.spotify.com/track/52xJxFP6TqMuO4Yt0eOkMz
120,"You Right","Doja Cat",7284102,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
121,"Santa Claus Is Coming to Town","Michael Bublé",7271498,https://open.spotify.com/track/5Ber68jZ7ytegr2UISEdb7
122,Peru,"Fireboy DML",7247001,https://open.spotify.com/track/4hJhHbkhZFnxmWbAkZRoe0
123,"Don't Start Now","Dua Lipa",7220909,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
124,"LA FAMA (with The Weeknd)",ROSALÍA,7206068,https://open.spotify.com/track/6dmXZ9B5HdFAyzHeTneYBK
125,"Someone You Loved","Lewis Capaldi",7157034,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
126,"Santa, Can’t You Hear Me","Kelly Clarkson",7128285,https://open.spotify.com/track/2O3MQ6H3gjrIWDcpeTrikT
127,"Don't Be Shy",Tiësto,7114184,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
128,"Santa Baby (with Henri René & His Orchestra)","Eartha Kitt",7100285,https://open.spotify.com/track/1foCxQtxBweJtZmdxhEHVO
129,"Please Come Home for Christmas - 2013 Remaster",Eagles,7053708,https://open.spotify.com/track/3QIoEi8Enr9uHffwInGIsC
130,Sobrio,Maluma,7048185,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
131,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,7048144,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
132,"Rudolph The Red-Nosed Reindeer","Dean Martin",7004373,https://open.spotify.com/track/2L9QLAhrvtP4EYg1lY0Tnw
133,Dandelions,"Ruth B.",6977168,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
134,Ameaça,"Paulo Pires",6953630,https://open.spotify.com/track/4fSHADbZbhpZCT9oJpxwbP
135,Presepada,"Marília Mendonça",6946979,https://open.spotify.com/track/3YvE7uo4ffseBoJPh8IhHp
136,"White Christmas","Amy Grant",6836617,https://open.spotify.com/track/370oYn3s5EKu7ziUpMQQTr
137,"Mood (feat. iann dior)",24kGoldn,6739033,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
138,"Joy To The World","Nat King Cole",6722890,https://open.spotify.com/track/1VuAamHM7P3VQQEXYGG3Uu
139,"Pope Is a Rockstar",SALES,6707089,https://open.spotify.com/track/0So2sgVa8aJiARPl2P29u2
140,"Carol of the Bells","Mykola Dmytrovych Leontovych",6638623,https://open.spotify.com/track/4tHqQMWSqmL6YjXwsqthDI
141,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,6600460,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
142,"What Christmas Means To Me","Stevie Wonder",6597283,https://open.spotify.com/track/1V0qqWBbIWt8hlAjxTZedR
143,"Girl Of My Dreams (with SUGA of BTS)","Juice WRLD",6578939,https://open.spotify.com/track/7DF8lvLdV3htIbuTWpc7lR
144,"lovely (with Khalid)","Billie Eilish",6578916,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
145,ELEVEN,IVE,6481271,https://open.spotify.com/track/7n2FZQsaLb7ZRfRPfEeIvr
146,"Parada Louca","Mari Fernandez",6430964,https://open.spotify.com/track/72g37RoelSnovZakG5MwnF
147,"Qué Más Pues?","J Balvin",6415412,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
148,Cúrame,"Rauw Alejandro",6396831,https://open.spotify.com/track/1FlL8ycld6uVDDyhV7P5FA
149,"I Saw Mommy Kissing Santa Claus","The Jackson 5",6368277,https://open.spotify.com/track/3lkYS3iMpWMVpaJ0yJAFrJ
150,Bar,TINI,6351638,https://open.spotify.com/track/0lJE8f0lx8mUSfMyxeYpiC
151,"Rolling in the Deep",Adele,6343154,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
152,"I'll Be Home for Christmas","Michael Bublé",6337293,https://open.spotify.com/track/0tXPhc8LvM4dPvoRwI66XQ
153,"Bloqueado - Ao Vivo","Gusttavo Lima",6323308,https://open.spotify.com/track/6nkoWsFZeFt5dUdNmlIceh
154,Freaks,"Surf Curse",6306787,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
155,"Get Into It (Yuh)","Doja Cat",6304193,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
156,"Winter Wonderland","Tony Bennett",6295495,https://open.spotify.com/track/1yxcKrEcxt4O03IIC25yHk
157,"Little Saint Nick - 1991 Remix","The Beach Boys",6287130,https://open.spotify.com/track/5xlS0QkVrSH7ssEbBgBzbM
158,Butter,BTS,6261110,https://open.spotify.com/track/1mWdTewIgB3gtBM3TOSFhB
159,GALOPA,"PEDRO SAMPAIO",6259045,https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J
160,"Another Love","Tom Odell",6238773,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
161,2055,"Sleepy Hallow",6231302,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
162,Perfect,"Ed Sheeran",6199513,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
163,"AM Remix","Nio Garcia",6187560,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
164,"The Feels",TWICE,6152907,https://open.spotify.com/track/1qE8DOtw7zdXHMgZm20eLM
165,"Ley Seca","Jhay Cortez",6108384,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
166,"Santa's Coming for Us",Sia,6106893,https://open.spotify.com/track/1N1ZpYUJc9fwrqk53FGgWv
167,"I WANNA BE YOUR SLAVE",Måneskin,6097942,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
168,"Coração Cachorro","Avine Vinny",6087544,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE
169,happier,"Olivia Rodrigo",6058760,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
170,Heather,"Conan Gray",6050310,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
171,positions,"Ariana Grande",6034146,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
172,"Broadway Girls (feat. Morgan Wallen)","Lil Durk",6008025,https://open.spotify.com/track/3DZ8dbKg4OTSSqGARvecYd
173,"Wandered To LA (with Justin Bieber)","Juice WRLD",6003506,https://open.spotify.com/track/1cA4wEmLkKlttS6N89LbJh
174,"Dance Monkey","Tones And I",5990044,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
175,"I Wish It Could Be Christmas Everyday",Wizzard,5983441,https://open.spotify.com/track/1mH6tZC6iXIHPI6EixCwxw
176,"Astronaut In The Ocean","Masked Wolf",5976301,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
177,"The Business",Tiësto,5934888,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
178,"Todo Mundo Menos Você","Marília Mendonça",5914736,https://open.spotify.com/track/053zWWZDziDJd3U94x8RuP
179,"Praise God","Kanye West",5911773,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
180,"Bohemian Rhapsody - Remastered 2011",Queen,5910354,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
181,"Without Me",Eminem,5894906,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
182,Sky,"Playboi Carti",5885756,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
183,Yellow,Coldplay,5831871,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
184,Acapulco,"Jason Derulo",5802541,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
185,"Sleigh Ride","Ella Fitzgerald",5800025,https://open.spotify.com/track/4ukUoXLuFzMixyZyabSGc4
186,Miénteme,TINI,5799511,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
187,"Lucid Dreams","Juice WRLD",5790295,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
188,"A La Antigüita","Calibre 50",5785767,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
189,"Way 2 Sexy (with Future & Young Thug)",Drake,5784003,https://open.spotify.com/track/0k1WUmIRnG3xU6fvvDVfRG
190,"No Lie","Sean Paul",5782572,https://open.spotify.com/track/48QmG1dfvMuYLxMPt7KSRA
191,"Daddy Issues","The Neighbourhood",5756650,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
192,"Shape of You","Ed Sheeran",5741520,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
193,"Before You Go","Lewis Capaldi",5740953,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
194,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,5690240,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
195,"Frosty The Snowman","Ella Fitzgerald",5684085,https://open.spotify.com/track/65irrLqfCMRiO3p87P4C0D
196,Circles,"Post Malone",5665497,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
197,"MIDDLE OF THE NIGHT","Elley Duhé",5658747,https://open.spotify.com/track/58HvfVOeJY7lUuCqF0m3ly
198,"The Nights",Avicii,5631220,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
199,"Merry Xmas Everybody",Slade,5611874,https://open.spotify.com/track/4dBQWyoZmmgvFBlALGlqZi
200,"Mistletoe And Holly - Remastered 1999","Frank Sinatra",5595377,https://open.spotify.com/track/7faDzZnZYqTyYThx2sbHVQ
