,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
124,"WAP (feat. Megan Thee Stallion)","Cardi B",6103323,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
125,"Tell Em",Cochise,6069263,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
126,goosebumps,"Travis Scott",6067083,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
127,"Take Me To Church",Hozier,6025155,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
128,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,6022295,https://open.spotify.com/track/1VauUM5CBX7nkLcgafQL2B
129,Loco,"Justin Quiles",6003503,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
130,Riptide,"Vance Joy",5986685,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
131,"Little Bit of Love","Tom Grennan",5985171,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
132,"Good Days",SZA,5925659,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
133,Perfect,"Ed Sheeran",5897815,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
134,Shallow,"Lady Gaga",5881623,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
135,"Follow You","Imagine Dragons",5874806,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
136,"Lucid Dreams","Juice WRLD",5845757,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
137,"bad guy","Billie Eilish",5836752,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
138,"MILLE – feat. Orietta Berti",Fedez,5825571,https://open.spotify.com/track/6qdMhG7pRFi0csRlFGvLE4
139,Aloha,Maluma,5824842,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
140,"Volta Bebê, Volta Neném","Dj Guuga",5820478,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
141,"Bohemian Rhapsody - Remastered 2011",Queen,5807705,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
142,"Say You Won't Let Go","James Arthur",5805322,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
143,Hawái,Maluma,5773880,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
144,"Adore You","Harry Styles",5754521,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
145,"The Nights",Avicii,5699481,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
146,working,"Tate McRae",5666770,https://open.spotify.com/track/31sSFHIe4NaxltVFOEIcTa
147,"Counting Stars",OneRepublic,5663750,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
148,"Breaking Me",Topic,5621258,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
149,"death bed (coffee for your head)",Powfu,5617447,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
150,"Wake Me Up",Avicii,5610694,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
151,"Dreams - 2004 Remaster","Fleetwood Mac",5598811,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
152,Yellow,Coldplay,5585330,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
153,"Martin & Gina","Polo G",5573139,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
154,"What You Know Bout Love","Pop Smoke",5554086,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
155,"Daddy Issues","The Neighbourhood",5516072,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
156,"Petrouchka (feat. PLK)","Soso Maness",5511544,https://open.spotify.com/track/03y045SZqaC94yfXl1cU4E
157,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5480096,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
158,"Smells Like Teen Spirit",Nirvana,5453441,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
159,"Our Song",Anne-Marie,5440590,https://open.spotify.com/track/5zqObw7wjBgL9TDiAymxPn
160,"Mr. Brightside","The Killers",5440189,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
161,Whoopty,CJ,5430900,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
162,"p r i d e . i s . t h e . d e v i l (with Lil Baby)","J. Cole",5430260,https://open.spotify.com/track/5W8jRrZ6tWrTrqnKRtIQBf
163,"One Dance",Drake,5416884,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
164,"Every Breath You Take","The Police",5333979,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
165,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",5324005,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
166,"All of Me","John Legend",5295508,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
167,"Another One Bites The Dust - Remastered 2011",Queen,5289179,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
168,"m y . l i f e (with 21 Savage & Morray)","J. Cole",5246577,https://open.spotify.com/track/1D3z6HTiQsNmZxjl7F7eoG
169,"Baby Me Atende","Matheus Fernandes",5240777,https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy
170,"7 rings","Ariana Grande",5230601,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
171,"Ride It",Regard,5224753,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
172,"Jocelyn Flores",XXXTENTACION,5220422,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
173,"Prisoner (feat. Dua Lipa)","Miley Cyrus",5194862,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
174,"Savage Love (Laxed - Siren Beat)","Jawsh 685",5194250,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
175,"No Return (with The Kid LAROI & Lil Durk)","Polo G",5189427,https://open.spotify.com/track/23OYT3SFtoJqhiAUqktbc1
176,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",5156883,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
177,"The Box","Roddy Ricch",5145099,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
178,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",5124606,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
179,"Life Goes On",BTS,5110105,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
180,"The Real Slim Shady",Eminem,5109464,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
181,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5085147,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
182,Anyone,"Justin Bieber",5079587,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
183,"my ex's best friend (with blackbear)","Machine Gun Kelly",5048079,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
184,"Just the Way You Are","Bruno Mars",5043647,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
185,"Do I Wanna Know?","Arctic Monkeys",5040052,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
186,Closer,"The Chainsmokers",5014597,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
187,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",4977197,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
188,"HIGHEST IN THE ROOM","Travis Scott",4975720,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
189,"Break My Heart","Dua Lipa",4971176,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
190,"The Hills","The Weeknd",4956220,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
191,"MI FAI IMPAZZIRE",BLANCO,4934172,https://open.spotify.com/track/1x3Qb8np6S1UvpSLthwEJN
192,"Laugh Now Cry Later (feat. Lil Durk)",Drake,4916860,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
193,Dior,"Pop Smoke",4914237,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
194,"We Are The People (feat. Bono & The Edge) - Official UEFA EURO 2020 Song","Martin Garrix",4912036,https://open.spotify.com/track/2iL0W5qi0ivZ9WRXbZ74cS
195,"Ella No Es Tuya - Remix","Rochy RD",4911162,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
196,"In the End","Linkin Park",4910070,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
197,"No Role Modelz","J. Cole",4904401,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
198,"SICKO MODE","Travis Scott",4898977,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
199,"Something Just Like This","The Chainsmokers",4862683,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
200,You,Regard,4846549,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
