,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
56,Freaks,"Surf Curse",9319465,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
57,"Meu Pedaço de Pecado","João Gomes",9206366,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
58,2/Catorce,"Rauw Alejandro",9086979,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
59,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",9048966,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
60,Run,OneRepublic,9017356,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
61,"Thot Shit","Megan Thee Stallion",8977336,https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n
62,"Your Love (9PM)",ATB,8935418,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
63,brutal,"Olivia Rodrigo",8881356,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
64,"Save Your Tears","The Weeknd",8843110,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
65,"Heartbreak Anniversary",Giveon,8832945,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
66,"Don't Start Now","Dua Lipa",8821971,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
67,Dinero,"Trinidad Cardona",8564775,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
68,"Sweater Weather","The Neighbourhood",8564017,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
69,Sobrio,Maluma,8514480,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
70,"Someone You Loved","Lewis Capaldi",8490162,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
71,"Over The Top (feat. Drake)",Smiley,8269753,https://open.spotify.com/track/3yaYgjEFkRw3PVjW9mV1TO
72,2055,"Sleepy Hallow",8133401,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
73,"EL MAKINON","KAROL G",8102107,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
74,Loco,"Justin Quiles",8093413,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
75,"Love Tonight - Edit",Shouse,8006336,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
76,"ZITTI E BUONI",Måneskin,7975148,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
77,telepatía,"Kali Uchis",7912399,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
78,"Botella Tras Botella","Gera MX",7735223,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
79,Fiel,"Los Legendarios",7717211,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
80,"Dance Monkey","Tones And I",7687058,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
81,"WITHOUT YOU","The Kid LAROI",7642130,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
82,"Wants and Needs (feat. Lil Baby)",Drake,7637626,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
83,"Bezos I","Bo Burnham",7516291,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW
84,"Love Again","Dua Lipa",7465445,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
85,"Goosebumps - Remix","Travis Scott",7452633,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
86,"Head & Heart (feat. MNEK)","Joel Corry",7434252,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
87,BED,"Joel Corry",7383369,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
88,"Iko Iko (My Bestie)","Justin Wellington",7381585,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
89,"Better Believe",Belly,7365053,https://open.spotify.com/track/3zs87EV3EZSh2UpiXxT52Y
90,Arcade,"Duncan Laurence",7353795,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
91,512,Mora,7336542,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
92,positions,"Ariana Grande",7244853,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
93,Circles,"Post Malone",7156162,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
94,"Blaues Licht","RAF Camora",7084292,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
95,"Ram Pam Pam","Natti Natasha",7064003,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
96,"In Da Getto","J Balvin",6984262,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
97,Woman,"Doja Cat",6858466,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
98,"t r a n s p a r e n t s o u l feat. Travis Barker",WILLOW,6853994,https://open.spotify.com/track/5JKnYZOhSP7rOK0jPYcCjV
99,"Clash (feat. Stormzy)",Dave,6825463,https://open.spotify.com/track/2zxEc1GCSCxbHIXTfhraRC
100,"Before You Go","Lewis Capaldi",6813800,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
101,Levitating,"Dua Lipa",6799831,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
102,Reckless,"Madison Beer",6711375,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh
103,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,6709106,https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC
104,Believer,"Imagine Dragons",6699895,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
105,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",6697067,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
106,"Talking to the Moon","Bruno Mars",6660319,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
107,"Roses - Imanbek Remix","SAINt JHN",6653690,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
108,"Sal y Perrea",Sech,6635076,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
109,FULANITO,"Becky G",6614072,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
110,París,Ingratax,6584896,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
111,"lovely (with Khalid)","Billie Eilish",6569547,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
112,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6546948,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
113,"double take",dhruv,6539852,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
114,Streets,"Doja Cat",6502302,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
115,"By Your Side (feat. Tom Grennan)","Calvin Harris",6488622,https://open.spotify.com/track/0vR2rIVORmgeKiGIgNT0fV
116,MORENA,"Luan Santana",6469500,https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd
117,"Shape of You","Ed Sheeran",6452492,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
118,Señorita,"Shawn Mendes",6317487,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
119,"Hold On","Justin Bieber",6300416,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
120,Perfect,"Ed Sheeran",6278765,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
121,"2:50 Remix",MYA,6244011,https://open.spotify.com/track/74znaWw1hmQBusGPSOuTFy
122,"LA NOCHE DE ANOCHE","Bad Bunny",6242863,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
123,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,6180056,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
124,Heather,"Conan Gray",6164795,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
125,"you broke me first","Tate McRae",6152121,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
126,"The Nights",Avicii,6136340,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
127,Riptide,"Vance Joy",6089242,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
128,"Smells Like Teen Spirit",Nirvana,6065267,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
129,"enough for you","Olivia Rodrigo",6040918,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
130,"Daddy Issues","The Neighbourhood",6014443,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
131,"Aquelas Coisas","João Gomes",6012839,https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M
132,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",5952490,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
133,Memories,"Maroon 5",5928329,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
134,"Another Love","Tom Odell",5914661,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
135,"Here's Your Perfect","Jamie Miller",5912784,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
136,"Take Me To Church",Hozier,5907750,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
137,"Little Bit of Love","Tom Grennan",5848466,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
138,"Ficha Limpa","Gusttavo Lima",5847975,https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8
139,Up,"Cardi B",5845156,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
140,Hawái,Maluma,5769714,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
141,"New Normal",Khalid,5768653,https://open.spotify.com/track/2CIYemjFXdmCWpJnfbtrD6
142,"Bohemian Rhapsody - Remastered 2011",Queen,5756583,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
143,Bandido,"Myke Towers",5734402,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
144,"Paradise (feat. Dermot Kennedy)",MEDUZA,5693848,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
145,goosebumps,"Travis Scott",5691540,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
146,"Wasted Love (feat. Lagique)",Ofenbach,5690260,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
147,"KESI - Remix",Camilo,5682062,https://open.spotify.com/track/0IqCoZ168iRc9LqfrYgpZy
148,Shallow,"Lady Gaga",5672480,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
149,"Tell Em",Cochise,5668576,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
150,"Não, Não Vou","Mari Fernandez",5652272,https://open.spotify.com/track/0xBQvhJAm6f7J142ympKOn
151,"Counting Stars",OneRepublic,5647568,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
152,Yellow,Coldplay,5628703,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
153,"como si no importara",Emilia,5627257,https://open.spotify.com/track/1GYJpuLq41vEVKXiHGEY9j
154,"Se For Amor","João Gomes",5618268,https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw
155,"Wake Me Up",Avicii,5607285,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
156,"Baby Me Atende","Matheus Fernandes",5594505,https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7
157,"Ramenez la coupe à la maison",Vegedream,5576844,https://open.spotify.com/track/1m0UFnuTktOkksvjbF9z0m
158,"What You Know Bout Love","Pop Smoke",5570735,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
159,Runaway,AURORA,5566150,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
160,"Red Light Green Light",DaBaby,5493760,https://open.spotify.com/track/1YDebgap5OFwXEBG18NJvy
161,"Ball If I Want To",DaBaby,5478055,https://open.spotify.com/track/0cu0rhnlCnJ7JIeHRiLpj3
162,"Lucid Dreams","Juice WRLD",5477563,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
163,"Calling My Phone","Lil Tjay",5467753,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
164,34+35,"Ariana Grande",5453159,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
165,"bad guy","Billie Eilish",5436286,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
166,"Cover Me In Sunshine",P!nk,5434073,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
167,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5431375,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
168,"1 step forward, 3 steps back","Olivia Rodrigo",5420003,https://open.spotify.com/track/4wcBRRpIfesgcyUtis7PEg
169,"WAP (feat. Megan Thee Stallion)","Cardi B",5386268,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
170,"Mr. Brightside","The Killers",5382191,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
171,"Every Breath You Take","The Police",5379704,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
172,"Dreams - 2004 Remaster","Fleetwood Mac",5378971,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
173,"Say You Won't Let Go","James Arthur",5375426,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
174,"Wild Side (feat. Cardi B)",Normani,5366242,https://open.spotify.com/track/4XkrlDVc8UQUvsyRsxvU0M
175,"Bout A Million (feat. 42 Dugg & 21 Savage)","Pop Smoke",5315734,https://open.spotify.com/track/4LaGu95Ui2s4vprSQYWUAZ
176,"Demeanor (feat. Dua Lipa)","Pop Smoke",5245618,https://open.spotify.com/track/3DMs7bahbQTnoxCjgP7qoK
177,"death bed (coffee for your head)",Powfu,5238547,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
178,"Our Song",Anne-Marie,5235335,https://open.spotify.com/track/3fGW43fnu3OHEw6ohTC2Bw
179,"Another One Bites The Dust - Remastered 2011",Queen,5204983,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
180,"One Dance",Drake,5178490,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
181,"Adore You","Harry Styles",5166847,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
182,"As the World Caves In","Sarah Cothran",5145493,https://open.spotify.com/track/2xXNLutYAOELYVObYb1C1S
183,"Fancy Like","Walker Hayes",5145432,https://open.spotify.com/track/3ZozFqJJlDBNIm4xqxn2ZD
184,Cúrame,"Rauw Alejandro",5104206,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
185,"All of Me","John Legend",5103014,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
186,"Martin & Gina","Polo G",5098609,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
187,Dior,"Pop Smoke",5092354,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
188,"Best Friend (feat. Doja Cat)",Saweetie,5090062,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
189,"The Hills","The Weeknd",5068864,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
190,"Good Days",SZA,5065132,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
191,"Kiss My (Uh Oh)",Anne-Marie,5063181,https://open.spotify.com/track/0MWiSBKm8Avs8iDIxcertp
192,"De Museo","Bad Bunny",5016125,https://open.spotify.com/track/267NGliXM8YLVZiKAD9Otm
193,"7 rings","Ariana Grande",5002227,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
194,"Chosen (feat. Ty Dolla $ign)",Blxst,4992405,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
195,"Não Nasceu pra Namorar","MC Zaquin",4978559,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
196,"Breaking Me",Topic,4977498,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
197,penhasco.,"Luísa Sonza",4973937,https://open.spotify.com/track/5VTqW8raQYnj2avZ27nO2a
198,"late at night","Roddy Ricch",4954899,https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m
199,Verdansk,Dave,4950275,https://open.spotify.com/track/7IPKXYU2rTMnrLW5IZ7ZI5
200,"The Real Slim Shady",Eminem,4948965,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
