,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
114,Loco,"Justin Quiles",6385944,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
115,"Cover Me In Sunshine",P!nk,6374344,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
116,Señorita,"Shawn Mendes",6351553,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
117,"you broke me first","Tate McRae",6342877,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
118,"late at night","Roddy Ricch",6304339,https://open.spotify.com/track/1fxYz1s15pyZLsJT0Hdh1m
119,"Another Love","Tom Odell",6273397,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
120,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",6181634,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
121,Memories,"Maroon 5",6122422,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
122,"hope ur ok","Olivia Rodrigo",6093406,https://open.spotify.com/track/1zejeOnykpCoyVSit6Bwp3
123,"Calling My Phone","Lil Tjay",6092703,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
124,AM,"Nio Garcia",6077522,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
125,"Paradise (feat. Dermot Kennedy)",MEDUZA,6023943,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
126,Bipolar,"Mc Davi",5994410,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
127,"Daddy Issues","The Neighbourhood",5988979,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
128,Heather,"Conan Gray",5986367,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
129,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,5976747,https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC
130,Riptide,"Vance Joy",5964745,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
131,"I Don't Do Drugs (feat. Ariana Grande)","Doja Cat",5912293,https://open.spotify.com/track/0FFsgUoFibYISzMxuGS61W
132,"Renegade (feat. Taylor Swift)","Big Red Machine",5876058,https://open.spotify.com/track/1aU1wpYBSpP0M6IiihY5Ue
133,"Volta Bebê, Volta Neném","Dj Guuga",5870285,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
134,"Wasted Love (feat. Lagique)",Ofenbach,5833896,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
135,"Baby Me Atende","Matheus Fernandes",5828531,https://open.spotify.com/track/5R9KPXQVeyqsHZoPLMgfNy
136,Hawái,Maluma,5822408,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
137,"Bohemian Rhapsody - Remastered 2011",Queen,5810584,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
138,goosebumps,"Travis Scott",5789376,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
139,Shallow,"Lady Gaga",5759898,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
140,Alcohol-Free,TWICE,5758961,https://open.spotify.com/track/3iPbmpKBMflYd7UjdYftoj
141,"Take Me To Church",Hozier,5721795,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
142,"Ball If I Want To",DaBaby,5714775,https://open.spotify.com/track/0cu0rhnlCnJ7JIeHRiLpj3
143,"Follow You","Imagine Dragons",5679082,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
144,"Dreams - 2004 Remaster","Fleetwood Mac",5671669,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
145,"WAP (feat. Megan Thee Stallion)","Cardi B",5656634,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
146,34+35,"Ariana Grande",5653307,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
147,"Red Light Green Light",DaBaby,5652129,https://open.spotify.com/track/1YDebgap5OFwXEBG18NJvy
148,"Tell Em",Cochise,5639206,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
149,"bad guy","Billie Eilish",5631211,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
150,"The Nights",Avicii,5621742,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
151,"Lucid Dreams","Juice WRLD",5563134,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
152,Yellow,Coldplay,5527728,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
153,"Wake Me Up",Avicii,5512661,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
154,"Say You Won't Let Go","James Arthur",5484469,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
155,"Mr. Brightside","The Killers",5450209,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
156,"Adore You","Harry Styles",5448137,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
157,"Smells Like Teen Spirit",Nirvana,5421684,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
158,"Não Nasceu pra Namorar","MC Zaquin",5418911,https://open.spotify.com/track/6pQKUKBpwr6GhfhcFFFozo
159,"JUGGERNAUT (feat. Lil Uzi Vert & Pharrell Williams)","Tyler, The Creator",5392334,https://open.spotify.com/track/7z4xW9WY86uH3gd1V9pfCM
160,Holiday,KSI,5384305,https://open.spotify.com/track/6nV2dFZXpv1JlqDWBeTXRl
161,"death bed (coffee for your head)",Powfu,5361658,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
162,"Counting Stars",OneRepublic,5351747,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
163,"All Eyes On Me","Bo Burnham",5347263,https://open.spotify.com/track/3rV5y8rcQrwRt9fWGLmjOQ
164,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",5321544,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
165,"Good Days",SZA,5307124,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
166,"Another One Bites The Dust - Remastered 2011",Queen,5264599,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
167,"Dick (feat. Doja Cat)",StarBoi3,5258628,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
168,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5257152,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
169,"Faz Amor Comigo Só Hoje - Ao Vivo","Israel & Rodolffo",5254618,https://open.spotify.com/track/7Kba4OaxQFQ1zlknQUpNqN
170,"One Dance",Drake,5252870,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
171,"What You Know Bout Love","Pop Smoke",5244548,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
172,"Every Breath You Take","The Police",5239157,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
173,"Solar Power",Lorde,5234112,https://open.spotify.com/track/3KdoeNlEN0BoAKWzaRLNZa
174,Aloha,Maluma,5200116,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
175,"MI FAI IMPAZZIRE",BLANCO,5194011,https://open.spotify.com/track/1x3Qb8np6S1UvpSLthwEJN
176,"Martin & Gina","Polo G",5182724,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
177,"7 rings","Ariana Grande",5163502,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
178,"Ride It",Regard,5159845,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
179,"Breaking Me",Topic,5155455,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
180,"All of Me","John Legend",5153066,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
181,"As the World Caves In","Sarah Cothran",5149618,https://open.spotify.com/track/7LAmsNJpBaNvNg7VZPXxSv
182,"Your Power","Billie Eilish",5135380,https://open.spotify.com/track/5qNh5WtzMbfpSj2jLlBkoD
183,"Me Fije","Alex Rose",5122712,https://open.spotify.com/track/6Et5KimMg3IXwD6lJPGmQw
184,"Sexo Virtual","Rauw Alejandro",5114701,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
185,"Ficha Limpa","Gusttavo Lima",5100026,https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8
186,"His & Hers (feat. Don Toliver, Lil Uzi Vert & Gunna)","Internet Money",5086639,https://open.spotify.com/track/2IePEfMAtqWS6rLXXFZIgI
187,"Our Song",Anne-Marie,5068705,https://open.spotify.com/track/5zqObw7wjBgL9TDiAymxPn
188,"Love Tonight - Edit",Shouse,5036244,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
189,"Lieben wir","Shirin David",5029898,https://open.spotify.com/track/49gzU1IS1B6P3GATSZ5eCE
190,Whoopty,CJ,5013017,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
191,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",5011753,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
192,"Prisoner (feat. Dua Lipa)","Miley Cyrus",5005018,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
193,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",4992345,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
194,"Here's Your Perfect","Jamie Miller",4981946,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
195,Reloj,"Rauw Alejandro",4980155,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
196,Closer,"The Chainsmokers",4979533,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
197,malibu,sangiovanni,4973063,https://open.spotify.com/track/01hEpx8jnOG4q7nDK14Rhi
198,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",Bizarrap,4965913,https://open.spotify.com/track/1VauUM5CBX7nkLcgafQL2B
199,"The Real Slim Shady",Eminem,4943359,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
200,"Do I Wanna Know?","Arctic Monkeys",4938586,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
