,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
42,"Knife Talk (with 21 Savage ft. Project Pat)",Drake,10543166,https://open.spotify.com/track/2BcMwX1MPV6ZHP4tUT9uq6
43,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",10138933,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
44,"I Love You So","The Walters",10012889,https://open.spotify.com/track/4SqWKzw0CbA05TGszDgMlc
45,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",9883061,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
46,"drivers license","Olivia Rodrigo",9802066,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
47,"In Da Getto","J Balvin",9230668,https://open.spotify.com/track/1q0PYXTbDsirp2l74ng6pn
48,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)","DJ Snake",9099139,https://open.spotify.com/track/6IPNp9PfaEqrzotY47TIWy
49,"Watermelon Sugar","Harry Styles",9049090,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
50,Butter,BTS,8986185,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
51,Índigo,Camilo,8960621,https://open.spotify.com/track/4knc1Fp3kbuq8bH2byOvLu
52,Cúrame,"Rauw Alejandro",8878134,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
53,"Fair Trade (with Travis Scott)",Drake,8870608,https://open.spotify.com/track/40iJIUlhi6renaREYGeIDS
54,"Praise God","Kanye West",8836910,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
55,"Qué Más Pues?","J Balvin",8788411,https://open.spotify.com/track/6D2TCm4nf5nxAcdGJ7w3QP
56,"Ley Seca","Jhay Cortez",8705425,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
57,2step,"Ed Sheeran",8704504,https://open.spotify.com/track/2SUxn2O9NHL6GHGQFgwCY0
58,"Volando - Remix",Mora,8677405,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
59,Sobrio,Maluma,8619537,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
60,"I WANNA BE YOUR SLAVE",Måneskin,8584801,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
61,"Enemy (with JID) - from the series Arcane League of Legends","Imagine Dragons",8559283,https://open.spotify.com/track/1r9xUipOqoNwggBpENDsvJ
62,"First Times","Ed Sheeran",8531058,https://open.spotify.com/track/5QYnNhTKsN3kE7OaqILA1U
63,"Get Into It (Yuh)","Doja Cat",8470156,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
64,DÁKITI,"Bad Bunny",8466863,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
65,2055,"Sleepy Hallow",8420631,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
66,"When We Were Young",Adele,8336577,https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU
67,"Rolling in the Deep",Adele,8302910,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
68,Bored,"Billie Eilish",8284534,https://open.spotify.com/track/04sN26COy28wTXYj3dMoiZ
69,"The Feels",TWICE,8262504,https://open.spotify.com/track/6pgqZ7Iw4LfHlfgWWaRFSY
70,"Don't Go Yet","Camila Cabello",8096884,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
71,"Someone You Loved","Lewis Capaldi",7955243,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
72,"GHOST TOWN","Benson Boone",7899730,https://open.spotify.com/track/135Lf4Q0CzlMNfOxbEUsLH
73,"Someone Like You",Adele,7879527,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX
74,"Leave The Door Open","Bruno Mars",7853241,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
75,"deja vu","Olivia Rodrigo",7834743,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
76,"Dark Red","Steve Lacy",7737874,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
77,"Coração Cachorro","Avine Vinny",7692128,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE
78,Dynamite,BTS,7679420,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
79,"Happier Than Ever - Edit","Billie Eilish",7634386,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
80,"Don't Start Now","Dua Lipa",7589249,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
81,"You Right","Doja Cat",7587514,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
82,"Visiting Hours","Ed Sheeran",7533896,https://open.spotify.com/track/0rt63HYAAIzUZo5O2D0uA6
83,LALISA,LISA,7482365,https://open.spotify.com/track/7uQZVznj0uQOGC9KhV2Mg6
84,Tides,"Ed Sheeran",7476184,https://open.spotify.com/track/2JiHR4gCDjXwYVRDmwdk95
85,"lovely (with Khalid)","Billie Eilish",7455574,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
86,"Mood (feat. iann dior)",24kGoldn,7415926,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
87,"AM Remix","Nio Garcia",7412289,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
88,París,Ingratax,7304773,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
89,"edamame (feat. Rich Brian)",bbno$,7258226,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63
90,Thriller,"Michael Jackson",7209751,https://open.spotify.com/track/3S2R0EVwBSAVMd5UMgKTL0
91,"Love In The Dark",Adele,7066739,https://open.spotify.com/track/0DuWDLjriRPjDRoPgaCslY
92,Acapulco,"Jason Derulo",7065840,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
93,happier,"Olivia Rodrigo",7031680,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
94,"Nuestra Canción","Monsieur Periné",6969203,https://open.spotify.com/track/5reQI13tWWYDLMrGcUF4Mk
95,"family ties (with Kendrick Lamar)","Baby Keem",6962958,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
96,"Salimo de Noche","Tiago PZK",6954545,https://open.spotify.com/track/6P096SaOzrgGxs8NWOfX7M
97,"Permission to Dance",BTS,6952025,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
98,Freaks,"Surf Curse",6908817,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
99,"Save Your Tears","The Weeknd",6859529,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
100,"Arranhão - Ao Vivo","Henrique & Juliano",6847228,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
101,"Jugaste y Sufrí","Eslabon Armado",6845412,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
102,Believer,"Imagine Dragons",6823749,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
103,"Love Tonight - Edit",Shouse,6700532,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
104,"The Business",Tiësto,6690312,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
105,Perfect,"Ed Sheeran",6677189,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
106,"I GUESS I'M IN LOVE","Clinton Kane",6671828,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
107,"Girls Want Girls (with Lil Baby)",Drake,6650331,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
108,"Before You Go","Lewis Capaldi",6617651,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
109,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,6537388,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
110,"Astronaut In The Ocean","Masked Wolf",6501548,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
111,"Shape of You","Ed Sheeran",6496218,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
112,Hurricane,"Kanye West",6494578,https://open.spotify.com/track/6Hfu9sc7jvv6coyy2LlzBF
113,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,6461982,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
114,"Dance Monkey","Tones And I",6434425,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
115,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6348370,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
116,"bad guy","Billie Eilish",6309259,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
117,"Tiroteo - Remix","Marc Seguí",6301606,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
118,Yellow,Coldplay,6300783,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
119,"The Joker And The Queen","Ed Sheeran",6298680,https://open.spotify.com/track/3NuLxTXowTRcguTh9RsPmM
120,"Do It To It",ACRAZE,6239637,https://open.spotify.com/track/20on25jryn53hWghthWWW3
121,Dandelions,"Ruth B.",6224057,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
122,positions,"Ariana Grande",6215666,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
123,Circles,"Post Malone",6195656,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
124,"Another Love","Tom Odell",6181904,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
125,"Revoada No Colchão","Zé Felipe",6166942,https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej
126,Miénteme,TINI,6156512,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
127,Collide,"Ed Sheeran",6152878,https://open.spotify.com/track/5sv0WnUs74Orn6GoPmC5im
128,"Ain't Shit","Doja Cat",6101747,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
129,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)","DJ Patrick Muniz",6095808,https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h
130,"Chosen (feat. Ty Dolla $ign)",Blxst,6088909,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
131,"Leave Your Life","Ed Sheeran",6088046,https://open.spotify.com/track/0YbI9lWxUBsCJLb6EBydkr
132,"Smells Like Teen Spirit",Nirvana,6063058,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
133,"Pareja Del Año","Sebastian Yatra",6060979,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
134,"Una Nota","J Balvin",6037458,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA
135,"Love Again","Dua Lipa",6033535,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
136,SEJODIOTO,"KAROL G",6016841,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW
137,WFM,RealestK,6014559,https://open.spotify.com/track/18ddJHQ7CUzNBiy55L0Xjj
138,"Mon Amour - Remix",zzoilo,5995596,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
139,Heather,"Conan Gray",5986001,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
140,RAPSTAR,"Polo G",5958891,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
141,Classic,MKTO,5958060,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
142,GALOPA,"PEDRO SAMPAIO",5952783,https://open.spotify.com/track/2wG1R0uDFwyobcWzVssC1J
143,Arcade,"Duncan Laurence",5930198,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
144,"Let Somebody Go",Coldplay,5894421,https://open.spotify.com/track/4cGqn0E8JCSY9gQllQj4Mf
145,"Entre Nosotros","Tiago PZK",5882398,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
146,"The Nights",Avicii,5876399,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
147,"Stop The Rain","Ed Sheeran",5856310,https://open.spotify.com/track/0VuDtcT7H4CAljLZEH021x
148,Shallow,"Lady Gaga",5845831,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
149,"Daddy Issues","The Neighbourhood",5813039,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
150,"you broke me first","Tate McRae",5805742,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
151,"Take Me To Church",Hozier,5797583,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
152,Sky,"Playboi Carti",5770744,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
153,"Mr. Brightside","The Killers",5723716,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
154,"Counting Stars",OneRepublic,5712316,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
155,"All of Me","John Legend",5695243,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
156,goosebumps,"Travis Scott",5693648,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
157,"Like I Can","Sam Smith",5690656,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
158,"Bohemian Rhapsody - Remastered 2011",Queen,5680100,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
159,"SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy)",Amaarae,5666450,https://open.spotify.com/track/15HMh4yxdf4wyxSZSlOgGZ
160,"Without Me",Eminem,5651509,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
161,"Say You Won't Let Go","James Arthur",5643079,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
162,"Careless Whisper","George Michael",5640994,https://open.spotify.com/track/4jDmJ51x1o9NZB5Nxxc7gY
163,"Heartbreak Anniversary",Giveon,5630130,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
164,Señorita,"Shawn Mendes",5626397,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
165,"The Real Slim Shady",Eminem,5624301,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
166,"Love In Slow Motion","Ed Sheeran",5620753,https://open.spotify.com/track/1i4F583d9v9RabcfOlKKVL
167,masquerade,"siouxxie sixxsta",5600068,https://open.spotify.com/track/64EA2RKyciBwCuVczLH6Ct
168,"favorite crime","Olivia Rodrigo",5599912,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
169,"Somebody That I Used To Know",Gotye,5592587,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
170,"Gangsta's Paradise",Coolio,5577640,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
171,"Set Fire to the Rain",Adele,5566184,https://open.spotify.com/track/7j4OmvkjRz0PrjFADlHfQx
172,"Highway to Hell",AC/DC,5548719,https://open.spotify.com/track/2zYzyRzz6pRmhPzyfMEC8s
173,"Talking to the Moon","Bruno Mars",5543524,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
174,"Jocelyn Flores",XXXTENTACION,5543262,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
175,"Nota de Repúdio - Ao Vivo","Gusttavo Lima",5536554,https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6
176,"Está Dañada","Ivan Cornejo",5535223,https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR
177,Memories,"Maroon 5",5520790,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
178,Loco,"Justin Quiles",5505684,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
179,Infinity,"Jaymes Young",5503350,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
180,"Tell It To My Heart",MEDUZA,5490070,https://open.spotify.com/track/46nvQpUDsxpS08UTFOeKTA
181,"Bala Love","Mc Anjim",5448765,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
182,Photograph,"Ed Sheeran",5440249,https://open.spotify.com/track/6fxVffaTuwjgEk5h9QyRjy
183,Riptide,"Vance Joy",5435427,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
184,"jealousy, jealousy","Olivia Rodrigo",5414105,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
185,"Oh Na Na","Camila Cabello",5412180,https://open.spotify.com/track/03NqHNdG3Ur6kciQWK6e8V
186,"Sexo Virtual","Rauw Alejandro",5392902,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
187,"Every Breath You Take","The Police",5387303,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
188,"No Role Modelz","J. Cole",5377676,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
189,Levitating,"Dua Lipa",5345956,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
190,Thunder,"Gabry Ponte",5340560,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
191,telepatía,"Kali Uchis",5317804,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
192,Mahvettim,cakal,5314688,https://open.spotify.com/track/1GWxwShcDEdSvlr0jcpYI1
193,A-O-K,"Tai Verdes",5308633,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
194,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",5274791,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
195,"Wildest Dreams (Taylor's Version)","Taylor Swift",5243925,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
196,"Somebody's Watching Me",Rockwell,5237313,https://open.spotify.com/track/7jwQlYGpOml9ETGre1HqGA
197,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,5230105,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
198,"Wake Me Up",Avicii,5224874,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
199,"911 - Remix",Sech,5175238,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
200,"Head & Heart (feat. MNEK)","Joel Corry",5174940,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
