,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
17,"Levitating (feat. DaBaby)","Dua Lipa",19928219,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
18,traitor,"Olivia Rodrigo",18995629,https://open.spotify.com/track/5CZ40GBx1sQ9agT82CLQCT
19,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",18282030,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
20,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",17075818,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
21,Butter,BTS,16303121,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
22,"Permission to Dance",BTS,16035330,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
23,"AM Remix","Nio Garcia",15865191,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
24,"deja vu","Olivia Rodrigo",15756183,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
25,"Volando - Remix",Mora,14754809,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
26,"Blinding Lights","The Weeknd",14730758,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
27,Woman,"Doja Cat",14729258,https://open.spotify.com/track/6Uj1ctrBOjOas8xZXGqKk4
28,"Ain't Shit","Doja Cat",14560977,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
29,"drivers license","Olivia Rodrigo",14405910,https://open.spotify.com/track/5wANPM4fQCJwkGd4rN57mH
30,"Heat Waves","Glass Animals",14388852,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
31,"Leave The Door Open","Bruno Mars",13805295,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
32,happier,"Olivia Rodrigo",12945812,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
33,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,12872772,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
34,"Entre Nosotros","Tiago PZK",12481788,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
35,"911 - Remix",Sech,12431398,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
36,"Astronaut In The Ocean","Masked Wolf",12032653,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
37,,,11634865,https://open.spotify.com/track/2eKY4TBKeXnUXMtSLj4R0n
38,"Don't Go Yet","Camila Cabello",11611132,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
39,"Watermelon Sugar","Harry Styles",11444866,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
40,2055,"Sleepy Hallow",11367692,https://open.spotify.com/track/4XvcHTUfIlWfyJTRG0aqlo
41,"Pareja Del Año","Sebastian Yatra",11318276,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
42,"jealousy, jealousy","Olivia Rodrigo",10947834,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
43,DÁKITI,"Bad Bunny",10943711,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
44,Miénteme,TINI,10938310,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
45,"favorite crime","Olivia Rodrigo",10916989,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
46,Sobrio,Maluma,10673817,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
47,RAPSTAR,"Polo G",10288157,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
48,"Tiroteo - Remix","Marc Seguí",10199312,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
49,"Love Tonight - Edit",Shouse,9970367,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
50,Dynamite,BTS,9880338,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
51,"Poblado - Remix","J Balvin",9863912,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV
52,"Mood (feat. iann dior)",24kGoldn,9682621,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
53,"The Business",Tiësto,9610592,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
54,"Motley Crew","Post Malone",9604260,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
55,Freaks,"Surf Curse",9474480,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
56,Skate,"Bruno Mars",9299224,https://open.spotify.com/track/2sXf2JdbB2GlNju00kw9WE
57,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,9222322,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
58,Loco,"Justin Quiles",9162379,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
59,NDA,"Billie Eilish",9014691,https://open.spotify.com/track/38GBNKZUhfBkk3oNlWzRYd
60,Cúrame,"Rauw Alejandro",8939868,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
61,"Save Your Tears","The Weeknd",8744481,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
62,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,8720839,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
63,"You Right","Doja Cat",8618871,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
64,"Meu Pedaço de Pecado","João Gomes",8570541,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
65,"Don't Start Now","Dua Lipa",8570255,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
66,Rasputin,Majestic,8503267,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
67,"Someone You Loved","Lewis Capaldi",8409687,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
68,"Sweater Weather","The Neighbourhood",8395055,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
69,"Fiel - Remix",Wisin,8352336,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
70,Arcade,"Duncan Laurence",8345101,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
71,"In Da Getto","J Balvin",8301571,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
72,Run,OneRepublic,8255452,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
73,positions,"Ariana Grande",8206508,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
74,"Heartbreak Anniversary",Giveon,8049008,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
75,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",7957989,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
76,"Love Again","Dua Lipa",7890938,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
77,"Thot Shit","Megan Thee Stallion",7737883,https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n
78,brutal,"Olivia Rodrigo",7641819,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
79,"double take",dhruv,7618124,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
80,"Your Love (9PM)",ATB,7577299,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
81,"NOT SOBER (feat. Polo G & Stunna Gambino)","The Kid LAROI",7493354,https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX
82,Levitating,"Dua Lipa",7421571,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
83,telepatía,"Kali Uchis",7409249,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
84,"Build a Bitch","Bella Poarch",7404966,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
85,2/Catorce,"Rauw Alejandro",7378768,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
86,"Dance Monkey","Tones And I",7318273,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
87,"Goosebumps - Remix","Travis Scott",7299670,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
88,"WITHOUT YOU","The Kid LAROI",7224703,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
89,FULANITO,"Becky G",7136666,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
90,"Botella Tras Botella","Gera MX",7054207,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
91,"Head & Heart (feat. MNEK)","Joel Corry",7051703,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
92,"Wants and Needs (feat. Lil Baby)",Drake,6973986,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
93,Circles,"Post Malone",6958145,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
94,"lovely (with Khalid)","Billie Eilish",6945409,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
95,"EL MAKINON","KAROL G",6907977,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
96,Dinero,"Trinidad Cardona",6899376,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
97,"Iko Iko (My Bestie)","Justin Wellington",6876910,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
98,"Before You Go","Lewis Capaldi",6866999,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
99,"7 rings","Ariana Grande",6862254,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
100,YaMeFui,Bizarrap,6789274,https://open.spotify.com/track/42ahuAFlYGjIGBpVdHcLij
101,Fiel,"Los Legendarios",6773364,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
102,"Come & Go (with Marshmello)","Juice WRLD",6741666,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
103,BED,"Joel Corry",6709650,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
104,"Here's Your Perfect","Jamie Miller",6704440,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
105,Oxytocin,"Billie Eilish",6682467,https://open.spotify.com/track/4t2OeILB07eMGTXSUbMPEu
106,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,6673586,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
107,Lose,KSI,6643667,https://open.spotify.com/track/7nVERWQXlgZRQsYw4fHf3b
108,Believer,"Imagine Dragons",6621049,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
109,"ZITTI E BUONI",Måneskin,6617403,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
110,"ALMAS GEMELAS","Myke Towers",6534733,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
111,"Shape of You","Ed Sheeran",6469807,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
112,Streets,"Doja Cat",6419945,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
113,"SUVs (Black on Black)","Jack Harlow",6397644,https://open.spotify.com/track/1MIGkQxcdAt2lDx6ySpsc5
114,Perfect,"Ed Sheeran",6393743,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
115,"Lost Cause","Billie Eilish",6391914,https://open.spotify.com/track/4191RXFPa7Ge9XkA4cWlna
116,"Get Into It (Yuh)","Doja Cat",6385135,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
117,"Talking to the Moon","Bruno Mars",6384085,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
118,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",6367820,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
119,MORENA,"Luan Santana",6365502,https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd
120,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6345876,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
121,"Roses - Imanbek Remix","SAINt JHN",6296668,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
122,"Hold On","Justin Bieber",6244638,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
123,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,6220741,https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC
124,"Smells Like Teen Spirit",Nirvana,6195568,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
125,"Therefore I Am","Billie Eilish",6171867,https://open.spotify.com/track/20R4HfKloPKgXDqU7UKk3x
126,Heather,"Conan Gray",6169512,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
127,512,Mora,6164347,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
128,"REPEAT IT (with Gunna)","Lil Tecca",6147989,https://open.spotify.com/track/21AJQhGZpujjZQXByZAXpr
129,Señorita,"Shawn Mendes",6133663,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
130,"Bezos I","Bo Burnham",6122521,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW
131,"you broke me first","Tate McRae",6076182,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
132,"Ficha Limpa","Gusttavo Lima",6060583,https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8
133,"The Nights",Avicii,6015609,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
134,"LA NOCHE DE ANOCHE","Bad Bunny",5998676,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
135,"Daddy Issues","The Neighbourhood",5988804,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
136,Riptide,"Vance Joy",5978848,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
137,"Aquelas Coisas","João Gomes",5973012,https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M
138,"Billie Bossa Nova","Billie Eilish",5865011,https://open.spotify.com/track/2KnuaZYoGzDoHiBTNYOTXG
139,"Chosen (feat. Ty Dolla $ign)",Blxst,5846916,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
140,goosebumps,"Travis Scott",5830807,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
141,Memories,"Maroon 5",5818510,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
142,"Bohemian Rhapsody - Remastered 2011",Queen,5805763,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
143,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,5802360,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
144,"Auf & Ab",Montez,5800915,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
145,Reckless,"Madison Beer",5792919,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh
146,34+35,"Ariana Grande",5738928,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
147,Shallow,"Lady Gaga",5737794,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
148,"Another Love","Tom Odell",5721924,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
149,"Getting Older","Billie Eilish",5689490,https://open.spotify.com/track/4HOryCnbme0zBnF8LWij3f
150,"Take Me To Church",Hozier,5687722,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
151,"Little Bit of Love","Tom Grennan",5655164,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
152,"bad guy","Billie Eilish",5631020,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
153,Hawái,Maluma,5629844,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
154,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",5612801,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
155,"Se For Amor","João Gomes",5579585,https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw
156,"Counting Stars",OneRepublic,5573806,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
157,"Over The Top (feat. Drake)",Smiley,5565410,https://open.spotify.com/track/3yaYgjEFkRw3PVjW9mV1TO
158,"Wake Me Up",Avicii,5562213,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
159,Pain,PinkPantheress,5542751,https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO
160,Yellow,Coldplay,5539287,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
161,"Paradise (feat. Dermot Kennedy)",MEDUZA,5514925,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
162,"Love Runs Out (feat. G-Eazy & Sasha Alex Sloan)","Martin Garrix",5490586,https://open.spotify.com/track/3jbAzLVcHiI5hYSkcKe1Ty
163,"Ram Pam Pam","Natti Natasha",5481430,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
164,"Your Power","Billie Eilish",5466226,https://open.spotify.com/track/042Sl6Mn83JHyLEqdK7uI0
165,"Dark Red","Steve Lacy",5425252,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
166,"Mr. Brightside","The Killers",5407367,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
167,"Say You Won't Let Go","James Arthur",5406989,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
168,"Sal y Perrea",Sech,5403221,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
169,"Lucid Dreams","Juice WRLD",5365517,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
170,"Baby Me Atende","Matheus Fernandes",5353062,https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7
171,"Fancy Like","Walker Hayes",5349408,https://open.spotify.com/track/3ZozFqJJlDBNIm4xqxn2ZD
172,Rolê,"Tarcísio do Acordeon",5341165,https://open.spotify.com/track/25141FAgU1OmwoC9W2i5E3
173,"Every Breath You Take","The Police",5340095,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
174,"WAP (feat. Megan Thee Stallion)","Cardi B",5318492,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
175,"Dreams - 2004 Remaster","Fleetwood Mac",5290928,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
176,"Never Going Home",Kungs,5249332,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
177,"Another One Bites The Dust - Remastered 2011",Queen,5248513,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
178,"Wasted Love (feat. Lagique)",Ofenbach,5221425,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
179,"All of Me","John Legend",5178273,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
180,"enough for you","Olivia Rodrigo",5178106,https://open.spotify.com/track/2TOzTqQXNmR2zDJXihjZ2e
181,"The Hills","The Weeknd",5158682,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
182,"como si no importara",Emilia,5152758,https://open.spotify.com/track/1GYJpuLq41vEVKXiHGEY9j
183,Remember,"Becky Hill",5135316,https://open.spotify.com/track/4laAKIq9ZxBCwf99rauPYb
184,"Adore You","Harry Styles",5130447,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
185,"Jocelyn Flores",XXXTENTACION,5127501,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
186,"t r a n s p a r e n t s o u l feat. Travis Barker",WILLOW,5124305,https://open.spotify.com/track/5JKnYZOhSP7rOK0jPYcCjV
187,"What You Know Bout Love","Pop Smoke",5123782,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
188,"The Real Slim Shady",Eminem,5122282,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
189,"my future","Billie Eilish",5107244,https://open.spotify.com/track/3YUMWmx8EJq0DurfuIwoGh
190,Dandelions,"Ruth B.",5104867,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
191,Runaway,AURORA,5099377,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
192,"I Didn't Change My Number","Billie Eilish",5097123,https://open.spotify.com/track/7bcy34fBT2ap1L4bfPsl9q
193,"Tell Em",Cochise,5091757,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
194,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5074140,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
195,"Calling My Phone","Lil Tjay",5056683,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
196,"death bed (coffee for your head)",Powfu,5053737,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
197,"Bilmem Mi?",Sefo,5046558,https://open.spotify.com/track/6wbDn8NI3ygkOeDJiS0ASi
198,"Blaues Licht","RAF Camora",5043139,https://open.spotify.com/track/08EPQiLMyGB8GJX2EiVoCM
199,Up,"Cardi B",5024458,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
200,"One Dance",Drake,5016401,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
