,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
114,"Make You Feel My Love",Adele,6671210,https://open.spotify.com/track/273QnyCvJB65rScHJ1nPZb
115,"Pareja Del Año","Sebastian Yatra",6664194,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
116,"All I Ask",Adele,6663415,https://open.spotify.com/track/6DEMMeWXfmFAXgDUMMzeg6
117,"Ain't Shit","Doja Cat",6633727,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
118,Acapulco,"Jason Derulo",6571853,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
119,"Dance Monkey","Tones And I",6491580,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
120,"You Right","Doja Cat",6485683,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
121,SEJODIOTO,"KAROL G",6478177,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW
122,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,6388532,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
123,positions,"Ariana Grande",6372609,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
124,"Una Nota","J Balvin",6368316,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA
125,Circles,"Post Malone",6360413,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
126,Hello,Adele,6337919,https://open.spotify.com/track/1Yk0cQdMLx5RzzFTYwmuld
127,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6325907,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
128,"Shape of You","Ed Sheeran",6232275,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
129,RAPSTAR,"Polo G",6217233,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
130,"favorite crime","Olivia Rodrigo",6198690,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
131,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)","DJ Patrick Muniz",6180251,https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h
132,"double take",dhruv,6137282,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
133,"Smells Like Teen Spirit",Nirvana,6110275,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
134,"jealousy, jealousy","Olivia Rodrigo",6086832,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
135,Dandelions,"Ruth B.",6086565,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
136,Arcade,"Duncan Laurence",6084294,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
137,A-O-K,"Tai Verdes",6077807,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
138,"Have Mercy",Chlöe,6066197,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg
139,"Wildest Dreams (Taylor's Version)","Taylor Swift",6059907,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
140,Heather,"Conan Gray",6025927,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
141,Classic,MKTO,6020137,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
142,Shallow,"Lady Gaga",6005650,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
143,"Another Love","Tom Odell",5982435,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
144,"Revoada No Colchão","Zé Felipe",5913552,https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej
145,"Heartbreak Anniversary",Giveon,5910937,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
146,"Mon Amour - Remix",zzoilo,5898790,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
147,Loco,"Justin Quiles",5890139,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
148,"you broke me first","Tate McRae",5873812,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
149,Unfollow,Duki,5871053,https://open.spotify.com/track/6GsD646HrIDJJpzoY9T1Rt
150,Savage,aespa,5851121,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36
151,"Daddy Issues","The Neighbourhood",5848248,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
152,"Take Me To Church",Hozier,5831947,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
153,Infinity,"Jaymes Young",5819518,https://open.spotify.com/track/1SOClUWhOi8vHZYMz3GluK
154,"The Real Slim Shady",Eminem,5776144,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
155,"Say You Won't Let Go","James Arthur",5772645,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
156,"Counting Stars",OneRepublic,5763477,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
157,telepatía,"Kali Uchis",5732757,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
158,Señorita,"Shawn Mendes",5725170,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
159,Levitating,"Dua Lipa",5704737,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
160,"Bohemian Rhapsody - Remastered 2011",Queen,5698113,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
161,"Talking to the Moon","Bruno Mars",5689869,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
162,"The Nights",Avicii,5685802,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
163,Toxic,BoyWithUke,5684917,https://open.spotify.com/track/2kaNmAbqrtOf7Rdr3fnCWl
164,"Better Days (NEIKED x Mae Muller x Polo G)",NEIKED,5661991,https://open.spotify.com/track/6f5ExP43esnvdKPddwKXJH
165,LOCO,ITZY,5655180,https://open.spotify.com/track/59c0HrzmHfyQs6LgDw5cHe
166,"Undeniable (feat. X Ambassadors)",Kygo,5626846,https://open.spotify.com/track/71qB68guEJjbvtjlkZ8DF5
167,"Gangsta's Paradise",Coolio,5619659,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
168,"Mr. Brightside","The Killers",5597754,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
169,Memories,"Maroon 5",5594925,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
170,"Bala Love","Mc Anjim",5585273,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
171,Riptide,"Vance Joy",5572588,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
172,"we fell in love in october","girl in red",5545063,https://open.spotify.com/track/1BYZxKSf0aTxp8ZFoeyM3d
173,"She Knows (feat. Amber Coffman & Cults)","J. Cole",5532978,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
174,Santé,Stromae,5526277,https://open.spotify.com/track/3vXnuFnC5RhPGwsFi0ORcI
175,"All of Me","John Legend",5517260,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
176,"911 - Remix",Sech,5509572,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
177,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",5505823,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
178,"Sexo Virtual","Rauw Alejandro",5490096,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
179,"Without Me",Eminem,5463644,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
180,"No Role Modelz","J. Cole",5453088,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
181,"Higher Power",Coldplay,5451727,https://open.spotify.com/track/65OR4ywy8Cgs3FDHK82Idl
182,goosebumps,"Travis Scott",5438147,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
183,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",5402707,https://open.spotify.com/track/4yNoUQkYf1QF8iYlEzNynH
184,"Nota de Repúdio - Ao Vivo","Gusttavo Lima",5395294,https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6
185,"Every Breath You Take","The Police",5370651,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
186,"bad guy","Billie Eilish",5361073,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
187,"Venom - Music From The Motion Picture",Eminem,5338109,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
188,"Somebody That I Used To Know",Gotye,5332843,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
189,"Head & Heart (feat. MNEK)","Joel Corry",5312830,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
190,Sky,"Playboi Carti",5305201,https://open.spotify.com/track/29TPjc8wxfz4XMn21O7VsZ
191,"Livin It Up (with Post Malone & A$AP Rocky)","Young Thug",5302686,https://open.spotify.com/track/7zjEyeBsaw9gV0jofJLfOM
192,"Jocelyn Flores",XXXTENTACION,5284836,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
193,"Something Just Like This","The Chainsmokers",5278373,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
194,"7 rings","Ariana Grande",5229086,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
195,"Wake Me Up",Avicii,5216836,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
196,"Dreams - 2004 Remaster","Fleetwood Mac",5197725,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
197,Thunder,"Gabry Ponte",5197307,https://open.spotify.com/track/2USlegnFJLrVLpoVfPimKB
198,"Ela e Ela","Zé Neto & Cristiano",5169501,https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5
199,"WITHOUT YOU","The Kid LAROI",5162769,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
200,masquerade,"siouxxie sixxsta",5146386,https://open.spotify.com/track/64EA2RKyciBwCuVczLH6Ct
