,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
103,Believer,"Imagine Dragons",6930973,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
104,"Paradise (feat. Dermot Kennedy)",MEDUZA,6906531,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
105,"t r a n s p a r e n t s o u l feat. Travis Barker",WILLOW,6839936,https://open.spotify.com/track/1QL7nSDZCwZMnbisV4KOXt
106,"Another Love","Tom Odell",6828376,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
107,Aloha,Maluma,6826959,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
108,"Good Days",SZA,6818444,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
109,Heather,"Conan Gray",6738469,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
110,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6731905,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
111,"Follow You","Imagine Dragons",6687998,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
112,"Wasted Love (feat. Lagique)",Ofenbach,6652167,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
113,"Volta Bebê, Volta Neném","Dj Guuga",6599007,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
114,"SUN GOES DOWN","Lil Nas X",6576343,https://open.spotify.com/track/34eF4BoV8FPk0uhAAoqU7h
115,"Tell Em",Cochise,6538743,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
116,Señorita,"Shawn Mendes",6447520,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
117,"Last Train Home","John Mayer",6439718,https://open.spotify.com/track/1fzf9Aad4y1RWrmwosAK5y
118,"bad guy","Billie Eilish",6439092,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
119,"Our Song",Anne-Marie,6398150,https://open.spotify.com/track/5zqObw7wjBgL9TDiAymxPn
120,"WAP (feat. Megan Thee Stallion)","Cardi B",6367731,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
121,malibu,sangiovanni,6366857,https://open.spotify.com/track/01hEpx8jnOG4q7nDK14Rhi
122,Memories,"Maroon 5",6317457,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
123,"Shape of You","Ed Sheeran",6305553,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
124,goosebumps,"Travis Scott",6288381,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
125,Shallow,"Lady Gaga",6270855,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
126,"Voice of the Heroes","Lil Baby",6249801,https://open.spotify.com/track/3E3pb3qH11iny6TFDJvsg5
127,"Adore You","Harry Styles",6220839,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
128,"Take Me To Church",Hozier,6124942,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
129,"Iko Iko (My Bestie)","Justin Wellington",6117766,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
130,"Little Bit of Love","Tom Grennan",6112355,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
131,Whoopty,CJ,6097691,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
132,Hawái,Maluma,6079088,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
133,"Lucid Dreams","Juice WRLD",6072670,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
134,"0X1=LOVESONG (I Know I Love you)","TOMORROW X TOGETHER",6040553,https://open.spotify.com/track/3yTkoTuiKRGL2VAlQd7xsC
135,"Ella No Es Tuya - Remix","Rochy RD",6013073,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
136,"Breaking Me",Topic,5999482,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
137,"Bohemian Rhapsody - Remastered 2011",Queen,5985309,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
138,"What You Know Bout Love","Pop Smoke",5950285,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
139,Perfect,"Ed Sheeran",5927493,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
140,"Martin & Gina","Polo G",5915313,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
141,"Life Goes On",BTS,5889638,https://open.spotify.com/track/249gnXrbfmV8NG6jTEMSwD
142,"Therefore I Am","Billie Eilish",5831403,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
143,"death bed (coffee for your head)",Powfu,5824650,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
144,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",5821141,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
145,"My Head & My Heart","Ava Max",5804622,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
146,"The Nights",Avicii,5789861,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
147,Riptide,"Vance Joy",5787091,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
148,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",5781889,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
149,"Dreams - 2004 Remaster","Fleetwood Mac",5769723,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
150,"Prisoner (feat. Dua Lipa)","Miley Cyrus",5715307,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
151,"Wake Me Up",Avicii,5709779,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
152,"Say You Won't Let Go","James Arthur",5702319,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
153,Yellow,Coldplay,5689588,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
154,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",5687323,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
155,"TE MUDASTE","Bad Bunny",5679343,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
156,"Petrouchka (feat. PLK)","Soso Maness",5653180,https://open.spotify.com/track/03y045SZqaC94yfXl1cU4E
157,"a m a r i","J. Cole",5645966,https://open.spotify.com/track/2cnKST6T9qUo2i907lm8zX
158,"Counting Stars",OneRepublic,5630784,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
159,"Ride It",Regard,5607927,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
160,"Tipo Gin - Ao Vivo","MC Kevin o Chris",5598184,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
161,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",5566781,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
162,"NEVER LEFT","Lil Tecca",5552212,https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
163,"Smells Like Teen Spirit",Nirvana,5550802,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
164,"One Dance",Drake,5504219,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
165,"Every Breath You Take","The Police",5502137,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
166,"Daddy Issues","The Neighbourhood",5487158,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
167,"my ex's best friend (with blackbear)","Machine Gun Kelly",5481398,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
168,"GIRL LIKE ME","Black Eyed Peas",5477888,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
169,"Savage Love (Laxed - Siren Beat)","Jawsh 685",5469587,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
170,"Another One Bites The Dust - Remastered 2011",Queen,5437377,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
171,"Break My Heart","Dua Lipa",5436391,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
172,"All of Me","John Legend",5407789,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
173,"7 rings","Ariana Grande",5380441,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
174,"Solid (feat. Drake)","Young Stoner Life",5347781,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
175,"The Box","Roddy Ricch",5339758,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
176,"Mr. Brightside","The Killers",5326992,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
177,"Just the Way You Are","Bruno Mars",5319879,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
178,"GANG GANG (with Lil Wayne)","Polo G",5318599,https://open.spotify.com/track/4VW44pawoOHPUjlN7DX5vk
179,"The Real Slim Shady",Eminem,5304069,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
180,"La Nota","Manuel Turizo",5300884,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
181,Golden,"Harry Styles",5298893,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
182,"HIGHEST IN THE ROOM","Travis Scott",5255385,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
183,CORALINE,Måneskin,5241813,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY
184,Anyone,"Justin Bieber",5219252,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
185,"As the World Caves In","Matt Maltese",5215969,https://open.spotify.com/track/4JE6agBLHGA5TaF6FlqfBD
186,You,Regard,5214933,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
187,"Rain On Me (with Ariana Grande)","Lady Gaga",5204565,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
188,BICHOTA,"KAROL G",5201714,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
189,"The Hills","The Weeknd",5200990,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
190,"Laugh Now Cry Later (feat. Lil Durk)",Drake,5191719,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
191,"Do I Wanna Know?","Arctic Monkeys",5176531,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
192,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5174055,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
193,Loco,"Justin Quiles",5148029,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
194,Closer,"The Chainsmokers",5144423,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
195,"Slumber Party (feat. Princess Nokia)",Ashnikko,5113574,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
196,"Something Just Like This","The Chainsmokers",5098372,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
197,"No Role Modelz","J. Cole",5094640,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
198,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",5091435,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
199,"Jocelyn Flores",XXXTENTACION,5077308,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
200,"Higher Power",Coldplay,5076543,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct
