,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
54,"Volando - Remix",Mora,9421558,https://open.spotify.com/track/0G2zPzWqVjR68iNPmx2TBe
55,"Girls Want Girls (with Lil Baby)",Drake,9420735,https://open.spotify.com/track/37Nqx7iavZpotJSDXZWbJ3
56,"Watermelon Sugar","Harry Styles",9361991,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
57,"deja vu","Olivia Rodrigo",9207667,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
58,"Don't Go Yet","Camila Cabello",9175789,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
59,"The Feels",TWICE,9087727,https://open.spotify.com/track/6pgqZ7Iw4LfHlfgWWaRFSY
60,Hurricane,"Kanye West",8891266,https://open.spotify.com/track/6Hfu9sc7jvv6coyy2LlzBF
61,DÁKITI,"Bad Bunny",8804640,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
62,"Leave The Door Open","Bruno Mars",8599810,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
63,Ghost,"Justin Bieber",8584408,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
64,"family ties (with Kendrick Lamar)","Baby Keem",8457395,https://open.spotify.com/track/3QFInJAm9eyaho5vBzxInN
65,París,Ingratax,8343909,https://open.spotify.com/track/4bF2y8rR7GUjrd5LNEvej3
66,"Mood (feat. iann dior)",24kGoldn,8276633,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
67,"Dark Red","Steve Lacy",8186443,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
68,Dynamite,BTS,8178046,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
69,"Someone You Loved","Lewis Capaldi",8113283,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
70,happier,"Olivia Rodrigo",8100346,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
71,"Permission to Dance",BTS,8086410,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
72,"Coração Cachorro","Avine Vinny",7960076,https://open.spotify.com/track/2RGIuYTsyyHoOCqW0krvNE
73,"Love Tonight - Edit",Shouse,7954791,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
74,"Don't Start Now","Dua Lipa",7922790,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
75,"Last One Standing (feat. Polo G, Mozzy & Eminem) - From Venom: Let There Be Carnage","Skylar Grey",7860242,https://open.spotify.com/track/5W8HXMOMLtXLz0RGKUtnlZ
76,"edamame (feat. Rich Brian)",bbno$,7800896,https://open.spotify.com/track/5rW7qTn83sCKtqBoneJs63
77,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,7777801,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
78,Ateo,"C. Tangana",7673170,https://open.spotify.com/track/5xiAfKzE3mbxYbOkUZPR11
79,Freaks,"Surf Curse",7605172,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
80,"Happier Than Ever - Edit","Billie Eilish",7590159,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
81,"Entre Nosotros","Tiago PZK",7525762,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
82,"lovely (with Khalid)","Billie Eilish",7481175,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
83,"Love Again","Dua Lipa",7456576,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
84,"Arranhão - Ao Vivo","Henrique & Juliano",7332558,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
85,Miénteme,TINI,7254053,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
86,SEJODIOTO,"KAROL G",7221364,https://open.spotify.com/track/704LUEih663hiE3CnyUrFW
87,"The Business",Tiësto,7217393,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
88,"Flocky Flocky (feat. Travis Scott)","Don Toliver",7214677,https://open.spotify.com/track/25r6MZ4Gtd76l43qnZI1DG
89,Perfect,"Ed Sheeran",7188074,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
90,"Astronaut In The Ocean","Masked Wolf",7176392,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
91,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,7173314,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
92,"I GUESS I'M IN LOVE","Clinton Kane",7085333,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
93,"Ain't Shit","Doja Cat",7047477,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
94,"Una Nota","J Balvin",7027589,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA
95,"Tiroteo - Remix","Marc Seguí",7008117,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
96,"Like I Can","Sam Smith",6967899,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
97,"Jugaste y Sufrí","Eslabon Armado",6920049,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
98,"Save Your Tears","The Weeknd",6918362,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
99,"Wildest Dreams (Taylor's Version)","Taylor Swift",6909723,https://open.spotify.com/track/1Ov37jtRQ2YNAe8HzfczkL
100,"Pareja Del Año","Sebastian Yatra",6882440,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
101,"...And to Those I Love, Thanks for Sticking Around",$uicideboy$,6849666,https://open.spotify.com/track/30QR0ndUdiiMQMA9g1PGCm
102,Believer,"Imagine Dragons",6826625,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
103,"Before You Go","Lewis Capaldi",6719898,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
104,"Dance Monkey","Tones And I",6611824,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
105,"favorite crime","Olivia Rodrigo",6592166,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
106,"Está Dañada","Ivan Cornejo",6590123,https://open.spotify.com/track/6G2xXQRSZlEzYsUEb3uvuR
107,"jealousy, jealousy","Olivia Rodrigo",6553692,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
108,"Rolling in the Deep",Adele,6539675,https://open.spotify.com/track/6IAZHEBUIGJ6NJKxxOBIEr
109,positions,"Ariana Grande",6478316,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
110,RAPSTAR,"Polo G",6456955,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
111,"Chosen (feat. Ty Dolla $ign)",Blxst,6425431,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
112,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6421192,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
113,"Shape of You","Ed Sheeran",6389365,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
114,Circles,"Post Malone",6386847,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
115,"Revoada No Colchão","Zé Felipe",6329207,https://open.spotify.com/track/4kGdnA7FzSVsXC29LPghej
116,"Someone Like You",Adele,6303111,https://open.spotify.com/track/5lkpeJwmQKgY3bX2zChjxX
117,LOCO,ITZY,6285312,https://open.spotify.com/track/59c0HrzmHfyQs6LgDw5cHe
118,Savage,aespa,6283477,https://open.spotify.com/track/3dbLT62Cvs46Ju7a8gpr36
119,Yellow,Coldplay,6268916,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
120,"Have Mercy",Chlöe,6253038,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg
121,"Heartbreak Anniversary",Giveon,6189796,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
122,Loco,"Justin Quiles",6185741,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
123,"Mon Amour - Remix",zzoilo,6177188,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
124,"Red Eye (feat. TroyBoi)","Justin Bieber",6146177,https://open.spotify.com/track/24OeEKPQ8qqNZnPevRHxUT
125,"Praise God","Kanye West",6124036,https://open.spotify.com/track/0WSEq9Ko4kFPt8yo3ICd6T
126,Arcade,"Duncan Laurence",6122064,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
127,A-O-K,"Tai Verdes",6119986,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
128,"double take",dhruv,6116913,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
129,Heather,"Conan Gray",6098450,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
130,"Smells Like Teen Spirit",Nirvana,6092167,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
131,"911 - Remix",Sech,6036719,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
132,"When We Were Young",Adele,6019525,https://open.spotify.com/track/6O5TrlFWTYvznd9fMC0VvU
133,"Bala Love","Mc Anjim",5998113,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
134,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",5990357,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
135,"Daddy Issues","The Neighbourhood",5973301,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
136,"Nota de Repúdio - Ao Vivo","Gusttavo Lima",5971864,https://open.spotify.com/track/3agFBAMPiIvzfTh7a9Udm6
137,Classic,MKTO,5938194,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
138,telepatía,"Kali Uchis",5919234,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
139,"You Right","Doja Cat",5882563,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
140,"you broke me first","Tate McRae",5881450,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
141,Levitating,"Dua Lipa",5878859,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
142,"Another Love","Tom Odell",5871220,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
143,"The Real Slim Shady",Eminem,5834435,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
144,Señorita,"Shawn Mendes",5823982,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
145,"Ela e Ela","Zé Neto & Cristiano",5796563,https://open.spotify.com/track/7pvrsbBKUQI2QmA74WCJa5
146,Dandelions,"Ruth B.",5791864,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
147,"Counting Stars",OneRepublic,5784431,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
148,"Bohemian Rhapsody - Remastered 2011",Queen,5762819,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
149,"Talking to the Moon","Bruno Mars",5754847,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
150,"She Knows (feat. Amber Coffman & Cults)","J. Cole",5735821,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
151,"The Nights",Avicii,5732189,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
152,"Take Me To Church",Hozier,5729170,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
153,"Mr. Brightside","The Killers",5672755,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
154,"Say You Won't Let Go","James Arthur",5649779,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
155,Shallow,"Lady Gaga",5645620,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
156,"we fell in love in october","girl in red",5643048,https://open.spotify.com/track/1BYZxKSf0aTxp8ZFoeyM3d
157,"Love In The Dark",Adele,5636909,https://open.spotify.com/track/0DuWDLjriRPjDRoPgaCslY
158,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",5626548,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
159,"Gangsta's Paradise",Coolio,5611184,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
160,"Sexo Virtual","Rauw Alejandro",5610954,https://open.spotify.com/track/0giiXonRhODYy4J1iy4Lb3
161,Memories,"Maroon 5",5601866,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
162,Riptide,"Vance Joy",5574962,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
163,"Meu Pedaço de Pecado","João Gomes",5540382,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
164,goosebumps,"Travis Scott",5516988,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
165,"No Role Modelz","J. Cole",5515010,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
166,"Head & Heart (feat. MNEK)","Joel Corry",5485952,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
167,"Hold On","Justin Bieber",5465621,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
168,"WITHOUT YOU","The Kid LAROI",5433573,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
169,"Every Breath You Take","The Police",5433208,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
170,"Without Me",Eminem,5392381,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
171,"bad guy","Billie Eilish",5392156,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
172,"A La Antigüita","Calibre 50",5359190,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
173,"All of Me","John Legend",5328588,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
174,"Poblado - Remix","J Balvin",5322111,https://open.spotify.com/track/2K1CQMoG2Dy5nmeOYnhoi8
175,"7 rings","Ariana Grande",5309688,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
176,"Jocelyn Flores",XXXTENTACION,5301883,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
177,"Dreams - 2004 Remaster","Fleetwood Mac",5296972,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
178,"Wake Me Up",Avicii,5278000,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
179,"El Incomprendido",Farruko,5263686,https://open.spotify.com/track/2mL37yB3f3Lfy4iiXV02Qf
180,Acapulco,"Jason Derulo",5204608,https://open.spotify.com/track/3eJH2nAjvNXdmPfBkALiPZ
181,"Somebody That I Used To Know",Gotye,5194834,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
182,"Roses - Imanbek Remix","SAINt JHN",5188603,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
183,"Set Fire to the Rain",Adele,5185016,https://open.spotify.com/track/7j4OmvkjRz0PrjFADlHfQx
184,"Who Want Smoke?? (feat. G Herbo, Lil Durk & 21 Savage)","Nardo Wick",5178362,https://open.spotify.com/track/4yNoUQkYf1QF8iYlEzNynH
185,Moon,"Kanye West",5141825,https://open.spotify.com/track/7CC6UbCs4iGsePSzFxYxNn
186,"Adore You","Harry Styles",5136182,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
187,"Lucid Dreams","Juice WRLD",5131439,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
188,"ALMAS GEMELAS","Myke Towers",5128604,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
189,"Goosebumps - Remix","Travis Scott",5127519,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
190,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",5114454,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
191,"Você Beberia Ou Não Beberia?","Zé Neto & Cristiano",5091987,https://open.spotify.com/track/2ixi9HWJw5lnLDmRMsiCS5
192,"Blank Space","Taylor Swift",5085339,https://open.spotify.com/track/1u8c2t2Cy7UBoG4ArRcF5g
193,"I Love You So","The Walters",5084205,https://open.spotify.com/track/1175r6ZmkUjX8dRJLz9Ohk
194,Run,OneRepublic,5071747,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
195,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi",5061933,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY
196,"Trava na Pose, Chama no Zoom, Dá um Close (feat. Mc Rennan)","DJ Patrick Muniz",5056578,https://open.spotify.com/track/0DsPj89zlY3Us7xb5cXK5h
197,Linda,Tokischa,5047182,https://open.spotify.com/track/1ahCrpeTt94LL7y1aXw0Y8
198,"Ptazeta: Bzrp Music Sessions, Vol. 45",Bizarrap,5035827,https://open.spotify.com/track/4axxCbc4tWlpqHP5UbJMc3
199,WFM,RealestK,5019475,https://open.spotify.com/track/18ddJHQ7CUzNBiy55L0Xjj
200,"Botella Tras Botella","Gera MX",5018867,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
