,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
62,Poblado,Crissin,9967160,https://open.spotify.com/track/7xT1n5JKpB0bMPh6FL589e
63,911,Sech,9650547,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
64,Miénteme,TINI,9594639,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
65,"LA NOCHE DE ANOCHE","Bad Bunny",9553702,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
66,"Talking to the Moon","Bruno Mars",9513468,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
67,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",9348252,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
68,"Head & Heart (feat. MNEK)","Joel Corry",9085814,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
69,"Wants and Needs (feat. Lil Baby)",Drake,8835588,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
70,"Sal y Perrea",Sech,8789571,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
71,"GANG GANG (with Lil Wayne)","Polo G",8707898,https://open.spotify.com/track/4VW44pawoOHPUjlN7DX5vk
72,"Sweater Weather","The Neighbourhood",8691634,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
73,"We're Good","Dua Lipa",8665649,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
74,"I WANNA BE YOUR SLAVE",Måneskin,8604119,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
75,"Dick (feat. Doja Cat)",StarBoi3,8595138,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
76,512,Mora,8480681,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
77,positions,"Ariana Grande",8461617,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
78,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",8350644,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
79,Levitating,"Dua Lipa",8328585,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
80,"Dance Monkey","Tones And I",8293358,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
81,malibu,sangiovanni,8108340,https://open.spotify.com/track/01hEpx8jnOG4q7nDK14Rhi
82,"Calling My Phone","Lil Tjay",8101669,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
83,"Cover Me In Sunshine",P!nk,8067553,https://open.spotify.com/track/0UKUfxIkDAMZz7hMdiVX3m
84,"Best Friend (feat. Doja Cat)",Saweetie,8061006,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
85,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,8025826,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
86,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,8007592,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
87,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",7941804,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
88,Bipolar,"Mc Davi",7908879,https://open.spotify.com/track/0qxLQ6opocOGyFnlXqJ53x
89,"Hecha Pa' Mi",Boza,7906243,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
90,"i n t e r l u d e","J. Cole",7880155,https://open.spotify.com/track/08LwMWf5Tcfsd752EPzFV0
91,"you broke me first","Tate McRae",7627698,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
92,"Roses - Imanbek Remix","SAINt JHN",7609115,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
93,"Another Love","Tom Odell",7462027,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
94,34+35,"Ariana Grande",7452937,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
95,"Butter (Instrumental)",BTS,7450126,https://open.spotify.com/track/1e0Wxoraz9IzFhREDqgJAe
96,"lovely (with Khalid)","Billie Eilish",7412147,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
97,"Paradise (feat. Dermot Kennedy)",MEDUZA,7392933,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
98,"Before You Go","Lewis Capaldi",7334988,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
99,Run,OneRepublic,7243323,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
100,"Our Song",Anne-Marie,7219132,https://open.spotify.com/track/5zqObw7wjBgL9TDiAymxPn
101,"Film out",BTS,7198095,https://open.spotify.com/track/3UHPGOkUcE4hE7sqBF4Snt
102,"Good Days",SZA,7122635,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
103,Circles,"Post Malone",7077309,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
104,Heather,"Conan Gray",7038173,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
105,Reloj,"Rauw Alejandro",6973524,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
106,Voilà,"Barbara Pravi",6935400,https://open.spotify.com/track/1uAOCTevGnyKIDbgZdOCnE
107,"Higher Power",Coldplay,6842242,https://open.spotify.com/track/0939D7aT18uBDS2MTjWzct
108,"Volta Bebê, Volta Neném","Dj Guuga",6817931,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
109,"WAP (feat. Megan Thee Stallion)","Cardi B",6793474,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
110,"Wasted Love (feat. Lagique)",Ofenbach,6779523,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
111,Freaks,"Surf Curse",6691688,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
112,goosebumps,"Travis Scott",6677619,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
113,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6670427,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
114,Believer,"Imagine Dragons",6665283,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
115,"Ella No Es Tuya - Remix","Rochy RD",6654093,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
116,Aloha,Maluma,6640596,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
117,"Shy Away","Twenty One Pilots",6634722,https://open.spotify.com/track/2nG54Y4a3sH9YpfxMolOyi
118,Saturday,"Twenty One Pilots",6628638,https://open.spotify.com/track/60dwJ8dnqZ4WrIdiu7LkNR
119,"My Head & My Heart","Ava Max",6620730,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
120,"Boy With Luv (feat. Halsey)",BTS,6481254,https://open.spotify.com/track/5KawlOMHjWeUjQtnuRs22c
121,Shallow,"Lady Gaga",6473903,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
122,Memories,"Maroon 5",6472899,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
123,Whoopty,CJ,6456099,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
124,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",6445297,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
125,"bad guy","Billie Eilish",6421662,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
126,"Martin & Gina","Polo G",6400141,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
127,"Shape of You","Ed Sheeran",6344434,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
128,"9 5 . s o u t h","J. Cole",6333126,https://open.spotify.com/track/5R691ipUYRDYW6ehapjoj6
129,"Follow You","Imagine Dragons",6329818,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
130,"Tipo Gin - Ao Vivo","MC Kevin o Chris",6329047,https://open.spotify.com/track/4llr8mcoauwrHBtjGb7F9S
131,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",6309094,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
132,"What You Know Bout Love","Pop Smoke",6302415,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
133,"Seeing Green (with Drake & Lil Wayne)","Nicki Minaj",6299936,https://open.spotify.com/track/1TZv3bujNaYz646eezRE91
134,"Dark Side","Blind Channel",6277641,https://open.spotify.com/track/6A8B1kJ9ZNHbl2uFPN6Wtm
135,Señorita,"Shawn Mendes",6243539,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
136,"Lucid Dreams","Juice WRLD",6242425,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
137,SHUM,Go_A,6237019,https://open.spotify.com/track/7mEDVrAHDnQJStDo8jKJJm
138,Hawái,Maluma,6187094,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
139,"Take Me To Church",Hozier,6131452,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
140,"Adore You","Harry Styles",6122546,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
141,"NEVER LEFT","Lil Tecca",6117264,https://open.spotify.com/track/21UkXrc9kD48rNpTMI2ecz
142,"Bohemian Rhapsody - Remastered 2011",Queen,6026951,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
143,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",6010415,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
144,"death bed (coffee for your head)",Powfu,5988681,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
145,Perfect,"Ed Sheeran",5954368,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
146,Anyone,"Justin Bieber",5908433,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
147,"Dreams - 2004 Remaster","Fleetwood Mac",5886351,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
148,"Ram Pam Pam","Natti Natasha",5885132,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
149,"Say You Won't Let Go","James Arthur",5884564,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
150,"Solid (feat. Drake)","Young Stoner Life",5883676,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
151,"Prisoner (feat. Dua Lipa)","Miley Cyrus",5864896,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
152,"Breaking Me",Topic,5851145,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
153,"Little Bit of Love","Tom Grennan",5812972,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
154,"Therefore I Am","Billie Eilish",5794278,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
155,Yellow,Coldplay,5770150,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
156,"In the morning",ITZY,5738325,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
157,"The Nights",Avicii,5705633,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
158,"Slumber Party (feat. Princess Nokia)",Ashnikko,5698470,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
159,"No Role Modelz","J. Cole",5696260,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
160,"GIRL LIKE ME","Black Eyed Peas",5691863,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
161,"Wake Me Up",Avicii,5612379,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
162,"Just the Way You Are","Bruno Mars",5606223,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
163,BICHOTA,"KAROL G",5586164,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
164,Straightenin,Migos,5563123,https://open.spotify.com/track/3X2r2CnHOJeV5YekPTgBnK
165,"Every Breath You Take","The Police",5556578,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
166,"All of Me","John Legend",5521575,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
167,"Another One Bites The Dust - Remastered 2011",Queen,5512568,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
168,"Liberdade (Quando o Grave Bate Forte)",Alok,5506451,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
169,"Daddy Issues","The Neighbourhood",5504785,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
170,"One Dance",Drake,5502442,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
171,"Holy (feat. Chance The Rapper)","Justin Bieber",5479786,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
172,"The Box","Roddy Ricch",5476949,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
173,"my ex's best friend (with blackbear)","Machine Gun Kelly",5475696,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
174,"Ride It",Regard,5459610,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
175,"HIGHEST IN THE ROOM","Travis Scott",5447583,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
176,"Savage Love (Laxed - Siren Beat)","Jawsh 685",5443153,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
177,Riptide,"Vance Joy",5440640,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
178,"7 rings","Ariana Grande",5435985,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
179,"l e t . g o . m y . h a n d (with Bas & 6LACK)","J. Cole",5393643,https://open.spotify.com/track/0GAyuCo975IHGxxiLKDufB
180,"Laugh Now Cry Later (feat. Lil Durk)",Drake,5369091,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
181,"Break My Heart","Dua Lipa",5366339,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
182,"Disco Arranhado - Funk Remix",Malu,5337390,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
183,"What’s Next",Drake,5335112,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
184,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",5314983,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
185,"Smells Like Teen Spirit",Nirvana,5306318,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
186,"Ramen & OJ","Joyner Lucas",5282702,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
187,"La Nota","Manuel Turizo",5269219,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
188,"Cloud 9","Beach Bunny",5252767,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
189,"The Real Slim Shady",Eminem,5245674,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
190,"Counting Stars",OneRepublic,5240849,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
191,"Jocelyn Flores",XXXTENTACION,5211024,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
192,"TE MUDASTE","Bad Bunny",5198791,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
193,"Do I Wanna Know?","Arctic Monkeys",5198757,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
194,"The Hills","The Weeknd",5196807,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
195,"Tout l'univers","Gjon's Tears",5174437,https://open.spotify.com/track/3MvY2XbGYFi6p2dgmdcOYG
196,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",5174298,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
197,Closer,"The Chainsmokers",5172484,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
198,Mask,Dream,5156496,https://open.spotify.com/track/3IxMaULfjq4IT2IN6v54PB
199,"10 Years","Daði Freyr",5152139,https://open.spotify.com/track/4O0LQKVT6hGmVGNwizmydg
200,Choker,"Twenty One Pilots",5150176,https://open.spotify.com/track/732E6ibFkQR5lNIPEeiEnx
