,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
41,"deja vu","Olivia Rodrigo",11239468,https://open.spotify.com/track/6HU7h9RYOaPRFeh0R3UeAr
42,"AM Remix","Nio Garcia",11223289,https://open.spotify.com/track/05bfbizlM5AX6Mf1RRyMho
43,Cúrame,"Rauw Alejandro",10920030,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
44,"Don't Be Shy",Tiësto,10784250,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
45,Butter,BTS,10746280,https://open.spotify.com/track/2bgTY4UwhfBYhGT4HUYStN
46,Sobrio,Maluma,10575749,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
47,"Meet Me At Our Spot","THE ANXIETY",10568134,https://open.spotify.com/track/07MDkzWARZaLEdKxo6yArG
48,Moon,"Kanye West",10483865,https://open.spotify.com/track/2Rd4eJ4KwXQQn2sMSToyUM
49,"Ley Seca","Jhay Cortez",10423194,https://open.spotify.com/track/3JCaq3KDSROg3TXhdiDa9n
50,"Una Nota","J Balvin",10060200,https://open.spotify.com/track/7iqOIHHEmu6Vhw25GgQ2eA
51,"No Friends In The Industry",Drake,10034595,https://open.spotify.com/track/2tUL6dZf1mywCj5WvCPZw6
52,"Entre Nosotros","Tiago PZK",10033710,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
53,"Watermelon Sugar","Harry Styles",9959249,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
54,"Off The Grid","Kanye West",9867544,https://open.spotify.com/track/2gbMPBrBVj3CuNTLp2dHYs
55,MONEY,LISA,9574461,https://open.spotify.com/track/7hU3IHwjX150XLoTVmjD0q
56,"Leave The Door Open","Bruno Mars",9556410,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
57,"Don't Go Yet","Camila Cabello",9494671,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
58,"Like I Can","Sam Smith",9402105,https://open.spotify.com/track/0mJBiaODgK0XjOLCN5fItq
59,happier,"Olivia Rodrigo",9335437,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
60,DÁKITI,"Bad Bunny",9212447,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
61,TSU,Drake,9123400,https://open.spotify.com/track/4s7QLoImIwmPi9L6dq1nVW
62,"Love Tonight - Edit",Shouse,9105727,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
63,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",9098393,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
64,"Permission to Dance",BTS,9059053,https://open.spotify.com/track/5eXBXreN3d1zdj6Sa8dS0u
65,"Mood (feat. iann dior)",24kGoldn,9054989,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
66,"Dark Red","Steve Lacy",8930762,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
67,"Ain't Shit","Doja Cat",8916313,https://open.spotify.com/track/5lAnYvAIkSDNXqfo7DyFUm
68,"Sweater Weather","The Neighbourhood",8791698,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
69,Miénteme,TINI,8661757,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
70,"Pareja Del Año","Sebastian Yatra",8659515,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
71,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,8652845,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
72,"Papi’s Home",Drake,8522529,https://open.spotify.com/track/6jy9yJfgCsMHdu2Oz4BGKX
73,Freaks,"Surf Curse",8495021,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
74,Dynamite,BTS,8494434,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
75,"Tiroteo - Remix","Marc Seguí",8465865,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
76,"Someone You Loved","Lewis Capaldi",8329722,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
77,"I GUESS I'M IN LOVE","Clinton Kane",8314437,https://open.spotify.com/track/1is8gU4RVcN4J8xItxWoOY
78,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,8298712,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
79,"Astronaut In The Ocean","Masked Wolf",8259911,https://open.spotify.com/track/6E90gq0KO6FYZVOXx8kCcC
80,"Don't Start Now","Dua Lipa",8202435,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
81,"911 - Remix",Sech,8155094,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
82,"jealousy, jealousy","Olivia Rodrigo",8077632,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
83,"Where Are You Now","Lost Frequencies",8064157,https://open.spotify.com/track/3uUuGVFu1V7jTQL60S1r8z
84,"In The Bible (with Lil Durk & Giveon)",Drake,8039670,https://open.spotify.com/track/61S79KIVA4I9FXbnsylEHT
85,"Love All (with JAY-Z)",Drake,8007543,https://open.spotify.com/track/4VCbgIdr8ptegWeJpqLVHH
86,"Love Again","Dua Lipa",8006303,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
87,"Summer of Love (Shawn Mendes & Tainy)","Shawn Mendes",8004957,https://open.spotify.com/track/0z8hI3OPS8ADPWtoCjjLl6
88,"The Business",Tiësto,7804531,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
89,"favorite crime","Olivia Rodrigo",7716236,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
90,Loco,"Justin Quiles",7664269,https://open.spotify.com/track/6b2HYgqcK9mvktt4GxAu72
91,"N 2 Deep",Drake,7553884,https://open.spotify.com/track/34D6FJysnQioVingDKufuf
92,"Save Your Tears","The Weeknd",7510269,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
93,"Chosen (feat. Ty Dolla $ign)",Blxst,7506959,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
94,"Poblado - Remix","J Balvin",7486880,https://open.spotify.com/track/2K1CQMoG2Dy5nmeOYnhoi8
95,"double take",dhruv,7393139,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
96,"edamame (feat. Rich Brian)",bbno$,7337211,https://open.spotify.com/track/1uMHCAyGmHqyygoNRuo7MV
97,RAPSTAR,"Polo G",7335785,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
98,Jail,"Kanye West",7290622,https://open.spotify.com/track/42ZrMq4BKsWDrrbMnMRYaK
99,"Arranhão - Ao Vivo","Henrique & Juliano",7057115,https://open.spotify.com/track/4u06FbRh6FvV2FQZkouzCw
100,"Heartbreak Anniversary",Giveon,7005873,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
101,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi",6966457,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY
102,Believer,"Imagine Dragons",6952543,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
103,"lovely (with Khalid)","Billie Eilish",6914740,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
104,Perfect,"Ed Sheeran",6881233,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
105,"Before You Go","Lewis Capaldi",6854130,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
106,positions,"Ariana Grande",6842222,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
107,Nostálgico,Rvssian,6827051,https://open.spotify.com/track/2BEcap3xJtmiPaHKyfQi4e
108,"Meu Pedaço de Pecado","João Gomes",6821787,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
109,"Dance Monkey","Tones And I",6808681,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
110,Circles,"Post Malone",6802792,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
111,Run,OneRepublic,6789965,https://open.spotify.com/track/6KL88T4Ma4ABXqzgUoEwkd
112,"Butter (Megan Thee Stallion Remix)",BTS,6764457,https://open.spotify.com/track/3JR0ducCexKbeK47g6AHm5
113,Arcade,"Duncan Laurence",6629131,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
114,"range brothers (with Kendrick Lamar)","Baby Keem",6609971,https://open.spotify.com/track/0UTyLmkQgPOEIz95OVAJTR
115,"Chega E Senta - Ao Vivo","John Amplificado",6521903,https://open.spotify.com/track/2ookQf9qP2qiBuNFnNXyfl
116,"You Right","Doja Cat",6505182,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
117,"Quer Voar",Matuê,6486642,https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz
118,telepatía,"Kali Uchis",6475476,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
119,A-O-K,"Tai Verdes",6462929,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
120,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6448362,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
121,"Wow Wow (feat. Becky G)","Maria Becerra",6435858,https://open.spotify.com/track/4Yip3hds5IHyT7AqoNHfmX
122,"Pipe Down",Drake,6333718,https://open.spotify.com/track/11pEKMLmavDu8fxOB5QjbQ
123,"Jugaste y Sufrí","Eslabon Armado",6312982,https://open.spotify.com/track/3NqBxTOMCJ3zW9CIP51td4
124,"Shape of You","Ed Sheeran",6310216,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
125,"WITHOUT YOU","The Kid LAROI",6306718,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
126,"ALMAS GEMELAS","Myke Towers",6303244,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
127,Levitating,"Dua Lipa",6268894,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
128,"Happier Than Ever - Edit","Billie Eilish",6259285,https://open.spotify.com/track/32BeYxKPrig1LefHsC0Xuo
129,"Ranjha (From ""Shershaah"")","Jasleen Royal",6254534,https://open.spotify.com/track/72zHuDxFQTjbL51qJQSA7j
130,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",6254413,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
131,"Have Mercy",Chlöe,6247305,https://open.spotify.com/track/5SixeLvPsYpk7qq9lo5xYg
132,"Smells Like Teen Spirit",Nirvana,6138420,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
133,"Botella Tras Botella","Gera MX",6116311,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
134,Heather,"Conan Gray",6087940,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
135,brutal,"Olivia Rodrigo",6058526,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
136,2CB,"RAF Camora",6055602,https://open.spotify.com/track/2r9gIpt17PhZv0y2nCpFHC
137,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,6040731,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
138,"Bala Love","Mc Anjim",6036598,https://open.spotify.com/track/48Ll1C6qAnP2UjnopQDh4a
139,Señorita,"Shawn Mendes",6025235,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
140,Loverboy,A-Wall,6017085,https://open.spotify.com/track/0qXP5fMhxGzxALOkXYUxfP
141,"Você Beberia Ou Não Beberia?","Zé Neto & Cristiano",6016274,https://open.spotify.com/track/4P7IXYPAkinTdZrBF5bGWp
142,"Head & Heart (feat. MNEK)","Joel Corry",6008844,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
143,"you broke me first","Tate McRae",5997232,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
144,"Gangsta's Paradise",Coolio,5996779,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
145,"Obsessed With You","Central Cee",5980474,https://open.spotify.com/track/4PYfFHKfjYz6dwAtZhBy1z
146,"Daddy Issues","The Neighbourhood",5963043,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
147,"Wants and Needs (feat. Lil Baby)",Drake,5902579,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
148,"Here's Your Perfect","Jamie Miller",5888838,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
149,2/Catorce,"Rauw Alejandro",5886748,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
150,"Bohemian Rhapsody - Remastered 2011",Queen,5886479,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
151,"Fountains (with Tems)",Drake,5885848,https://open.spotify.com/track/08XWh5c0BMyD1nKVxxl91z
152,"Rumors (feat. Cardi B)",Lizzo,5879656,https://open.spotify.com/track/6KgtcmCF9Ky68XC7ezxl3s
153,"A La Antigüita","Calibre 50",5862405,https://open.spotify.com/track/798ahLNEcoFER7Vywg1FMT
154,"Talking to the Moon","Bruno Mars",5818652,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
155,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",5806510,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
156,"Goosebumps - Remix","Travis Scott",5802977,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
157,"The Nights",Avicii,5783422,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
158,"IMY2 (with Kid Cudi)",Drake,5771408,https://open.spotify.com/track/7F9cT6hIRhnFCYP6GKS0tf
159,"Another Love","Tom Odell",5744049,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
160,"Counting Stars",OneRepublic,5723039,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
161,Rolê,"Tarcísio do Acordeon",5713536,https://open.spotify.com/track/25141FAgU1OmwoC9W2i5E3
162,"7am On Bridle Path",Drake,5693268,https://open.spotify.com/track/42m3eP1JJhtzffal9B136J
163,Shallow,"Lady Gaga",5683088,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
164,goosebumps,"Travis Scott",5682183,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
165,Memories,"Maroon 5",5678164,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
166,"Race My Mind",Drake,5676743,https://open.spotify.com/track/2Q3jFbyE61mCjS3SkW4toJ
167,Yellow,Coldplay,5674909,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
168,"love nwantiti (feat. ElGrande Toto) - North African Remix",CKay,5667385,https://open.spotify.com/track/1EYeZGTMCjV7uVey5fNWXM
169,"Mon Amour - Remix",zzoilo,5663458,https://open.spotify.com/track/5TMLavqGRKNxgzMBrVpC9R
170,"Praise God","Kanye West",5658179,https://open.spotify.com/track/0Zm7NKJgoKY6ZWwtoEUILK
171,Dandelions,"Ruth B.",5633120,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
172,Riptide,"Vance Joy",5627698,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
173,"love nwantiti (ah ah ah)",CKay,5619053,https://open.spotify.com/track/2Xr1dTzJee307rmrkt8c0g
174,"Say You Won't Let Go","James Arthur",5609629,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
175,"Ela e Ela","Zé Neto & Cristiano",5605816,https://open.spotify.com/track/5Yu1AOnIzC1tWRJ4U0uW7u
176,"Take Me To Church",Hozier,5556773,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
177,"Your Love (9PM)",ATB,5551341,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
178,"The Real Slim Shady",Eminem,5536712,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
179,MORENA,"Luan Santana",5526898,https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd
180,"7 rings","Ariana Grande",5525535,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
181,"Roses - Imanbek Remix","SAINt JHN",5525427,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
182,"Wake Me Up",Avicii,5510213,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
183,"Every Breath You Take","The Police",5476455,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
184,Rasputin,Majestic,5447371,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
185,"Fiel - Remix",Wisin,5445808,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
186,"Hold On","Justin Bieber",5439098,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
187,"EL MAKINON","KAROL G",5395263,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
188,"Fancy Like","Walker Hayes",5371072,https://open.spotify.com/track/0lnpnsrVaW9elGgRxpDCgE
189,"Motley Crew","Post Malone",5357724,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
190,Hawái,Maluma,5354121,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
191,"Never Going Home",Kungs,5351049,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
192,INFERNO,"Sub Urban",5343959,https://open.spotify.com/track/7aonAWn0J0AJ47ZU9WHCXC
193,"Jocelyn Flores",XXXTENTACION,5338308,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
194,"Dreams - 2004 Remaster","Fleetwood Mac",5322838,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
195,"She Knows (feat. Amber Coffman & Cults)","J. Cole",5310723,https://open.spotify.com/track/0Fs9cdPDhptWEDJmiCbkEW
196,"bad guy","Billie Eilish",5310598,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
197,"No Role Modelz","J. Cole",5297116,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
198,"Visiting Hours","Ed Sheeran",5292027,https://open.spotify.com/track/44V6EzbUSYgyfsNiP0FrlA
199,"All of Me","John Legend",5276238,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
200,Fiel,"Los Legendarios",5272783,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
