,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
36,"911 - Remix",Sech,12219682,https://open.spotify.com/track/27RSJHEA99Y0Vsow7nA37A
37,happier,"Olivia Rodrigo",12134584,https://open.spotify.com/track/2tGvwE8GcFKwNdAXMnlbfl
38,"Entre Nosotros","Tiago PZK",12115078,https://open.spotify.com/track/6w8yBI2vthyN9UnwO4UBWb
39,Cúrame,"Rauw Alejandro",11793003,https://open.spotify.com/track/3PwRuzdphgedcWVUOVYJ7I
40,"Astronaut In The Ocean","Masked Wolf",11401517,https://open.spotify.com/track/0BGwAKW4u8kWOhWFflZxfl
41,Sobrio,Maluma,11319015,https://open.spotify.com/track/4HzqWEdAbzcVFDv0pvxV4w
42,"Don't Go Yet","Camila Cabello",11214123,https://open.spotify.com/track/1058fW9H3fZA6QjYCdOBad
43,"Watermelon Sugar","Harry Styles",11178035,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
44,"Love Tonight - Edit",Shouse,11070956,https://open.spotify.com/track/6OufwUcCqo81guU2jAlDVP
45,DÁKITI,"Bad Bunny",10843426,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
46,Miénteme,TINI,10792135,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
47,"jealousy, jealousy","Olivia Rodrigo",10616026,https://open.spotify.com/track/0MMyJUC3WNnFS1lit5pTjk
48,"Pareja Del Año","Sebastian Yatra",10409309,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
49,"Tiroteo - Remix","Marc Seguí",10213958,https://open.spotify.com/track/4OwhwvKESFtuu06dTgct7i
50,"favorite crime","Olivia Rodrigo",10009977,https://open.spotify.com/track/5JCoSi02qi3jJeHdZXMmR8
51,RAPSTAR,"Polo G",9662290,https://open.spotify.com/track/18vXApRmJSgQ6wG2ll9AOg
52,"Poblado - Remix","J Balvin",9616175,https://open.spotify.com/track/1WedZeiezCmCEOzLwhx0hV
53,"In Da Getto","J Balvin",9579580,https://open.spotify.com/track/63aj87TQG6F3RVO5nbG2VQ
54,"Mood (feat. iann dior)",24kGoldn,9564209,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
55,Freaks,"Surf Curse",9545491,https://open.spotify.com/track/7EkWXAI1wn8Ii883ecd9xr
56,"The Business",Tiësto,9490063,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
57,Dynamite,BTS,9456463,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
58,"Motley Crew","Post Malone",9067081,https://open.spotify.com/track/40uMIn2zJLAQhNXghRjBed
59,Loco,"Justin Quiles",9050422,https://open.spotify.com/track/6PDlkWmrq2ZKiUuFt2aQsH
60,"Heartbreak Anthem (with David Guetta & Little Mix)",Galantis,8970494,https://open.spotify.com/track/5K6Ssv4Z3zRvxt0P6EKUAP
61,"Leave Before You Love Me (with Jonas Brothers)",Marshmello,8876617,https://open.spotify.com/track/4qu63nuBpdn0qHUHuObEj1
62,"Get Into It (Yuh)","Doja Cat",8728507,https://open.spotify.com/track/0W6I02J9xcqK8MtSeosEXb
63,"Save Your Tears","The Weeknd",8559362,https://open.spotify.com/track/5QO79kh1waicV47BqGRL3g
64,"Don't Start Now","Dua Lipa",8557983,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
65,"double take",dhruv,8463711,https://open.spotify.com/track/2CVChktEKBsM6v4IfdFU5k
66,"Sweater Weather","The Neighbourhood",8462724,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
67,"Meu Pedaço de Pecado","João Gomes",8388223,https://open.spotify.com/track/2kJRlOyrxsy7Ot3c5TZ8Q6
68,"Someone You Loved","Lewis Capaldi",8366283,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
69,Rasputin,Majestic,8246043,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
70,"Love Again","Dua Lipa",8230676,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
71,Arcade,"Duncan Laurence",8107340,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
72,Run,OneRepublic,8062853,https://open.spotify.com/track/2UbVnbE5FH6008mAm6Mmgw
73,"You Right","Doja Cat",8002676,https://open.spotify.com/track/0k4d5YPDr1r7FX77VdqWez
74,"Fiel - Remix",Wisin,7941251,https://open.spotify.com/track/43qcs9NpJhDxtG91zxFkj7
75,"Bilmem Mi?",Sefo,7870080,https://open.spotify.com/track/6wbDn8NI3ygkOeDJiS0ASi
76,"Cold Heart - PNAU Remix","Elton John",7841418,https://open.spotify.com/track/6zSpb8dQRaw0M1dK8PBwQz
77,"Heartbreak Anniversary",Giveon,7826908,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
78,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",7690044,https://open.spotify.com/track/5zFglKYiknIxks8geR8rcL
79,positions,"Ariana Grande",7614689,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
80,"Thot Shit","Megan Thee Stallion",7594468,https://open.spotify.com/track/5zNW5ARjYhJQJz1AChP33n
81,"Dark Red","Steve Lacy",7420197,https://open.spotify.com/track/37y7iDayfwm3WXn5BiAoRk
82,"Don't Be Shy",Tiësto,7407581,https://open.spotify.com/track/0bI7K9Becu2dtXK1Q3cZNB
83,"Quer Voar",Matuê,7401482,https://open.spotify.com/track/7aZusA4cWXz3Wv9e9uhavz
84,Skate,"Bruno Mars",7394976,https://open.spotify.com/track/2sXf2JdbB2GlNju00kw9WE
85,"Your Love (9PM)",ATB,7300490,https://open.spotify.com/track/5YaskwnGDZFDRipaqzbwQx
86,Levitating,"Dua Lipa",7286938,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
87,"ALMAS GEMELAS","Myke Towers",7283956,https://open.spotify.com/track/2KcNrONbZ0hvBPjvrDO2tx
88,"Build a Bitch","Bella Poarch",7272626,https://open.spotify.com/track/7BoobGhD4x5K96Me0hqC8Q
89,"Dance Monkey","Tones And I",7265995,https://open.spotify.com/track/2N8m6CYs74qQO4mjVcXO30
90,telepatía,"Kali Uchis",7253995,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
91,"Goosebumps - Remix","Travis Scott",7150649,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
92,brutal,"Olivia Rodrigo",7137672,https://open.spotify.com/track/6SRsiMl7w1USE4mFqrOhHC
93,"WITHOUT YOU","The Kid LAROI",7113334,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
94,2/Catorce,"Rauw Alejandro",7037382,https://open.spotify.com/track/0PwFN7vRvY80Hnkoew2x3f
95,"Head & Heart (feat. MNEK)","Joel Corry",6943231,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
96,Believer,"Imagine Dragons",6899792,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
97,Circles,"Post Malone",6898598,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
98,"lovely (with Khalid)","Billie Eilish",6891732,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
99,"Before You Go","Lewis Capaldi",6847401,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
100,"Iko Iko (My Bestie)","Justin Wellington",6756449,https://open.spotify.com/track/7MC4XR9M9amdmKQr2iDF7i
101,FULANITO,"Becky G",6706965,https://open.spotify.com/track/59L8x0xy8njj75vzVCPMqg
102,NDA,"Billie Eilish",6667022,https://open.spotify.com/track/38GBNKZUhfBkk3oNlWzRYd
103,"NOT SOBER (feat. Polo G & Stunna Gambino)","The Kid LAROI",6637494,https://open.spotify.com/track/1JXBNvlDEl2epKSJ9EOgKX
104,"Chosen (feat. Ty Dolla $ign)",Blxst,6590255,https://open.spotify.com/track/1dIWPXMX4kRHj6Dt2DStUQ
105,"EL MAKINON","KAROL G",6582100,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
106,"Botella Tras Botella","Gera MX",6564105,https://open.spotify.com/track/2MnLkFqY9Rpg9s3Zv6ZJdK
107,"Shape of You","Ed Sheeran",6522772,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
108,Fiel,"Los Legendarios",6502773,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
109,"Wants and Needs (feat. Lil Baby)",Drake,6429302,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
110,Perfect,"Ed Sheeran",6376888,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
111,MORENA,"Luan Santana",6370644,https://open.spotify.com/track/4PQdrXMDHDPl1RczrrlADd
112,"Here's Your Perfect","Jamie Miller",6362596,https://open.spotify.com/track/2aTKrdenCq5qBOoJPFdn4P
113,"Love Me Now (feat. Zoe Wees)",Kygo,6362152,https://open.spotify.com/track/1c1sdxrYLIiuJOlE7PPttb
114,"Talking to the Moon","Bruno Mars",6310798,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
115,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6295504,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
116,Dinero,"Trinidad Cardona",6274520,https://open.spotify.com/track/3ggtU1ZOKO8ZNiqPNyXGcm
117,Rolê,"Tarcísio do Acordeon",6261868,https://open.spotify.com/track/25141FAgU1OmwoC9W2i5E3
118,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",6257933,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
119,"Hold On","Justin Bieber",6231309,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
120,"7 rings","Ariana Grande",6181622,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
121,BED,"Joel Corry",6167016,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
122,"Roses - Imanbek Remix","SAINt JHN",6146284,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
123,Heather,"Conan Gray",6142286,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
124,"Smells Like Teen Spirit",Nirvana,6139588,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
125,"Ficha Limpa","Gusttavo Lima",6133065,https://open.spotify.com/track/5SwyN9hzmWjBsINlif8li8
126,YaMeFui,Bizarrap,6057925,https://open.spotify.com/track/42ahuAFlYGjIGBpVdHcLij
127,Señorita,"Shawn Mendes",6037589,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
128,"you broke me first","Tate McRae",6034632,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
129,"Come & Go (with Marshmello)","Juice WRLD",6024340,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
130,"Daddy Issues","The Neighbourhood",6011766,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
131,"ZITTI E BUONI",Måneskin,5999642,https://open.spotify.com/track/776AftMmFFAWUIEAb3lHhw
132,"No Me Conocen (Remix) [con DUKI, Rei & Tiago PZK]",BANDIDO,5984231,https://open.spotify.com/track/7COGuXyTr12KvdaYXMqheC
133,Riptide,"Vance Joy",5983701,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
134,"The Nights",Avicii,5958969,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
135,Streets,"Doja Cat",5946923,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
136,512,Mora,5906845,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
137,"REPEAT IT (with Gunna)","Lil Tecca",5902115,https://open.spotify.com/track/21AJQhGZpujjZQXByZAXpr
138,goosebumps,"Travis Scott",5865701,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
139,"Aquelas Coisas","João Gomes",5861381,https://open.spotify.com/track/0FqVtQxRD3HsPltldG5v5M
140,papercuts,"Machine Gun Kelly",5843650,https://open.spotify.com/track/3nkW3TPQjBip1lER4h78NX
141,"LA NOCHE DE ANOCHE","Bad Bunny",5808368,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
142,Memories,"Maroon 5",5791850,https://open.spotify.com/track/4cktbXiXOapiLBMprHFErI
143,Pain,PinkPantheress,5774333,https://open.spotify.com/track/7CIERzyqIwLVKGp00YbHRO
144,"Bohemian Rhapsody - Remastered 2011",Queen,5759638,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
145,"Just for me",PinkPantheress,5741226,https://open.spotify.com/track/6OTKVgVpVaVjhRLYizPJKA
146,Shallow,"Lady Gaga",5732689,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
147,"Take Me To Church",Hozier,5716314,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
148,"Nicky Jam: Bzrp Music Sessions, Vol. 41",Bizarrap,5707585,https://open.spotify.com/track/03LfOYi0icz4souspZVVhq
149,"Counting Stars",OneRepublic,5697540,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
150,"Another Love","Tom Odell",5676012,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
151,"Auf & Ab",Montez,5665033,https://open.spotify.com/track/0RSZ8EmUPEN3ySfCgytPke
152,Hawái,Maluma,5617010,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
153,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,5611312,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
154,"Miss The Rage (feat. Playboi Carti)","Trippie Redd",5589416,https://open.spotify.com/track/2BITQ360Knh6qNAOqR7Dyq
155,"Never Going Home",Kungs,5574382,https://open.spotify.com/track/0xfMlIW8lS40qvpsUw1l0X
156,"Little Bit of Love","Tom Grennan",5573539,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
157,"Mr. Brightside","The Killers",5561097,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
158,"Wake Me Up",Avicii,5558844,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
159,Yellow,Coldplay,5548811,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
160,"bad guy","Billie Eilish",5536148,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
161,"Raataan Lambiyan (From ""Shershaah"")","Tanishk Bagchi",5527795,https://open.spotify.com/track/2rOnSn2piaqLAlYjtfUBlY
162,Remember,"Becky Hill",5524097,https://open.spotify.com/track/4laAKIq9ZxBCwf99rauPYb
163,"Say You Won't Let Go","James Arthur",5463766,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
164,"Se For Amor","João Gomes",5461710,https://open.spotify.com/track/5F2xRvRFkxDvqdFtUNAEyw
165,34+35,"Ariana Grande",5455631,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
166,"Fancy Like","Walker Hayes",5443819,https://open.spotify.com/track/3ZozFqJJlDBNIm4xqxn2ZD
167,"Bezos I","Bo Burnham",5441376,https://open.spotify.com/track/0Kdj7nwaYQmvhxnqZaIQuW
168,"Every Breath You Take","The Police",5416784,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
169,"Dreams - 2004 Remaster","Fleetwood Mac",5390708,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
170,"WAP (feat. Megan Thee Stallion)","Cardi B",5379214,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
171,"Paradise (feat. Dermot Kennedy)",MEDUZA,5371294,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
172,"Over The Top (feat. Drake)",Smiley,5341667,https://open.spotify.com/track/3yaYgjEFkRw3PVjW9mV1TO
173,A-O-K,"Tai Verdes",5339975,https://open.spotify.com/track/1sx0XsWUusUoPstbvokZjP
174,"OUT OUT (feat. Charli XCX & Saweetie)","Joel Corry",5322737,https://open.spotify.com/track/6Dy1jexKYriXAVG6evyUTJ
175,"Lucid Dreams","Juice WRLD",5288413,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
176,"Ram Pam Pam","Natti Natasha",5263371,https://open.spotify.com/track/4DHDIdeayp8xvlyg22wREO
177,Dandelions,"Ruth B.",5261909,https://open.spotify.com/track/2eAvDnpXP5W0cVtiI0PUxV
178,"Love Tonight - David Guetta Remix Edit",Shouse,5246695,https://open.spotify.com/track/2prnn41CblB8B4yWACDljP
179,"Sal y Perrea",Sech,5218574,https://open.spotify.com/track/5u7twkeask1VIyDeNTElSU
180,"Jocelyn Flores",XXXTENTACION,5214010,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
181,"All of Me","John Legend",5203027,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
182,"Another One Bites The Dust - Remastered 2011",Queen,5165317,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
183,Reckless,"Madison Beer",5143623,https://open.spotify.com/track/5ajjAnNRh8bxFvaVHzpPjh
184,"The Real Slim Shady",Eminem,5135988,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
185,"Adore You","Harry Styles",5127268,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
186,"Baby Me Atende","Matheus Fernandes",5115794,https://open.spotify.com/track/1bWBG6IkMnDr3qvCKSvQT7
187,"Tell Em",Cochise,5101364,https://open.spotify.com/track/7nc7mlSdWYeFom84zZ8Wr8
188,"Therefore I Am","Billie Eilish",5054860,https://open.spotify.com/track/20R4HfKloPKgXDqU7UKk3x
189,Closer,"The Chainsmokers",5022805,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
190,"One Dance",Drake,5019953,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
191,"What You Know Bout Love","Pop Smoke",5002337,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
192,"death bed (coffee for your head)",Powfu,4976644,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
193,"Calling My Phone","Lil Tjay",4966196,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
194,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",4950734,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
195,"The Hills","The Weeknd",4946601,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
196,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",4936127,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
197,Up,"Cardi B",4921707,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
198,"In the End","Linkin Park",4900933,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
199,"Mi Debilidad","Maria Becerra",4894901,https://open.spotify.com/track/70LLyzO7jT6DsQvCwwHDch
200,Runaway,AURORA,4879460,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
