,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
36,"EL MAKINON","KAROL G",12038438,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
37,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",12036812,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
38,Dynamite,BTS,11853283,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
39,"Calling My Phone","Lil Tjay",11534491,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
40,"Someone You Loved","Lewis Capaldi",11219867,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
41,"LA NOCHE DE ANOCHE","Bad Bunny",11141667,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
42,"Don't Start Now","Dua Lipa",10998358,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
43,"WITHOUT YOU","The Kid LAROI",10891045,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
44,BED,"Joel Corry",10648906,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
45,"Talking to the Moon","Bruno Mars",10460696,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
46,"We're Good","Dua Lipa",10162838,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
47,"I DID IT (feat. Post Malone, Megan Thee Stallion, Lil Baby & DaBaby)","DJ Khaled",10008346,https://open.spotify.com/track/20GrahbI4AzAOWxpYfDKkf
48,"Best Friend (feat. Doja Cat)",Saweetie,9967120,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
49,"Head & Heart (feat. MNEK)","Joel Corry",9844201,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
50,positions,"Ariana Grande",9580101,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
51,"Good Days",SZA,9340205,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
52,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",9276370,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
53,"Sweater Weather","The Neighbourhood",9214295,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
54,"Paradise (feat. Dermot Kennedy)",MEDUZA,9122492,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
55,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",8794899,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
56,"Ella No Es Tuya - Remix","Rochy RD",8733340,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
57,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",8665633,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
58,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,8656518,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
59,"Hecha Pa' Mi",Boza,8601789,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
60,"Dance Monkey","Tones And I",8484609,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
61,"Cover Me In Sunshine",P!nk,8412845,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
62,"Wants and Needs (feat. Lil Baby)",Drake,8408987,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
63,"lovely (with Khalid)","Billie Eilish",8352599,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
64,34+35,"Ariana Grande",8283832,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
65,Anyone,"Justin Bieber",8257360,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
66,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",8112296,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
67,"Batom de Cereja - Ao Vivo","Israel & Rodolffo",8097701,https://open.spotify.com/track/2MZQAvsA7aZDssppBLRxYp
68,"Roses - Imanbek Remix","SAINt JHN",8089780,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
69,"In the morning",ITZY,8072544,https://open.spotify.com/track/2QdH0rKlV3d9Y6lWzcnlBH
70,"My Head & My Heart","Ava Max",8071636,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
71,"Volta Bebê, Volta Neném","Dj Guuga",8044699,https://open.spotify.com/track/4wQUopWk9Ed7Ng5qpKN5qd
72,"durag activity (with Travis Scott)","Baby Keem",7939784,https://open.spotify.com/track/4JJcP0Rv9AgyPD6ZGaC8EE
73,"Before You Go","Lewis Capaldi",7778467,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
74,"you broke me first","Tate McRae",7700974,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
75,"Solid (feat. Drake)","Young Stoner Life",7586146,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
76,"WAP (feat. Megan Thee Stallion)","Cardi B",7566359,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
77,Levitating,"Dua Lipa",7532880,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
78,"Another Love","Tom Odell",7474473,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
79,"bad guy","Billie Eilish",7458892,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
80,Whoopty,CJ,7345513,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
81,Reloj,"Rauw Alejandro",7290673,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
82,Circles,"Post Malone",7273232,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
83,"Therefore I Am","Billie Eilish",7155134,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
84,Shallow,"Lady Gaga",7143610,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
85,"Martin & Gina","Polo G",7096417,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
86,Heather,"Conan Gray",7081694,https://open.spotify.com/track/4xqrdfXkTW4T0RauPLv3WA
87,"Holy (feat. Chance The Rapper)","Justin Bieber",6973612,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
88,"Follow You","Imagine Dragons",6962013,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
89,"What You Know Bout Love","Pop Smoke",6933447,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
90,Rasputin,Majestic,6919802,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
91,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",6896535,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
92,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",Bizarrap,6893936,https://open.spotify.com/track/3ke6it1vTmHtz2ApcIVUz5
93,Hawái,Maluma,6808934,https://open.spotify.com/track/1yoMvmasuxZfqHEipJhRbp
94,"GIRL LIKE ME","Black Eyed Peas",6807233,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
95,Believer,"Imagine Dragons",6702649,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
96,"Prisoner (feat. Dua Lipa)","Miley Cyrus",6637380,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
97,goosebumps,"Travis Scott",6600973,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
98,"Disco Arranhado - Funk Remix",Malu,6582800,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
99,"Wasted Love (feat. Lagique)",Ofenbach,6569777,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
100,You,Regard,6565136,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
101,"EVERY CHANCE I GET (feat. Lil Baby & Lil Durk)","DJ Khaled",6548643,https://open.spotify.com/track/1EJIcDYXwSqipW5dFe4uJz
102,Memories,"Maroon 5",6546862,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
103,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",6437400,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
104,"Lucid Dreams","Juice WRLD",6408137,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
105,"Slumber Party (feat. Princess Nokia)",Ashnikko,6407956,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
106,BICHOTA,"KAROL G",6399675,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
107,"Shape of You","Ed Sheeran",6398017,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
108,"Take Me To Church",Hozier,6391191,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
109,Body,"Russ Millions",6375927,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
110,"What’s Next",Drake,6375508,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
111,"Adore You","Harry Styles",6365136,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
112,Señorita,"Shawn Mendes",6346553,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
113,"love race (feat. Kellin Quinn)","Machine Gun Kelly",6325080,https://open.spotify.com/track/1F9kEuwT29fgqlovIclu81
114,"Liberdade (Quando o Grave Bate Forte)",Alok,6321861,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
115,"death bed (coffee for your head)",Powfu,6282587,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
116,Miénteme,TINI,6263613,https://open.spotify.com/track/0cOa970mzTWAxKtltpkpLc
117,"Say You Won't Let Go","James Arthur",6195656,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
118,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",6191920,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
119,"POPSTAR (feat. Drake)","DJ Khaled",6127103,https://open.spotify.com/track/1sbEeUY8KsdvgiQi26JBFz
120,"everything i wanted","Billie Eilish",6105802,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ
121,Aloha,Maluma,6102175,https://open.spotify.com/track/5RAIMjdrCEjpjaR5tBATXU
122,"LET IT GO (feat. Justin Bieber & 21 Savage)","DJ Khaled",6083338,https://open.spotify.com/track/1cEhrSF6EylAEqdhUGuNpX
123,"Travesuras - Remix","Nio Garcia",6063508,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
124,"Cloud 9","Beach Bunny",6055970,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
125,Perfect,"Ed Sheeran",6040890,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
126,"Breaking Me",Topic,6039849,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
127,Choker,"Twenty One Pilots",6023200,https://open.spotify.com/track/3ydI3CesHBnaY01Qff9jOr
128,"Dreams - 2004 Remaster","Fleetwood Mac",5975350,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
129,"Bohemian Rhapsody - Remastered 2011",Queen,5947984,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
130,"Shy Away","Twenty One Pilots",5909217,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
131,"Daddy Issues","The Neighbourhood",5899402,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
132,"TE MUDASTE","Bad Bunny",5897157,https://open.spotify.com/track/5RubKOuDoPn5Kj5TLVxSxY
133,"Just the Way You Are","Bruno Mars",5886660,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
134,"La Nota","Manuel Turizo",5840824,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
135,"Lonely (with benny blanco)","Justin Bieber",5806663,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
136,"The Box","Roddy Ricch",5804337,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
137,"Girl From Rio",Anitta,5768836,https://open.spotify.com/track/2plRom0urixt6BE8t7kOhQ
138,Golden,"Harry Styles",5766457,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
139,"Savage Love (Laxed - Siren Beat)","Jawsh 685",5765801,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
140,"The Nights",Avicii,5752041,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
141,"No Te Enamores - Remix",Milly,5718218,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
142,"At My Worst","Pink Sweat$",5707097,https://open.spotify.com/track/2MJz8BxxMsERULatmBikDH
143,"All of Me","John Legend",5698355,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
144,"HIGHEST IN THE ROOM","Travis Scott",5689147,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
145,"my ex's best friend (with blackbear)","Machine Gun Kelly",5686246,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
146,"Break My Heart","Dua Lipa",5681856,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
147,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,5679819,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
148,"On The Ground",ROSÉ,5655879,https://open.spotify.com/track/2pn8dNVSpYnAtlKFC8Q0DJ
149,"Laugh Now Cry Later (feat. Lil Durk)",Drake,5646784,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
150,Yellow,Coldplay,5640374,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
151,"Wake Me Up",Avicii,5628366,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
152,"UN DIA (ONE DAY) (Feat. Tainy)","J Balvin",5616494,https://open.spotify.com/track/0EhpEsp4L0oRGM0vmeaN5e
153,"7 rings","Ariana Grande",5602016,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF
154,HOLIDAY,"Lil Nas X",5594780,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
155,Freaks,"Surf Curse",5590424,https://open.spotify.com/track/0HUTL8i4y4MiGCPId7M7wb
156,"Dick (feat. Doja Cat)",StarBoi3,5566956,https://open.spotify.com/track/3nY8AqaMNNHHLYV4380ol0
157,"SICKO MODE","Travis Scott",5562114,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
158,"Blueberry Faygo","Lil Mosey",5553187,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
159,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",5551773,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
160,"Ride It",Regard,5548145,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
161,Falling,"Harry Styles",5526849,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
162,"Tapão Na Raba","Raí Saia Rodada",5487779,https://open.spotify.com/track/58pgi1RpcU2fVJsxhm7BIr
163,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",5480722,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
164,512,Mora,5476770,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
165,"when the party's over","Billie Eilish",5467596,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I
166,SugarCrash!,ElyOtto,5464630,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
167,"Machu Picchu",Camilo,5446485,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
168,"Somebody That I Used To Know",Gotye,5431643,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
169,"Wishing Well","Juice WRLD",5427778,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
170,"Do I Wanna Know?","Arctic Monkeys",5415420,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
171,"Another One Bites The Dust - Remastered 2011",Queen,5412006,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
172,"The Hills","The Weeknd",5395551,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
173,"Rain On Me (with Ariana Grande)","Lady Gaga",5394507,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
174,"Jocelyn Flores",XXXTENTACION,5390854,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
175,"Life Is Good (feat. Drake)",Future,5388956,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
176,"Otra Noche Sin Ti","J Balvin",5377794,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
177,"Bubblegum Bitch",MARINA,5373945,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
178,"Every Breath You Take","The Police",5372227,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
179,Riptide,"Vance Joy",5315216,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
180,"Counting Stars",OneRepublic,5296775,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
181,Closer,"The Chainsmokers",5281327,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
182,"Stereo Hearts (feat. Adam Levine)","Gym Class Heroes",5276037,https://open.spotify.com/track/0qOnSQQF0yzuPWsXrQ9paz
183,Dior,"Pop Smoke",5265554,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
184,"Mr. Brightside","The Killers",5246034,https://open.spotify.com/track/003vvx7Niy0yvhvHt4a68B
185,"Little Bit of Love","Tom Grennan",5244306,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
186,"If the World Was Ending (feat. Julia Michaels)","JP Saxe",5226154,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
187,"Smells Like Teen Spirit",Nirvana,5220158,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
188,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",5200695,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
189,"Back In Blood (feat. Lil Durk)","Pooh Shiesty",5198209,https://open.spotify.com/track/7FGdjbZ32vMybPuP0IuE7d
190,"The Real Slim Shady",Eminem,5166316,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
191,"Ramen & OJ","Joyner Lucas",5118234,https://open.spotify.com/track/4TIqzdAssasqx3DAe6cG9J
192,"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",5115904,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
193,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",5107084,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
194,"Come & Go (with Marshmello)","Juice WRLD",5081846,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
195,"Fan de Tus Fotos","Nicky Jam",5076957,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
196,Robbery,"Juice WRLD",5070827,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
197,Explícito,"Myke Towers",5063715,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
198,"Godzilla (feat. Juice WRLD)",Eminem,5061444,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
199,"One Dance",Drake,5039376,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
200,"Mi Niña",Wisin,5026961,https://open.spotify.com/track/2bgcUk2A3jjKbCJ7KPquTi
