track_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,mode,valence
17FyWGvqby379Q92sn23jW,0.688,0.0872,131.022,0.11,0.193,0,0.877,1,204693,-7.254,1,0.921
5vnuJ8EopkP5dHukpOmT3L,0.636,0.177,83.071,0.0782,0.0064,8.38e-06,0.678,1,153267,-3.155,1,0.0636
52eYVUkFTOVozbVFIaFrnV,0.783,0.0831,69.88,0.269,0.139,0,0.512,1,208373,-4.013,1,0.33
6ImrWnhjEOw5re3cGLMIHJ,0.85,0.356,159.956,0.416,0.325,0,0.433,10,167813,-5.79,0,0.58
6752EZMgXswvRBH3N2PilO,0.895,0.095,174.074,0.0394,0.174,1.95e-06,0.649,0,219683,-1.358,1,0.664
57q6BgYP4gN6hPQViCB3um,0.869,0.312,135.809,0.212,0.141,2.32e-05,0.655,1,140133,-4.342,0,0.0818
03vyB3AHCuEGfhh7wPc7Yf,0.473,0.113,171.535,0.129,0.792,0,0.49,5,169587,-8.887,1,0.603
4DnHUy01jEA4b5ydC3HgsT,0.944,0.547,143.97,0.185,0.00573,1.27e-06,0.582,2,207977,-0.928,0,0.8
3qnoOm4fwZPBS116f5hpgF,0.308,0.0933,122.099,0.338,0.125,0,0.925,11,145507,-6.562,0,0.265
2r4JRwcbIeuAzWjH4YXlLs,0.777,0.228,173.931,0.357,0.145,0,0.676,1,188773,-3.241,0,0.226
6Bg7MznA9X0dIhlAsLyBYj,0.543,0.329,83.364,0.0287,0.0954,0,0.572,7,271387,-4.251,0,0.329
3dG6tjetoR4GMmUGZUprLt,0.433,0.313,164.236,0.546,0.494,0,0.555,3,205547,-8.559,1,0.352
6EuE9M1viu9gkdFSafia9o,0.407,0.0541,116.064,0.426,0.822,0,0.742,2,274187,-6.938,1,0.39
2VYb3Fb5iK5Y8HGZ8oEEkp,0.417,0.186,110.111,0.524,0.374,0,0.665,1,215320,-6.731,0,0.04
6FRLCMO5TUHTexlWo8ym1W,0.541,0.13,124.959,0.0505,0.568,0,0.851,0,235545,-6.825,1,0.448
1DdgqEZk4Hqfpl3drdXJun,0.643,0.109,80.025,0.0625,0.039,0,0.64,10,123040,-2.442,0,0.335
619pVMIK3WvX529JIkQTY3,0.784,0.427,182.964,0.0561,3.12e-05,0,0.331,11,197672,-5.002,1,0.902
2P91MQbaiQOfbiz9VqhqKQ,0.505,0.104,91.97,0.253,0.535,2.55e-06,0.752,9,197437,-7.621,1,0.419
7sFYVcKSb24qg0dAkqLEFj,0.815,0.0964,163.073,0.0875,0.222,6.96e-05,0.826,9,151400,-4.773,1,0.68
43V1z6QToNNWNldV4FEG6r,0.764,0.0543,121.958,0.038,0.0476,9.44e-05,0.752,1,163216,-4.399,1,0.582
2Ab1wPTEqulaCGoBak1gUo,0.526,0.147,135.032,0.0352,0.0131,0,0.668,5,180304,-6.174,0,0.42
5fGWdNGGnvKrrHL6U7c1Vp,0.807,0.125,160.174,0.126,0.144,0.0211,0.632,0,197933,-5.893,1,0.784
01k24g94i1JvkFLQmVEdCd,0.853,0.062,103.846,0.0904,0.0615,0,0.647,8,189000,-4.516,1,0.618
3u1S1OmAUhx5DRlLrXqyp3,0.784,0.203,106.066,0.032,0.323,0,0.69,1,194408,-4.653,1,0.669
6T8cJz5lAqGer9GUHGyelE,0.448,0.514,77.179,0.107,0.0283,3.28e-05,0.755,7,198960,-9.587,1,0.318
4RVbK6cV0VqWdpCDcx3hiT,0.597,0.195,100.051,0.037,0.339,0.0404,0.585,0,324674,-7.499,1,0.227
3aUFrxO1B8EW63QchEl3wX,0.469,0.099,110.573,0.104,0.126,7.32e-05,0.58,0,165053,-5.946,0,0.369
6JyEh4kl9DLwmSAoNDRn5b,0.542,0.609,171.945,0.39,0.278,1.87e-05,0.765,1,153351,-6.755,1,0.734
7oHkit3F3vimtsBbnZkU0G,0.751,0.182,104.999,0.16,0.472,4.71e-06,0.709,6,140527,-3.801,1,0.37
7GRTrWsP3yo2Fx8umJfA1X,0.81,0.158,151.643,0.0632,0.00457,0,0.334,9,206605,-4.855,0,0.306
2I3dW2dCBZAJGj5X21E53k,0.682,0.131,94.985,0.0458,0.113,9.65e-05,0.841,2,245098,-7.007,1,0.338
4kUZvXB3LC3an3HX6h0s17,0.504,0.121,110.011,0.0321,0.401,1.44e-06,0.729,8,197001,-6.784,0,0.305
7DrluKkTviBwCc8AV3VGmf,0.822,0.349,165.842,0.16,0.39,3.37e-05,0.766,1,231921,-4.126,0,0.881
1uJ7IQJdeAvmUDpIyZb0be,0.655,0.104,78.665,0.373,0.139,1.45e-06,0.651,2,183829,-6.652,1,0.393
447yWcDPg1ddgcHBLGpJC0,0.537,0.229,113.977,0.0749,0.278,0,0.783,9,222866,-2.921,1,0.392
2OvV4NjEBRE9v8Oo7QeUCq,0.547,0.0961,173.981,0.127,0.25,0,0.654,10,207857,-6.598,1,0.507
7fa9MBXhVfQ8P8Df9OEbD8,0.541,0.13,124.959,0.0505,0.568,0,0.851,0,235545,-6.825,1,0.448
2iUXsYOEPhVqEBwsqP70rE,0.854,0.124,120.274,0.463,0.0169,0,0.596,7,203418,-5.114,0,0.152
3nc420PXjTdBV5TN0gCFkS,0.693,0.0891,139.912,0.0412,0.584,9.58e-05,0.506,0,216420,-7.265,0,0.221
1ZEm9cJC05rawV2tptNfTS,0.714,0.131,118.611,0.258,0.0551,0.00013,0.589,7,189360,-6.308,1,0.42
0kHyKhJMukHEPfeh8s7rdM,0.688,0.0982,114.011,0.0357,0.3,0,0.688,3,193321,-5.84,1,0.451
7b8YOVV5quZcSKEijDgyWB,0.859,0.267,139.931,0.0833,0.0313,0,0.671,4,209355,-3.922,0,0.39
5S1IUPueD0xE0vj4zU3nSf,0.515,0.446,141.009,0.271,0.247,0,0.888,1,225893,-6.246,1,0.264
1NbGcdgwRHZ5rbPIT9hdR3,0.756,0.106,117.016,0.047,0.00632,0.00577,0.736,11,231847,-7.099,1,0.712
003eoIwxETJujVWmNFMoZy,0.755,0.39,191.153,0.733,0.0822,0,0.353,1,193680,-6.276,0,0.437
2naEVOadudtXHwtZNfjMDM,0.961,0.0882,109.826,0.096,0.0423,0,0.592,4,237077,-1.807,1,0.508
4P92FrvmYQSAfOpp4cpFEi,0.889,0.136,199.669,0.0991,0.0848,0,0.375,3,185200,-3.704,1,0.881
0GxQ1A5L9xnMOytbP6eKBG,0.597,0.1,110.001,0.0611,0.0788,5.66e-06,0.799,5,199849,-5.131,0,0.419
1vi9adPJiD4d22ybGp25hy,0.71,0.618,205.116,0.684,0.0264,0,0.442,7,167908,-5.142,1,0.508
5de9Ho64dovuQI8Uhn5gPD,0.778,0.139,114.208,0.041,0.843,0,0.433,4,87561,-7.681,1,0.764
19hh7DkfRBrpRGYfKlw7jb,0.767,0.0859,94.007,0.0374,0.0601,1.07e-05,0.746,1,196628,-2.907,0,0.773
7hDVYcQq6MxkdJGweuCtl9,0.363,0.084,144.892,0.041,0.816,0.0317,0.511,4,200379,-7.65,0,0.169
0At2qAoaVjIwWNAqrscXli,0.779,0.078,81.965,0.0531,0.0862,0,0.561,10,256064,-5.107,0,0.235
5FYu8uBB6E11mepU601601,0.802,0.176,96.703,0.412,0.0671,0,0.494,4,202515,-5.08,0,0.453
4e4fqjx0Izh4svvTef1z7e,0.772,0.0646,153.995,0.0848,0.0476,0,0.642,10,164205,-6.61,1,0.589
0E6PsO3ymCfUh7pJQjBgkj,0.784,0.168,160.035,0.271,0.0133,0,0.705,2,264853,-6.477,1,0.377
5iZ4hcpCgFVijq5OOjBTKZ,0.544,0.0291,99.005,0.151,0.0149,1.14e-05,0.879,6,228400,-5.667,0,0.67
1rqqCSm0Qe4I9rUvWncaom,0.904,0.064,82.014,0.0618,0.193,0,0.579,5,190947,-2.729,1,0.681
0STK94RxUulYqWzwFlyAb5,0.303,0.0824,170.22,0.11,0.798,4.16e-06,0.397,1,197893,-10.413,1,0.17
5qFeMRz4TvetPmzjre9Dq7,0.811,0.0871,87.866,0.0714,0.161,0.000363,0.684,7,250840,-4.494,1,0.721
3JJYIoJ5FyY9E0DGjr7SXF,0.693,0.122,126.025,0.044,0.175,0,0.696,3,194755,-4.64,1,0.601
04ZTP5KsCypmtCmQg5tH9R,0.694,0.0719,97.005,0.0253,0.00281,0,0.63,11,195519,-6.257,0,0.216
76vMKwFtdDDCLcM6zXybjB,0.867,0.458,167.965,0.103,0.167,0,0.491,6,189187,-2.313,0,0.602
22oEJW6r2rMb9z4IntfyEa,0.833,0.121,107.936,0.0695,0.0137,0,0.577,5,169667,-3.337,1,0.58
4ofwffwvvnbSkrMSCKQDaC,0.735,0.242,115.744,0.0457,0.286,0,0.673,5,201287,-4.733,1,0.754
0wdV94AXGRphrbkDWLNzVC,0.948,0.163,83.19,0.263,0.0467,0,0.271,1,186600,-2.207,1,0.515
6PFoEnjp0PAe5siGswjH9i,0.891,0.375,94.095,0.0482,0.0375,0,0.526,6,219467,-1.549,1,0.804
2uaiyLKnYvazyfR0Ky3Kbk,0.548,0.136,150.036,0.0318,0.733,0,0.649,1,169181,-5.692,0,0.506
1Knctxx9vGZxpZfF66BIEa,0.798,0.143,142.049,0.0844,0.115,0,0.594,4,191840,-5.244,1,0.381
6aH3QgooXRmx8k8jzrSm3V,0.381,0.0958,127.667,0.0429,0.416,0.000226,0.583,9,316378,-10.033,0,0.153
2Vx8E3K5icPZR7OCklWBXX,0.405,0.105,154.984,0.14,0.0306,0.00698,0.909,6,238613,-8.133,0,0.455
36ONiya0OANYknz0GgJmwB,0.317,0.11,103.001,0.0583,0.497,0.0128,0.825,10,245787,-12.39,1,0.136
2VWbHHhWnMzKWPUs4IEEW9,0.449,0.55,77.167,0.108,0.0329,7.84e-05,0.754,7,198973,-9.212,1,0.35
0bAkKNCQfWkexHFn7fIKns,0.482,0.448,181.995,0.139,0.00623,0.0144,0.735,8,217933,-9.445,1,0.315
1v1IXPXl73Z7zy6f5tUa9n,0.676,0.0811,173.478,0.213,0.0239,0,0.413,1,302173,-5.124,1,0.0827
1iSZPndzmY6NvL1jAtIvY1,0.587,0.0835,149.993,0.338,0.279,0,0.899,11,214467,-7.866,0,0.49
71SEHJPt1iDwGkBhUOAXDP,0.593,0.123,84.763,0.284,0.134,0,0.685,9,136187,-9.083,0,0.144
4uloft7ZE54WflsuqFmjC7,0.47,0.118,76.056,0.139,0.0153,0,0.755,1,184960,-8.72,1,0.0604
0HVv5bEOiI9a0QfgcASXpX,0.909,0.0778,93.469,0.0628,0.0884,0.000114,0.7,8,210747,-6.461,1,0.757
7txPE73wHbuXYkM1h8zNrG,0.575,0.276,85.994,0.0673,0.0443,0.00127,0.755,4,205147,-8.392,0,0.493
5fcM0StdQxMjzulVGhFkHN,0.684,0.499,170.416,0.717,0.164,0,0.534,11,195720,-7.874,0,0.338
3Yw09dj3cTXsAzlLjgBfIP,0.479,0.302,140.089,0.186,0.0039,5.3e-06,0.759,11,195813,-10.65,1,0.347
7cfvP13Bqb1EyCZQiYsLum,0.432,0.0571,86.956,0.143,0.041,0,0.878,10,163973,-9.852,0,0.441
1sPLURKAosM3Jampgp9AWq,0.85,0.142,152.102,0.25,0.047,0,0.487,1,216333,-5.427,1,0.523
0w1ZtnzQmtmuuoKxHT0pLL,0.482,0.11,136.015,0.0356,0.481,0.0457,0.776,1,247893,-11.268,1,0.128
1Jrj3k5L36dPkU6KAclU7g,0.377,0.19,133.996,0.339,0.0126,0,0.888,7,162800,-10.142,0,0.126
3jipFRgLyKK0oJoG1pKicx,0.272,0.175,116.036,0.041,0.0366,0,0.766,0,262453,-5.696,1,0.037
2RAeY8dPj6KmStROfEigjV,0.217,0.106,92.007,0.0387,0.847,0.000123,0.689,9,206027,-13.539,0,0.272
2QoOyCFpDo4NblMLP7vBRT,0.538,0.149,83.508,0.312,0.738,0,0.636,1,226920,-7.725,1,0.514
590bUp2TKTfTS9NfiD4Nmn,0.321,0.1,94.994,0.0571,0.132,0.000289,0.807,0,182080,-8.147,0,0.305
0SVsEdvot6vU4byv5yW0oj,0.451,0.108,85.417,0.249,0.152,0.0537,0.81,10,157600,-6.348,0,0.359
4IvenHmD0spfFDOKphoUDp,0.429,0.139,141.855,0.192,0.0386,0,0.65,2,289560,-13.071,1,0.333
16x6tqeSkIjoLEf7SJLlYy,0.535,0.106,168.03,0.1,0.458,0.00246,0.648,2,207307,-13.295,1,0.444
40IiSjljbAhrSbdJ3HxSfH,0.419,0.36,91.963,0.39,0.4,0,0.5,10,309560,-7.349,0,0.313
7ijJ5crvsnCvCLJbHpyq3j,0.449,0.115,86.505,0.442,0.428,8.29e-06,0.461,0,219960,-10.998,1,0.104
7BrsBU0BAytRDvROM4yCbn,0.809,0.145,167.96,0.0441,0.00763,0.0757,0.601,0,187147,-4.814,1,0.249
6JjPBQfI2Y8nIjnm65X6Pw,0.696,0.0778,180.113,0.103,0.0561,3.77e-05,0.663,9,235747,-4.957,0,0.738
5VKSZDsidOFHrtlJb33Syo,0.78,0.118,124.953,0.102,0.0492,0,0.784,10,204347,-4.275,0,0.722
7glCSQqV5o6NU88Cn4zPZn,0.557,0.103,120.118,0.1,0.831,4.45e-06,0.793,9,208080,-5.618,0,0.468
2CWnuF7ht55Ajyeg4WPvWu,0.86,0.281,139.973,0.0761,0.0322,0,0.665,4,209355,-3.921,0,0.372
1s2B5cndbqK8rPJEIcKJRQ,0.805,0.203,93.983,0.0752,0.315,0,0.754,6,176133,-4.249,1,0.555
6KuqAtoeVzxAYOaMveLNpH,0.84,0.412,95.001,0.051,0.174,0,0.783,1,200480,-3.416,1,0.839
1zi7xx7UVEFkmKfv06H8x0,0.625,0.329,103.967,0.0536,0.00776,0.0018,0.792,1,173987,-5.609,1,0.37
2hl6q70unbviGo3g1R7uFx,0.892,0.137,95.989,0.0417,0.0376,0,0.733,0,173720,-3.641,1,0.675
4dSoDnmR9opAQ8KxUc9SbC,0.824,0.169,98.019,0.177,0.006,3.29e-06,0.793,2,199945,-3.476,1,0.611
4h8VwCb1MTGoLKueQ1WgbD,0.783,0.161,124.08,0.0523,0.0038,0.0012,0.532,2,247427,-5.697,1,0.643
6rbhaJsE4uLzpPf8WYSHDK,0.663,0.114,94.215,0.27,0.614,0,0.845,10,187213,-5.233,0,0.508
0tBbt8CrmxbjRP0pueQkyU,0.804,0.204,124.987,0.0448,0.124,0,0.724,11,197993,-4.614,0,0.306
6rPO02ozF3bM7NnOV4h6s2,0.816,0.0967,178.085,0.167,0.228,0,0.653,2,228827,-4.353,1,0.816
6Pgkp4qUoTmJIPn7ReaGxL,0.858,0.0456,133.993,0.0428,0.00163,0,0.662,2,181673,-4.844,1,0.295
3NeiYiBn3rQBgurfVk92Zm,0.807,0.125,160.174,0.126,0.144,0.0211,0.632,0,197933,-5.893,1,0.784
3Du2K5dLzmduCNp6uwuaL0,0.635,0.283,144.004,0.265,0.0223,0,0.702,11,203760,-6.917,0,0.873
2RM4jf1Xa9zPgMGRDiht8O,0.339,0.0812,203.927,0.409,0.00582,0,0.743,1,238373,-7.678,1,0.118
6h5PAsRni4IRlxWr6uDPTP,0.741,0.312,123.077,0.034,0.0275,0,0.646,5,203000,-4.973,0,0.571
0yt31hMKZMiyIEfiBiLD2N,0.674,0.128,134.941,0.0305,0.0409,0,0.675,1,201240,-4.984,1,0.569
1oc3jna2ablnfIKLYbKujl,0.853,0.0602,103.843,0.0884,0.0622,0,0.67,8,189000,-4.515,1,0.615
1gng5xQBiYCVDkHS0IKLyk,0.548,0.098,120.119,0.134,0.804,4.45e-06,0.801,9,212715,-5.98,0,0.452
6tpHfEM8eaETzlPOARYWfZ,0.488,0.0958,142.064,0.149,0.0106,0.00107,0.933,1,175775,-9.327,0,0.21
78CLZUWhsxIDwObCKOh1fh,0.586,0.0873,159.908,0.499,0.062,2.39e-06,0.735,11,258400,-6.455,0,0.359
0E9ZjEAyAwOXZ7wJC0PD33,0.77,0.118,125.905,0.149,0.176,1.1e-05,0.694,6,184560,-5.335,1,0.163
4178A5NkEjcsGc64jpBO6d,0.859,0.401,109.972,0.0587,0.138,0,0.866,1,200347,-3.087,0,0.923
6WlxcZKpEV6Bwe9InoVhMp,0.579,0.182,144.973,0.299,0.064,2.38e-06,0.884,2,176630,-6.847,1,0.313
54l9GJGQ1UCFKe2tzt1Vxt,0.74,0.105,108.05,0.172,0.0829,0,0.607,4,189401,-4.793,0,0.219
4YLtrBhzjsI2LT6ybXQHeD,0.784,0.187,109.956,0.0488,0.0222,0.00121,0.765,7,196232,-5.215,0,0.449
3T4UodGkfZObJ43RtA5KFU,0.602,0.112,168.154,0.0437,0.000837,0,0.611,5,148460,-4.89,1,0.624
4j3GWI86JvSaF0BLdmgcfF,0.579,0.106,100.011,0.0567,0.0127,0.00344,0.76,0,213600,-7.374,1,0.129
5bITfqKGaPakO1l99hOMsI,0.793,0.0658,89.961,0.0454,0.128,0,0.734,6,235315,-4.731,1,0.511
7gkWXbAxIYuvtOpcN3p9GJ,0.673,0.187,144.971,0.0545,0.0268,3.32e-05,0.604,1,197573,-5.979,1,0.287
0s3nnoMeVWz3989MkNQiRf,0.566,0.34,83.903,0.2,0.349,0,0.511,6,239836,-7.23,0,0.218
0d2iYfpKoM0QCKvcLCkBao,0.68,0.116,89.391,0.321,0.555,0,0.56,6,173800,-7.648,0,0.319
6cQnrSlTxhHCCiUpKrs7g3,0.628,0.206,127.065,0.038,0.00781,0.207,0.619,11,238568,-8.307,0,0.232
0XySogm94T51XF5F2jumXm,0.529,0.0856,161.989,0.307,0.0769,0.000335,0.671,0,165820,-7.226,1,0.203
6ZIuit0z4eQg77F1RGkp0L,0.595,0.248,140.072,0.15,0.0588,8.67e-06,0.731,9,227365,-7.734,0,0.362
7IBSffWIu7P2MC7kMwy2FM,0.477,0.0929,127.023,0.0587,0.307,0,0.877,9,226743,-7.379,0,0.552
3obgSF06ki98lYNLNq5vCB,0.579,0.0952,144.994,0.202,0.0381,0,0.742,0,258475,-5.024,1,0.502
40FLJc17FMZaPmCQEEZgB0,0.689,0.0808,123.931,0.0326,0.325,0.0384,0.828,7,216027,-7.878,1,0.853
1RagpNpkD3KcjXMLGMe99V,0.493,0.211,140.057,0.162,0.12,2.63e-06,0.916,1,195591,-7.371,0,0.327
3D1rlKmZdpYUeMtRRLNawc,0.844,0.525,145.007,0.0669,0.00295,4.78e-05,0.662,8,205760,-5.495,1,0.763
07FkzikE6FuHIa8Ma7zJGc,0.661,0.246,94.791,0.24,0.161,0,0.513,5,209213,-6.419,1,0.179
7p4vHnYXkxlzvfePJVpcTr,0.596,0.0805,165.736,0.134,0.162,0.00481,0.55,7,297404,-8.214,1,0.253
3KYOGt8IO6j8wptkG9THag,0.664,0.116,128.945,0.0464,0.634,0,0.566,4,241693,-5.303,0,0.437
2G7V7zsVDxg1yRsu7Ew9RJ,0.626,0.396,91.03,0.125,0.0589,6e-05,0.835,1,217925,-5.833,1,0.35
6G8kHiVZ1jW7vHMPVRNZU0,0.318,0.11,102.998,0.0575,0.493,0.0128,0.822,10,245787,-12.391,1,0.138
2E124GmJRnBJuXbTb4cPUB,0.387,0.136,125.978,0.412,0.088,0,0.931,1,179405,-9.127,1,0.376
0TlLq3lA83rQOYtrqBqSct,0.412,0.104,154.983,0.123,0.0165,0.0126,0.912,7,238614,-8.074,1,0.423
6DCZcSspjsKoFjzjrWoCdn,0.449,0.552,77.169,0.109,0.0332,8.29e-05,0.754,7,198973,-9.211,1,0.357
3CA9pLiwRIGtUBiMjbZmRw,0.909,0.119,93.372,0.0707,0.0891,9.7e-05,0.585,8,210747,-6.474,1,0.758
3qN5qMTKyEEmiTZD38BNTT,0.586,0.0836,150.002,0.343,0.279,0,0.899,11,214467,-7.866,0,0.492
4zIO3ilp5HvTeK3HJHxhMP,0.612,0.08,97.773,0.0708,0.216,0,0.448,2,189467,-6.106,1,0.213
7rC5Pl8rQSX4myONQHYPBK,0.575,0.276,86.009,0.0682,0.045,0.00131,0.754,4,205147,-8.393,0,0.491
3EApebexZ7YqDIqw2EMTDh,0.693,0.351,110.568,0.408,0.177,0,0.514,9,240640,-5.868,1,0.287
6vsV4D8BM6PioRr1UOx0n2,0.552,0.147,75.235,0.196,0.479,0.127,0.697,1,180567,-10.271,0,0.278
0pqnGHJpmpxLKifKRmU6WP,0.78,0.081,124.949,0.128,0.0622,0,0.776,10,204347,-4.374,0,0.666
1zB4vmk8tFRmM9UULNzbLB,0.822,0.147,167.997,0.0438,0.00671,0.134,0.605,0,187147,-4.833,1,0.288
4keoy2fqgwGnbWlm3ZVZFa,0.741,0.0712,88.335,0.047,0.579,1.49e-06,0.503,4,207030,-5.128,1,0.458
4R5xvs5X0phd0EYWyGigju,0.784,0.149,93.96,0.0667,0.0441,0.0129,0.798,4,141508,-3.545,0,0.653
5Psnhdkyanjpgc2P8A5TSM,0.677,0.0793,172.521,0.254,0.0248,0,0.414,1,302173,-5.12,1,0.0853
0l8vhDaEztxLCQsFOAX64d,0.663,0.115,140.016,0.0433,0.071,0,0.813,6,165942,-7.84,0,0.343
3szf2z1Cy1QMrtHrbn8rz9,0.474,0.116,76.061,0.147,0.0152,0,0.758,1,184960,-8.72,1,0.0542
3EPXxR3ImUwfayaurPi3cm,0.586,0.0813,126.684,0.0362,0.697,0,0.553,11,196373,-6.319,1,0.443
00EPIEnX1JFjff8sC6bccd,0.799,0.092,94.033,0.0873,0.187,0,0.836,7,217653,-4.247,0,0.772
1dUHF4RyMmMTveJ0Rby6Xm,0.598,0.0839,173.897,0.182,0.126,0,0.761,10,163974,-7.249,0,0.446
5H0NU2sHWUnWCcZyYlX46X,0.555,0.107,99.954,0.34,0.0394,6.39e-06,0.792,0,273600,-7.038,1,0.084
7MRY4VpCuZvBmFda6ZCk2G,0.727,0.0644,180.09,0.0357,0.000718,1.97e-05,0.479,4,253249,-5.369,1,0.0577
6Qn5zhYkTa37e91HC1D7lb,0.655,0.117,134.945,0.0311,0.0362,0,0.672,10,201240,-5.021,0,0.556
4gB61mP4tNChn4LgfquMhi,0.517,0.149,119.945,0.0391,0.154,0,0.711,11,204516,-7.695,1,0.294
7nD2JPaxIKUdxd2UWgnaGL,0.451,0.0672,80.04,0.131,0.161,0,0.512,5,367680,-7.222,0,0.368
7tFiyTwD0nx5a1eklYtX2J,0.402,0.243,143.883,0.0536,0.288,0,0.392,0,354320,-9.961,0,0.228
5WvAo7DNuPRmk4APhdPzi8,0.76,0.0865,135.702,0.342,0.0733,0,0.552,0,260000,-4.706,1,0.639
55GiOwtxNajXVbpjjIzMnD,0.541,0.118,105.009,0.221,0.0831,0,0.884,11,194936,-5.608,1,0.274
6e2PtJYcltVk76nLwxBzRn,0.871,0.115,189.837,0.155,0.118,0.000164,0.529,10,199867,-5.831,1,0.272
38QmUDpkoYlNbMKvpvAsrE,0.784,0.0958,162.958,0.0738,0.299,0,0.815,9,196320,-4.423,1,0.832
2lYTJK94hb0fd1LQtb6Dhk,0.738,0.115,127.95,0.0477,0.118,0,0.659,4,183750,-5.072,0,0.481
1DRJZUVcs6i6TkdNUXAi6m,0.576,0.122,120.087,0.109,0.799,3.23e-06,0.794,9,208379,-4.941,0,0.458
5yNEdBlZMxpcVtGKz5NFk5,0.71,0.55,110.017,0.0324,0.00277,0,0.673,8,173613,-6.744,1,0.54
1ZAyjvIk9YiD76yYy0TEG6,0.519,0.108,94.981,0.143,0.202,0,0.876,11,175230,-6.531,1,0.158
1snWlbcbgQpJfknoI30DWG,0.642,0.118,170.008,0.0502,0.164,0,0.425,4,211867,-5.06,0,0.112
6Vf5qHrEJSkVYgyvYJ6QXs,0.663,0.109,97.975,0.0781,0.22,0.000173,0.85,9,226612,-7.33,0,0.619
5h8VHxOBK1VWWj46T8fSly,0.829,0.0698,172.161,0.158,0.102,0.000177,0.691,11,163294,-4.627,0,0.564
1lXQskY1Op1KzFG4GVcVpe,0.794,0.139,79.983,0.0689,0.0416,6.02e-05,0.822,2,232699,-3.821,0,0.837
6XBjCetHKdO5L9cwMDVffw,0.858,0.61,92.05,0.0471,0.303,0,0.79,2,192000,-2.78,1,0.79
4bHsxqR3GMrXTxEPLuK5ue,0.748,0.447,118.852,0.0363,0.127,0,0.5,4,250987,-9.072,1,0.514
3DGar7krWlmrXRFHBcQF6z,0.765,0.231,109.989,0.0621,0.151,0,0.734,7,163636,-5.562,1,0.518
2xLMifQCjDGFmkHkpNLD9h,0.73,0.124,155.008,0.222,0.00513,0,0.834,8,312820,-3.714,1,0.446
7wBJfHzpfI3032CSD7CE2m,0.789,0.189,150.007,0.044,0.00947,4.05e-06,0.487,8,270715,-3.69,1,0.0564
7KZ5MMVgBVox9ycroB2UrI,0.403,0.22,95.387,0.209,0.229,0,0.428,5,180183,-5.914,0,0.133
20MuVazoNMv6xjKPnRFOxG,0.645,0.163,149.07,0.0963,0.192,0,0.741,11,231964,-5.116,0,0.488
7K7MUBCnzgBAvMVW2RTWNs,0.764,0.0543,121.958,0.038,0.0476,9.44e-05,0.752,1,163216,-4.399,1,0.582
7lAK3oHbfEnvUQWosrMMpR,0.554,0.116,128.047,0.0409,0.283,3.4e-06,0.785,0,150043,-6.571,1,0.144
4SZepBIPDRwPaHIjAKwRDb,0.609,0.111,74.946,0.291,0.389,1.6e-05,0.607,0,185610,-5.978,0,0.556
1xYpVRspgaLxdJLOTQkTjg,0.567,0.135,150.009,0.0628,0.221,0,0.588,4,338438,-3.738,0,0.113
6OaVWaGfhXn70ZJfdVcabn,0.811,0.411,147.045,0.0712,0.0204,0,0.731,1,218284,-3.225,1,0.426
11kDth1aKUEUMq9r1pqyds,0.481,0.241,140.0,0.0487,0.173,0,0.712,4,196138,-5.415,0,0.062
27a1mYSG5tYg7dmEjWBcmL,0.708,0.118,147.98,0.0547,0.201,0,0.702,10,198408,-5.366,0,0.713
6xcJyGpfZbuuiequtnlKt4,0.628,0.114,140.963,0.0503,0.053,0,0.764,11,190557,-5.851,1,0.196
6BJbOXDlgVAXSaq6wYFYT2,0.763,0.368,136.052,0.0519,0.0678,0,0.804,2,156886,-5.48,1,0.0585
6NMtzpDQBTOfJwMzgMX0zl,0.686,0.375,148.054,0.0367,0.00146,0,0.46,0,145588,-5.948,0,0.252
4KYS9GK68yeuUJ8vJfPxrq,0.731,0.0731,140.001,0.0566,0.0462,0,0.834,10,176720,-5.603,0,0.681
4MXhiYIRDMGAuvZc5IFTwC,0.46,0.111,151.901,0.0661,0.142,4.81e-05,0.7,4,142969,-8.111,0,0.286
58TaFP5j5i9swOf584yon2,0.723,0.158,160.042,0.0836,0.0985,0,0.689,0,217828,-4.052,0,0.288
4VUwkH455At9kENOfzTqmF,0.717,0.105,100.027,0.0337,0.346,0,0.638,2,180000,-4.722,1,0.249
6vnfObZ4Ys70SBAtti1xZ9,0.582,0.207,95.004,0.125,0.0862,0.00681,0.81,5,209116,-5.098,0,0.503
5d35jcJj7WjDQBOHCHPY6t,0.529,0.0944,100.262,0.143,0.0849,0,0.751,11,159518,-7.407,0,0.33
0ZNrc4kNeQYD9koZ3KvCsy,0.346,0.0881,203.911,0.331,0.00552,0,0.745,1,237240,-7.709,1,0.112
2XXMDz7SPZ4mSFN1PXfHUy,0.732,0.106,100.048,0.213,0.307,5.14e-06,0.772,9,254383,-3.713,0,0.295
641R77CBy4bOLGRcA9sgHy,0.923,0.091,139.972,0.0441,0.403,0.00455,0.807,7,181971,-5.885,0,0.836
4ut5G4rgB1ClpMTMfjoIuy,0.486,0.111,128.038,0.0311,0.0129,0,0.414,6,230762,-6.431,0,0.368
56gH0zGe3SP9SGNoQ2pWwn,0.84,0.398,100.056,0.128,0.0351,0,0.681,6,177794,-4.295,0,0.722
29tc0GbW0pTSBZSCZF3NWk,0.651,0.0896,163.935,0.156,0.0414,0,0.665,1,175755,-5.515,1,0.237
