track_id,energy,liveness,tempo,speechiness,acousticness,instrumentalness,danceability,key,duration_ms,loudness,mode,valence
5MPPttjfGap2C6j6eKcO6J,0.463,0.151,108.003,0.366,0.0957,0,0.97,10,142417,-7.259,1,0.46
2sqsNXfN0HtgDEgaHXiUTa,0.588,0.104,123.936,0.0677,0.0824,0.000169,0.915,7,218710,-6.302,0,0.329
3Yh9lZcWyKrK9GjbhuS0hR,0.919,0.442,95.982,0.0875,0.256,0,0.682,0,159736,-3.18,0,0.535
5DSfqrLkUHLZ9bW0SS3rVy,0.667,0.076,180.005,0.276,0.0105,0,0.683,2,171227,-6.436,0,0.373
5Z8HZM6iQMhhqyPcCGY5g9,0.651,0.0772,111.997,0.235,0.063,0,0.855,0,193027,-8.044,0,0.559
36orMWv2PgvnzXsd5CJ0yL,0.642,0.105,107.356,0.122,0.0771,0,0.59,7,174444,-3.87,1,0.651
2S93hylQBYLndMnaJuso8S,0.471,0.134,75.003,0.0496,0.00554,0.000197,0.81,8,143292,-5.047,1,0.391
1SNiXDwSilLujcYdvfqVpT,0.702,0.414,104.003,0.0289,0.225,0,0.591,7,217653,-5.59,1,0.501
5pAbCxt9e3f81lOmjIXwzd,0.737,0.113,98.057,0.114,0.311,0,0.757,4,207031,-6.728,0,0.635
01Qb6dN5suQNu87VJ1mIpf,0.575,0.112,148.767,0.159,0.218,0,0.699,1,116240,-9.922,1,0.234
6igOR5QCn09zAVF2ikZjsV,0.561,0.0992,140.987,0.25,0.101,0,0.93,0,184093,-8.053,1,0.596
5rAtoPMDrOFN5wLdM6YmRx,0.778,0.212,140.029,0.0401,0.0377,0,0.528,3,228215,-6.19,1,0.482
3pTScODwk9tggZzmuH6xDY,0.438,0.139,124.018,0.31,0.0431,0,0.961,7,251080,-7.877,1,0.412
7lR4UmEDJ1ngczVX2NiNi4,0.657,0.0736,83.987,0.0847,0.0644,0,0.845,5,198404,-3.457,0,0.753
1dGr1c8CrMLDpV6mPbImSI,0.543,0.118,68.534,0.0919,0.492,1.58e-05,0.359,7,221307,-7.582,1,0.453
3RauEVgRgj1IuWdJ9fDs70,0.658,0.0901,110.048,0.054,0.0767,0,0.777,0,190360,-5.191,1,0.633
1BxfuPKGuaTgP7aM0Bbdwr,0.702,0.105,169.994,0.157,0.117,2.06e-05,0.552,9,178427,-5.707,1,0.564
6RRNNciQGZEXnqk8SQ9yv5,0.671,0.0637,85.026,0.0553,0.00929,0,0.771,2,171360,-5.617,1,0.714
43rA71bccXFGD4C8GOpIlN,0.316,0.0812,92.875,0.519,0.298,2.03e-06,0.664,5,170640,-10.345,1,0.541
4y5bvROuBDPr5fuwXbIBZR,0.719,0.0742,103.979,0.0497,0.0129,1.36e-05,0.811,9,222400,-6.553,1,0.865
214nt20w5wOxJnY462klLw,0.747,0.138,150.088,0.0736,0.028,0.00615,0.662,11,234147,-6.926,0,0.487
2YWtcWi3a83pdEg3Gif4Pd,0.366,0.0715,100.003,0.0569,0.00889,0.000353,0.897,0,173387,-8.029,1,0.416
2Rk4JlNc2TPmZe2af99d45,0.83,0.118,182.162,0.0571,0.033,0,0.61,0,193000,-4.105,1,0.728
12M5uqx0ZuwkpLp5rJim1a,0.624,0.1,102.012,0.0827,0.781,0.000189,0.824,0,287267,-9.728,1,0.248
3pHkh7d0lzM2AldUtz2x37,0.574,0.0663,124.344,0.0401,0.12,0.00569,0.292,0,211240,-9.375,1,0.166
1LLXZFeAHK9R4xUramtUKw,0.71,0.133,157.925,0.05,0.0246,0.000104,0.695,1,190240,-6.639,1,0.557
2dgFqt3w9xIQRjhPtwNk3D,0.732,0.319,94.071,0.0629,0.454,0,0.712,4,198533,-6.754,1,0.313
1SymEzIT3H8UZfibCs3TYi,0.449,0.114,111.011,0.0344,0.13,0,0.756,9,223293,-8.746,1,0.399
5hQSXkFgbxjZo9uCwd11so,0.32,0.111,79.97,0.239,0.736,0.000147,0.739,11,200307,-10.862,0,0.351
3jbT1Y5MoPwEIpZndDDwVq,0.836,0.179,80.002,0.0735,0.017,1.64e-05,0.734,10,270741,-4.803,0,0.623
4AYtqFyFbX0Xkc2wtcygTr,0.182,0.123,207.476,0.0641,0.907,0,0.433,0,201587,-12.566,1,0.421
26wLOs3ZuHJa2Ihhx6QIE6,0.448,0.11,139.031,0.0404,0.0508,3.87e-06,0.756,3,204887,-2.993,0,0.431
1fzAuUVbzlhZ1lJAx9PtY6,0.496,0.0772,149.983,0.0563,0.808,0.000173,0.557,0,293453,-9.602,1,0.265
1SmiQ65iSAbPto6gPFlBYm,0.175,0.171,70.008,0.0401,0.971,0.000337,0.737,10,150440,-9.912,1,0.545
3drwaFqLSEjqzjNRbjap0R,0.585,0.0632,96.016,0.223,0.542,7.01e-06,0.833,6,155000,-6.252,0,0.663
5dhQeuLGmlhfwlI6BWfSpo,0.758,0.29,128.015,0.143,0.0303,0.00446,0.928,10,158853,-6.471,0,0.729
694vvR5o19xHPhhJ5QdLN7,0.573,0.0695,165.192,0.0709,0.41,0.00017,0.643,4,259747,-7.034,1,0.47
7aiClxsDWFRQ0Kzk5KI5ku,0.559,0.399,129.989,0.0776,0.128,0,0.778,6,185093,-7.109,0,0.678
28aEiMfveru430xmXhDCy3,0.453,0.127,129.9,0.0365,0.902,0.00124,0.521,9,218288,-10.653,0,0.2
3707IBa4HnS3zDDoWfeUBl,0.311,0.161,184.112,0.297,0.562,0.000548,0.488,10,159783,-11.467,0,0.579
6U0FIYXCQ3TGrk4tFpLrEA,0.538,0.19,122.973,0.0638,0.449,0,0.453,1,204533,-8.212,1,0.516
4VginDwYTP2eaHJzO0QMjG,0.758,0.0924,120.003,0.0402,0.233,0.00144,0.704,0,214907,-3.537,1,0.534
6EOKwHETwSkZ9gW2b6ASE0,0.642,0.0658,179.974,0.287,0.0204,0,0.745,7,131240,-6.257,0,0.226
3RIgHHpnFKj5Rni1shokDj,0.203,0.0923,78.287,0.0346,0.968,0.0585,0.215,5,248934,-12.65,1,0.143
643PW82aBMUa1FiWi5VQY7,0.743,0.137,134.979,0.222,0.304,4.44e-05,0.897,10,187105,-5.446,0,0.905
0Oqc0kKFsQ6MhFOLBNZIGX,0.559,0.0937,144.982,0.0355,0.404,0.00402,0.641,7,202193,-11.132,0,0.523
6alCTRgBPoeAFi2N4il9Q4,0.561,0.114,148.775,0.191,0.185,0,0.686,10,116240,-9.929,0,0.186
7MtVPRGtZl6rPjMfLoI3Lh,0.452,0.125,129.974,0.0359,0.895,0.00165,0.534,9,218288,-10.732,0,0.175
3TLwAp3uX1nKsVxrDhNPOL,0.532,0.138,204.096,0.271,0.675,0,0.714,11,117013,-6.837,0,0.831
0DZJACISivjWjscIp5Kg1q,0.665,0.0762,179.982,0.366,0.0107,0,0.493,2,171227,-6.427,0,0.385
6cjSh516BbrNUs213jDAGm,0.65,0.124,154.968,0.271,0.107,0,0.731,0,177847,-5.286,1,0.605
5xjei7JnROsAzLY2a7RdZU,0.582,0.0759,108.028,0.0415,0.525,0,0.829,7,109373,-5.721,0,0.51
2mdEsXPu8ZmkHRRtAdC09e,0.337,0.14,91.781,0.036,0.814,0.414,0.294,6,300683,-10.614,0,0.135
6OG05bPAwUuV3OMvy2Vy1P,0.252,0.104,76.054,0.028,0.763,0.000133,0.531,9,247150,-12.765,1,0.159
2B9wgj9XzbJZLty03PRbVo,0.687,0.253,184.026,0.2,0.0164,0,0.684,2,151067,-4.673,1,0.265
5tyMJlMqaggzvuX7TtlrTe,0.0701,0.0805,63.425,0.0367,0.966,0.00017,0.384,9,229326,-16.512,1,0.288
01vR5Z7AHinp9D2wu2BNQS,0.663,0.117,77.494,0.153,0.235,2.13e-05,0.791,4,174600,-5.655,0,0.314
3hwQhakFwm9soLEBnSDH17,0.286,0.099,77.826,0.0294,0.913,0.177,0.368,9,577199,-13.031,0,0.312
684EjRHwNsZQ9hCQxL4NYL,0.647,0.112,87.988,0.0737,0.113,0,0.747,9,233113,-3.234,1,0.478
0UPBidRYcgJ2mjZlk08V8x,0.502,0.0757,120.104,0.255,0.323,0,0.562,6,224000,-10.269,0,0.322
6ERZ30cRjVWGtVLhczX9aL,0.226,0.14,79.142,0.0359,0.939,0.0201,0.443,2,300361,-12.507,0,0.196
7oTE1KmtU2ml9zBhv9Reao,0.41,0.0631,123.758,0.0317,0.761,0,0.449,9,305900,-8.067,0,0.195
51MMC5DogGZAnHil5HQAXg,0.762,0.0863,120.042,0.0395,0.192,0.00244,0.695,0,215280,-3.497,1,0.553
7C39RtGhnEw7cyf0Pyw7PV,0.684,0.104,132.113,0.0439,0.0545,0,0.617,0,150867,-3.618,1,0.295
77Y7tccX9Hx5iClDr39uy9,0.646,0.103,130.218,0.0476,0.331,0,0.405,4,156267,-3.206,0,0.17
4Yq3XUNfWrAPWuB94qkC09,0.8,0.147,139.919,0.0502,0.0906,0,0.499,1,229573,-2.665,0,0.272
6UFEJuDXQMWhL5UH5f9fUR,0.674,0.0955,76.388,0.21,0.0588,0,0.542,6,196760,-4.169,1,0.667
4VqTRBvYg0z8C4nsl4Hupy,0.522,0.0685,89.96,0.0575,0.533,0,0.755,2,157560,-4.368,1,0.925
59PYPDxTbqJpiGfyogPb5h,0.66,0.211,145.01,0.0441,0.19,0,0.614,0,245267,-2.848,1,0.452
0hGH0S74Eoyv6mXZcOKtdQ,0.737,0.102,112.93,0.109,0.0589,0,0.442,7,218320,-5.046,1,0.21
3hFG4jR5stnIQJDI64KlJY,0.732,0.111,159.0,0.092,0.105,1.15e-05,0.632,6,221173,-3.498,1,0.317
4LIbjDbLweGCrHVw8QbMSb,0.741,0.345,144.968,0.0787,0.154,3.02e-05,0.665,0,156893,-3.694,1,0.57
2ve5NyzWHUbIYxL33goCX7,0.539,0.103,99.96,0.208,0.136,1.78e-06,0.829,11,149547,-7.359,0,0.388
4hDoWaIklSVAKLocU3IDBr,0.559,0.148,117.943,0.0316,0.703,0,0.746,5,200680,-4.008,1,0.368
2leIuE4fdcJoNMSKu5Yr7a,0.772,0.308,95.074,0.184,0.248,0,0.724,6,168280,-4.389,0,0.347
7LzouaWGFCy4tkXDOOnEyM,0.498,0.319,98.016,0.0456,0.0169,0.00282,0.74,11,207039,-6.684,0,0.652
4YgtN1HasxdDlrrZIggYxn,0.701,0.242,163.882,0.0349,0.102,0,0.476,0,158120,-4.234,1,0.405
2sfZgYusD8bBvB7qWekvSx,0.603,0.112,102.94,0.0763,0.497,0,0.666,1,141413,-5.671,1,0.262
4RzpCjByV1NWUGKVQGuej6,0.489,0.103,74.013,0.0314,0.841,0,0.469,0,123387,-6.071,1,0.201
3UYiU57SMiAS5LqolhHJw1,0.651,0.174,129.698,0.0588,0.0197,5.31e-05,0.377,4,219742,-5.437,0,0.0851
1skUhc3JS3jLCfugI3gm41,0.699,0.0753,102.01,0.0464,0.0689,0.00219,0.878,0,155018,-5.035,0,0.78
6AFIVhbJLR7YVvW9fLFMu1,0.701,0.132,170.072,0.442,0.388,0,0.681,2,182238,-5.192,0,0.518
6hLkeOMrhZ2CMLBp2of576,0.534,0.1,145.816,0.0677,0.164,0,0.668,1,136248,-6.586,1,0.711
2tnVG71enUj33Ic2nFN6kZ,0.751,0.106,117.948,0.0874,0.177,6.43e-05,0.88,7,157606,-4.258,0,0.884
59s0s39NFWScuHDbHytI14,0.748,0.11,94.949,0.0453,0.182,0,0.738,0,217253,-4.902,1,0.896
4sjiIpEv617LDXaidKioOI,0.547,0.0924,94.998,0.333,0.0388,0,0.932,0,176640,-7.787,0,0.695
4fj7e6Tc48Bmomwyz2Z2XC,0.773,0.287,176.053,0.131,0.611,0.00106,0.729,0,199091,-2.486,1,0.718
21jGcNKet2qwijlDFuPiPb,0.762,0.0863,120.042,0.0395,0.192,0.00244,0.695,0,215280,-3.497,1,0.553
3NkJNL3WqO1Lqc3uNDxvCN,0.721,0.0898,102.914,0.0449,0.00268,6.51e-06,0.643,1,190107,-5.248,1,0.317
05mDaV9Vb3wrzjF6OPZnhq,0.684,0.104,132.113,0.0439,0.0545,0,0.617,0,150867,-3.618,1,0.295
0RiRZpuVRbi7oqRdSMwhQY,0.522,0.0685,89.96,0.0575,0.533,0,0.755,2,157560,-4.368,1,0.925
7CZyCXKG6d5ALeq41sLzbw,0.8,0.147,139.919,0.0502,0.0906,0,0.499,1,229573,-2.665,0,0.272
7sWRlDoTDX8geTR8zzr2vt,0.646,0.103,130.218,0.0476,0.331,0,0.405,4,156267,-3.206,0,0.17
0Xek5rqai2jcOWCYWJfVCF,0.674,0.0955,76.388,0.21,0.0588,0,0.542,6,196760,-4.169,1,0.667
1000nHvUdawXuUHgBod4Wv,0.594,0.123,153.848,0.0752,0.342,0,0.703,5,114893,-6.146,0,0.475
2C6WXnmZ66tHhHlnvwePiK,0.66,0.211,145.01,0.0441,0.19,0,0.614,0,245267,-2.848,1,0.452
6V9fHiv84WlVTg7CSnIVY2,0.583,0.181,92.043,0.0747,0.231,4.48e-05,0.667,11,181806,-5.127,0,0.187
12Fkyg9lpmaz2zmKOfw2Y2,0.737,0.102,112.93,0.109,0.0589,0,0.442,7,218320,-5.046,1,0.21
7xQAfvXzm3AkraOtGPWIZg,0.539,0.103,99.96,0.208,0.136,1.78e-06,0.829,11,149547,-7.359,0,0.388
2J0NXdHr6MYvKDSxB7k3V2,0.732,0.111,159.0,0.092,0.105,1.15e-05,0.632,6,221173,-3.498,1,0.317
1ckLp8lCl8LipXI0ypX72m,0.559,0.148,117.943,0.0316,0.703,0,0.746,5,200680,-4.008,1,0.368
1YscJ7yVTlFxW3eF6pv5ba,0.741,0.345,144.968,0.0787,0.154,3.02e-05,0.665,0,156893,-3.694,1,0.57
5KE9b4x7Zj2A8XtbkqhqTe,0.772,0.308,95.074,0.184,0.25,0,0.724,6,168280,-4.389,0,0.347
4B7fTyj1FIPvP9tT5X3DnR,0.554,0.0749,142.069,0.172,0.769,1.84e-06,0.854,8,163121,-4.684,1,0.272
4sWuPniHClkInYAnzXAYUF,0.713,0.717,175.046,0.401,0.0849,0,0.787,7,148759,-5.252,1,0.761
2cvOfKHOHgwQlLiuLKP2xR,0.701,0.242,163.882,0.0349,0.102,0,0.476,0,158120,-4.234,1,0.405
1G2CAJeP7rCwOZjlSJ0Zw3,0.885,0.285,126.038,0.0716,0.0372,0.00754,0.795,8,169998,-4.129,1,0.46
4SDgTLDYrJ2UrHbkRkg7MD,0.598,0.122,153.905,0.0809,0.22,0,0.717,5,151040,-5.613,0,0.496
6b2mfHMqWCA74XmUuVJm8r,0.603,0.112,102.94,0.0763,0.497,0,0.666,1,141413,-5.671,1,0.262
0KAzP1Rbp0Vz5pw8i1KDDI,0.489,0.103,74.013,0.0314,0.841,0,0.469,0,123387,-6.071,1,0.201
1AGjF8pckOxTGeb5zubyqH,0.58,0.101,104.982,0.082,0.328,0,0.921,9,205234,-6.996,0,0.597
2d3WpbJFBND2vwMJyULdfU,0.699,0.0753,102.01,0.0464,0.0689,0.00219,0.878,0,155018,-5.035,0,0.78
2xE16muNCmhZwSOv3i1d1H,0.676,0.0986,120.073,0.0936,0.211,4.64e-06,0.941,4,156960,-5.54,0,0.93
1ndyl3wJCFs872XZ3ztPk6,0.709,0.0809,170.001,0.0879,0.0451,5.18e-06,0.743,3,258600,-3.922,0,0.831
2b8fOow8UzyDFAE27YhOZM,0.32,0.0822,91.019,0.0546,0.837,0,0.764,11,189486,-7.209,1,0.575
5sdQ7VUx6GOfsRoSxnK1YG,0.749,0.0997,179.056,0.432,0.533,0,0.48,1,194534,-5.057,0,0.419
2wvLtM25eMpHK7hkidqte2,0.677,0.106,148.05,0.173,0.27,1.85e-05,0.904,11,164080,-6.413,0,0.429
05WepN8vrMLJG5r8XRdLeL,0.685,0.204,100.024,0.242,0.0342,0,0.862,0,172800,-7.699,0,0.672
4AjWbAwRpxk2worpjNH5CS,0.815,0.231,176.075,0.153,0.0258,0,0.727,3,216067,-2.454,1,0.677
2l2UsmkfgmRC6fIDwwsiNM,0.894,0.0394,84.045,0.318,0.0376,0,0.439,10,166080,-5.535,0,0.69
3QIrkRSTz3yPd44HzN6qJr,0.589,0.113,135.025,0.079,0.179,8.49e-05,0.874,2,160547,-6.871,1,0.454
0y675KDleCZEudjoeL1sQQ,0.466,0.098,103.018,0.0384,0.0934,0,0.694,9,189613,-6.758,1,0.246
1KdwnsWOvhM53vezy5ROuf,0.684,0.183,75.233,0.316,0.125,0.0261,0.672,9,182816,-5.682,0,0.62
4G3gFk4oyvt8klQEVJBzea,0.8,0.12,135.04,0.0537,0.449,0.0052,0.76,7,165125,-5.777,0,0.675
14rWuS6yllHOdfZ8sZsZUj,0.959,0.107,128.983,0.0603,0.0296,0.00188,0.709,1,206868,-1.339,1,0.644
2B94bbI1a4LyBpK1439oP7,0.601,0.0974,91.924,0.302,0.161,0,0.696,11,254413,-5.749,1,0.408
0rFQ5cKYJ9WtHSKp9sxVYt,0.555,0.0824,111.004,0.0604,0.275,0,0.764,11,169227,-6.414,1,0.255
6Ozh9Ok6h4Oi1wUSLtBseN,0.787,0.129,126.77,0.367,0.189,0,0.769,11,159715,-3.909,1,0.836
7x9nXsowok1JszkVztI5NI,0.836,0.0828,112.01,0.153,0.283,2.1e-05,0.773,9,201271,-2.326,0,0.497
0fySG6A6qLE8IvDpayb5bM,0.652,0.107,154.187,0.307,0.113,0,0.768,1,144935,-2.708,0,0.777
77KMttn3Lic7ZQKDlPqp8v,0.685,0.204,100.024,0.242,0.0342,0,0.862,0,172800,-7.699,0,0.672
5099x34vBakWpGkHourFxP,0.661,0.336,126.15,0.364,0.102,0,0.635,11,212711,-6.425,0,0.858
6Y4PDQv4XjYjHLeLmvyOt0,0.644,0.143,174.101,0.132,0.0933,4.56e-06,0.73,0,204907,-4.124,1,0.554
0WFgtxiLNr99YaoSdYR3Ud,0.782,0.0759,93.35,0.164,0.282,0.00769,0.704,1,158061,-5.471,0,0.346
4fwo6czG5nvOQMzhOto1ya,0.717,0.205,98.047,0.0573,0.062,0,0.738,1,139813,-5.121,1,0.5
6mAN61JH0dzyZpWslS11jy,0.703,0.0569,94.004,0.0701,0.143,0,0.879,1,199711,-4.219,1,0.788
1CCDIow4pPYyJYzhtTUYz2,0.714,0.356,130.046,0.233,0.0273,0,0.874,5,216678,-4.946,1,0.85
2u8AXJyk8pICzj2wyPBL0b,0.691,0.099,160.106,0.236,0.213,0,0.657,8,237157,-7.907,0,0.493
6wyr4ReB05D9sJB1Rsmcqo,0.817,0.294,97.053,0.0921,0.00502,1.09e-05,0.826,2,235497,-4.081,1,0.168
2FvD20Z8aoWIePi7PoN8sG,0.582,0.0916,160.004,0.341,0.0794,5.84e-06,0.816,8,136366,-4.141,1,0.542
5aUSEPNd3m5xliFK4pn5mU,0.564,0.0409,185.913,0.0378,0.399,0,0.693,1,210901,-3.857,0,0.574
0c7K73roy6RW4ebDkf4yGh,0.718,0.134,151.098,0.181,0.197,0,0.744,9,179133,-4.853,0,0.549
7lnQCEtaDJeMZN75siSxLc,0.647,0.2,164.011,0.189,0.0513,0.0026,0.721,11,177093,-7.039,1,0.56
1iQDltZqI7BXnHrFy4Qo1k,0.459,0.137,126.803,0.0334,0.56,0,0.619,7,184280,-5.782,0,0.498
5hDAT527wXWNBnJlujhuUs,0.652,0.117,139.962,0.0753,0.444,0,0.753,10,123560,-5.943,0,0.745
3eekarcy7kvN4yt5ZFzltW,0.427,0.21,76.469,0.0317,0.0546,5.83e-06,0.598,7,175721,-8.764,0,0.0605
2wrJq5XKLnmhRXHIAf9xBa,0.63,0.111,89.991,0.0259,0.153,0,0.654,10,167693,-4.644,1,0.43
1lOe9qE0vR9zwWQAOk6CoO,0.642,0.0658,179.974,0.287,0.0204,0,0.745,7,131240,-6.257,0,0.226
6Gg1gjgKi2AK4e0qzsR7sd,0.631,0.132,180.051,0.343,0.0687,0,0.474,5,189323,-5.884,0,0.425
40nPimvmG05WYS7983bawZ,0.805,0.153,118.058,0.0927,0.05,0,0.721,9,189133,-4.134,0,0.653
67ojvEGRPAUCOohuMPqoRC,0.749,0.0997,179.056,0.432,0.533,0,0.48,1,194534,-5.057,0,0.419
18HNGxDOcshRU2Hdu8tMOM,0.652,0.145,130.002,0.308,0.0486,0.000134,0.833,0,155632,-6.194,0,0.413
4Ta3PhWmY50ZLU1uhKFKPE,0.684,0.0976,156.85,0.157,0.247,0,0.614,0,245700,-5.79,1,0.258
2xyx0o4xNOLLjBSbOOdcbA,0.408,0.225,115.918,0.0614,0.603,0,0.726,11,143227,-6.606,0,0.459
3cphb8kdsjElYR7r5icK3H,0.841,0.395,109.034,0.0304,0.0119,0,0.591,4,158805,-4.351,0,0.392
2pfio0uHpT4USTPBNeTIWo,0.782,0.347,179.701,0.244,0.198,0,0.654,1,151295,-2.88,1,0.635
5WrEilrRI5cIW0DxMvQYPZ,0.835,0.857,123.024,0.0839,0.0139,0,0.74,10,251293,-3.425,0,0.535
4guBZjUyrGoHsTahO3IHdj,0.561,0.114,148.775,0.191,0.185,0,0.686,10,116240,-9.929,0,0.186
3TTMUI5dFcbeNSDTTDY9M8,0.728,0.107,152.001,0.154,0.159,0,0.679,5,181013,-3.092,0,0.46
4e0FYxSROat25pH16zMTZI,0.538,0.135,204.132,0.28,0.632,0,0.719,11,117013,-6.897,0,0.803
2WsuSYJNXGKXVYkHPnq2yp,0.671,0.0769,179.987,0.289,0.0119,0,0.684,2,171253,-6.424,0,0.45
4IJEw3fDvS6XF4sDc3bvjK,0.68,0.183,180.059,0.103,0.113,0.123,0.743,5,196583,-4.344,0,0.694
3QzAOrNlsabgbMwlZt7TAY,0.545,0.151,97.008,0.0735,0.392,0,0.809,7,180435,-6.678,1,0.244
2plLJpUcYPFrl1sW2pMG63,0.62,0.15,101.939,0.0327,0.0426,0.00224,0.585,3,172227,-8.09,0,0.281
5Id5B3dxJZhPcV9GzgYZZe,0.815,0.231,176.075,0.153,0.0258,0,0.727,3,216067,-2.454,1,0.677
0RLLvYBopDwooCyvnTwgYu,0.515,0.078,120.1,0.247,0.354,0,0.567,6,224000,-10.265,0,0.321
46D0hYb1B7qiU33VtXt21W,0.593,0.0966,128.073,0.0463,0.411,1.55e-06,0.574,4,194686,-5.731,0,0.355
44Fc0oSgRn1MFwu18TcY8S,0.714,0.222,158.004,0.0974,0.27,0.00188,0.805,11,154039,-6.606,1,0.337
09nSCeCs6eYfAIJVfye1CE,0.51,0.175,95.08,0.0646,0.447,0,0.683,7,173021,-7.894,0,0.255
6klLvorLoo1sxvZcjJIY8I,0.733,0.0999,154.904,0.333,0.0208,0,0.876,10,148630,-4.478,0,0.962
1tpbAGsGpZee5jDHMcLrUJ,0.698,0.171,166.047,0.106,0.09,6.87e-05,0.584,8,204787,-3.961,1,0.765
6cy3ki60hLwimwIje7tALf,0.716,0.237,104.994,0.0657,0.0334,0.00084,0.721,10,221714,-7.037,0,0.667
0TMGV2zMZXOILVtQLtkI3G,0.647,0.104,163.862,0.0524,0.0687,0,0.614,0,184665,-4.681,0,0.368
6K4t31amVTZDgR3sKmwUJJ,0.74,0.167,116.879,0.0284,0.0115,0.00678,0.64,4,216320,-4.083,1,0.785
6cHxkkZ3TZUKsjd13pIO1p,0.784,0.245,125.974,0.0346,0.47,0,0.844,2,209032,-6.218,0,0.95
2KKijf6Ett4kmVNJze2roh,0.678,0.274,97.984,0.109,0.0669,0,0.847,9,200594,-8.635,1,0.811
1HfMVBKM75vxSfsQ5VefZ5,0.34,0.21,101.993,0.0438,0.576,0,0.505,4,206459,-9.005,1,0.0916
314ZkcV7oLWG8yWE7LABvH,0.685,0.189,97.551,0.425,0.0304,0,0.584,7,226321,-7.811,1,0.345
5nCthAh3jt4xKuLJAifAaR,0.757,0.126,140.094,0.132,0.185,6.32e-06,0.722,10,185815,-6.207,0,0.721
4zj2FEHN6Hw6a5vqN70PvL,0.49,0.121,133.973,0.0569,0.27,0.326,0.858,6,177467,-7.011,0,0.451
7CHi4DtfK4heMlQaudCuHK,0.526,0.14,123.935,0.0415,0.129,0,0.598,10,168387,-8.659,0,0.529
41wZE5FpxbPaZqXtlmBhPG,0.795,0.235,104.084,0.0416,0.124,0.000637,0.818,0,197933,-4.973,0,0.538
6RyaV7owmVU6fzEPE17sF1,0.901,0.12,93.979,0.0357,0.0478,0,0.658,7,210520,-2.814,1,0.708
3IWs9dAwTqN0EFhOIcBDfs,0.746,0.11,98.04,0.106,0.344,0,0.767,4,207031,-5.891,0,0.635
2INhKpUdzh7v0j041gZNsz,0.458,0.128,122.981,0.167,0.582,0.173,0.819,4,268893,-10.223,0,0.232
5bzaS5tAni5oUpW7bWVdtY,0.851,0.14,100.038,0.0844,0.00769,0,0.777,10,163387,-3.801,0,0.698
735RSTb2xbtWbDtKD9XDYi,0.671,0.113,89.921,0.256,0.363,0,0.63,6,174333,-6.659,0,0.333
5F8ffc8KWKNawllr5WsW0r,0.55,0.182,154.064,0.0587,0.249,8.17e-06,0.832,5,152784,-7.026,0,0.881
2QpGZOhTCHHiKmpSO9FW4h,0.9,0.0426,180.291,0.418,0.000248,1.21e-05,0.529,1,104591,-3.503,1,0.434
4yI3HpbSFSgFZtJP2kDe5m,0.564,0.304,154.355,0.271,0.114,0.0254,0.563,10,162596,-7.906,0,0.55
3JWiDGQX2eTlFvKj3Yssj3,0.291,0.139,97.984,0.0318,0.873,0.000641,0.799,11,151873,-7.353,0,0.406
2SasoXZyv82yYgHiVOvxQn,0.886,0.461,72.577,0.155,0.0671,0,0.41,9,136351,-4.413,0,0.393
39JRmdKFka1Oe09FoOCPI4,0.618,0.32,90.076,0.197,0.647,0.000859,0.482,9,164620,-5.673,0,0.146
24bnCCysWnbNRNUT4LpHcP,0.416,0.146,116.96,0.0538,0.312,0,0.894,9,116560,-6.823,0,0.463
0oPOuDmmkVp3h6puekhs6P,0.459,0.126,148.28,0.0422,0.614,0,0.611,0,213878,-3.926,0,0.177
1WnqWQcWcuQbVzgE7ecfCY,0.793,0.913,76.997,0.0794,0.466,0.000647,0.588,7,112239,-6.23,1,0.694
6xRWoYwfwIKnT8bQGzKbxR,0.637,0.187,105.037,0.0256,0.34,0,0.656,1,203141,-3.867,1,0.267
454Epa1vrCGFddHXKyC1kb,0.281,0.163,82.338,0.1,0.57,0.000254,0.505,2,168420,-12.404,1,0.283
07Oz5StQ7GRoygNLaXs2pd,0.892,0.735,95.927,0.0645,0.298,0,0.668,5,159011,-3.001,0,0.478
7r6aR2f57resC5r93LwMfK,0.393,0.282,78.039,0.529,0.558,0,0.514,1,203174,-8.72,0,0.598
0Z26mbSHJ1dkUu7g9DDgif,0.585,0.111,97.285,0.251,0.128,0.000105,0.57,8,171987,-7.041,1,0.378
6muOWhMh7Tf0UFUtMDBhUR,0.808,0.557,107.973,0.0451,0.0258,0.00149,0.503,11,197533,-5.051,0,0.282
7sBgFMWqDWQgrsNSpIBoe8,0.26,0.532,76.61,0.0305,0.828,4.03e-05,0.243,4,49293,-5.876,0,0.327
6hw1Sy9wZ8UCxYGdpKrU6M,0.758,0.193,128.017,0.17,0.0256,0.00258,0.941,10,157093,-6.47,0,0.683
4t9a07PAghtQMRAIP9FQ7Z,0.783,0.437,92.01,0.0432,0.361,0,0.795,5,266087,-4.271,1,0.799
6dNB3XdAzx7kTf5wa8Rg89,0.473,0.121,133.966,0.0549,0.296,0.474,0.857,6,176067,-6.962,0,0.461
37zdqI4r1gswIzczSBkRon,0.726,0.101,92.025,0.0422,0.223,0,0.729,5,217130,-3.208,1,0.876
2PGA1AsJal6cyMNmKyE56q,0.67,0.105,148.065,0.163,0.269,1.38e-05,0.899,11,163147,-6.455,0,0.413
6RyuoOJXNzlVWpfC5xQyeI,0.752,0.106,178.005,0.0567,0.214,1.53e-06,0.673,11,209320,-4.705,0,0.699
