artist_id,artist_name,genres,popularity,followers
4TEJudQY2pXxVHPE3gD2EU,BlocBoy JB,"['memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'tennessee hip hop', 'trap', 'vapor trap']",60,1379093
3qvcCP2J0fWi0m0uQDUf6r,Luan Santana,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",75,6200065
5lpH0xAS4fVfLkACg9DAuM,Wham!,"['disco', 'europop', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",65,1960738
77tT1kLj6mCWtFNqiOmP9H,Daryl Hall & John Oates,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",70,1836065
29PgYEggDV3cDP9QYTogwv,Carolina Gaitán - La Gaita,[],65,39971
0lHB0Qc4pmD5RkTLlHeESo,MC L da Vinte,"['funk bh', 'funk carioca', 'funk mtg', 'funk ostentacao']",60,676648
5Rj6rNR8zIlUUDCs1OyPmW,MYA,['pop argentino'],62,459799
4iHNK0tOyZPYnBU7nGAgpQ,Mariah Carey,"['dance pop', 'pop', 'r&b', 'urban contemporary']",75,7953327
7nwUJBm0HE4ZxD3f5cy5ok,Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul']",68,2920574
2LkkwxA19J8C52wPQl5bG6,Jamie Miller,"['pop', 'pop soul']",65,362922
4kvCU3MzggM2piZCqvxj0x,Go_A,['eurovision'],53,160782
1MRiIeZbc0cRuxOafDUCtH,BLANCO,['italian pop'],71,1035520
2kucQ9jQwuD8jWdtR9Ef38,Sam Hunt,"['contemporary country', 'country pop']",71,2221593
02A3cEvlLLCbIMVDrK2GHV,Starley,"['aussietronica', 'dance pop', 'pop dance', 'pop edm', 'tropical house']",55,162257
4EPJlUEBy49EX1wuFOvtjK,Becky Hill,"['dance pop', 'edm', 'pop', 'pop dance', 'pop house', 'tropical house', 'uk dance', 'uk pop']",76,486208
2Q4r4Epfaaho06ONTHx7OS,MC's Jhowzinho & Kadinho,"['brega funk', 'funk carioca']",47,969524
3eVa5w3URK5duf6eyVDbu9,ROSÉ,['k-pop'],62,3001037
1lmU3giNF3CSbkVSQmLpHQ,Surf Mesa,['tropical house'],64,150189
4LXBc13z5EWsc5N32bLxfH,Nekfeu,"['french hip hop', 'pop urbaine', 'rap conscient']",70,2176522
28ie4NNTa2VW2QV4Zray8M,Mc Poze do Rodo,[],71,2207892
6P5NO5hzJbuOqSdyPB7SJM,Ashe,"['alt z', 'electropop', 'pop']",68,1116971
5qa31A9HySw3T7MKWI9bGg,FLETCHER,"['alt z', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",66,629854
0qSX3s5pJnAlSsgsCne8Cz,Brett Eldredge,"['contemporary country', 'country', 'country road', 'modern country rock']",63,1390236
2W6kbe0nm96COrHzNmfLLd,MC Fioti,"['funk carioca', 'funk paulista']",56,1499699
22jNvLBrXGKr4CcV2tw8Ag,Jonas Esticado,"['arrocha', 'forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",57,1625900
0HU0U9kdXEHZVxUNbuQe8S,Donny Hathaway,"['chicago soul', 'classic soul', 'funk', 'neo soul', 'quiet storm', 'soul']",55,486605
3L4wiBOSDLkJ18OISXZDA8,Barbara Pravi,"['eurovision', 'nouvelle chanson francaise']",52,112092
3hN3iJMbbBmqBSAMx5veDa,Ultimo,"['italian adult pop', 'italian pop']",68,2755965
4Z4afeDmHFxPmJorIwupbZ,Netta,"['eurovision', 'israeli pop']",51,128421
0RqtSIYZmd4fiBKVFqyIqD,Thirty Seconds To Mars,"['modern rock', 'post-grunge', 'rock']",65,3249113
3tVQdUvClmAT7URs9V3rsp,WizKid,"['afro dancehall', 'afropop', 'azonto', 'nigerian hip hop', 'nigerian pop']",76,2275638
0b2GL7Y02vu50qieoQmw1w,IAmChino,"['cubaton', 'reggaeton']",57,79295
3Rx4PJ7SP6unkOk5elPUK7,Money Man,"['memphis hip hop', 'rap', 'southern hip hop', 'trap']",68,447046
2NfSBtmWe7oPw1EmetJVso,Boza,"['latin', 'latin pop', 'reggaeton', 'trap latino']",69,437570
03d2mJXSMtuPI0nIvLnhoS,Zoe Wees,"['german pop', 'pop']",67,329189
0TnOYISbd1XYRBk9myaseg,Pitbull,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",82,9405366
10exVja0key0uqUkk6LJRT,Vance Joy,"['folk-pop', 'modern rock', 'pop', 'pop rock']",75,2654039
3wjsrpfO6odEphTZWx45RQ,Hearts & Colors,"['australian pop', 'neo mellow', 'viral pop']",52,126592
1z7b1Pr1rSlvWRzsW3HOrS,Russ,"['hawaiian hip hop', 'rap']",76,4456639
15NtJjjHRFybdNSMyM9smT,Nevada,['eurodance'],48,14719
0BqURncJM5B1BBu7UM51eq,Guaynaa,"['perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",67,721286
5iot8OPcosJN9nCl7I5SdK,Irama,"['italian adult pop', 'italian pop']",67,1773810
3nFkdlSjzX9mRTtwJOzDYB,JAY-Z,"['east coast hip hop', 'hip hop', 'rap']",82,7435690
0u6GtibW46tFX7koQ6uNJZ,Topic,"['dance pop', 'edm', 'electro house', 'german dance', 'pop dance', 'pop edm', 'tropical house']",74,178270
12j6dJrPXanCBwY599pZxf,Matt Maltese,"['dream smp', 'indie anthem-folk', 'indie pop']",64,234825
1gl0S9pS0Zw0qfa14rDD3D,Surf Curse,"['dreamo', 'indie surf', 'surf punk', 'vegas indie']",69,749745
00me4Ke1LsvMxt5kydlMyU,Cosculluela,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",70,4706969
5lTjv8Ag00qHSGhvK4JbeF,Justin Wellington,"['melanesian pop', 'pacific islands pop', 'png pop']",58,31529
3pVfscwg2QxhdHtk966inb,The Cratez,[],58,22280
76dRoxKtDwYkgCQePok9cU,Miksu / Macloud,['german hip hop'],69,57688
2vnB6tuQMaQpORiRdvXF9H,Beach Bunny,"['bubblegrunge', 'chicago indie', 'indie pop']",69,934301
5nP8x4uEFjAAmDzwOEc9b8,Matuê,"['r&b brasileiro', 'rap cearense', 'trap brasileiro']",75,5384938
6L34dW6SKMSDaGIfYDU19j,Maes,"['french hip hop', 'pop urbaine', 'rap francais']",67,2015786
6fXEqmGQEt6ONuqVmwrN46,Bag Raiders,"['alternative dance', 'australian dance', 'filter house', 'indietronica', 'new rave', 'nu disco']",52,215786
3FlCKtwOEYQQYyGVEbxG2Z,George Henrique & Rodrigo,"['arrocha', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']",67,1352020
5FQ8tBUtIamA2hRtatrYUF,Marc Seguí,['spanish pop'],67,87746
3S6gaE89XewFAvZqsMuJDJ,Norm Ender,"['turkish hip hop', 'turkish trap']",55,1690464
3iri9nBFs9e4wN7PLIetAw,Garrett Nash,"['pop', 'pop rap']",63,1586531
4jogXSSvlyMkODGSZ2wc2P,Calibre 50,['musica mexicana'],77,7811634
4f7KfxeHq9BiylGmyXepGt,Tanishk Bagchi,"['desi pop', 'modern bollywood']",75,1555442
2MUXvv3lFulPYMUCtNrEBu,DJ Patrick Muniz,"['funk carioca', 'funk mandelao', 'funk mtg', 'funk viral']",55,24320
1TA5sGRlKUJXBN4ZyJuDIX,Blessd,"['reggaeton', 'trap latino']",74,839748
6HqgxkTt9KGyt27zYrwVan,Super Yei,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",62,350607
1G9G7WwrXka3Z1r7aIDjI7,Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'pop rap', 'rap', 'southern hip hop']",73,1985604
0OROVBEZCocg0FcgJpyBse,Alex Sensation,"['latin', 'latin pop', 'reggaeton', 'reggaeton flow', 'trap latino']",59,162667
2WgfkM8S11vg4kxLgDY3F5,StarBoi3,[],55,25338
2UZMlIwnkgAEDBsw1Rejkn,Tom Petty,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'singer-songwriter', 'soft rock']",68,1968917
7KUri7klyLaIFXLcuuOMCd,Stargate,['norwegian pop'],46,13838
3oDbviiivRWhXwIE8hxkVV,The Beach Boys,"['baroque pop', 'brill building pop', 'classic rock', 'psychedelic rock', 'rock', 'sunshine pop']",72,3707346
77qukKzmdI5BeMBR7WGUrN,Aaron Smith,['chicago house'],64,257432
7zY0DMisq1oYXvNNgGwHBY,Juanfran,"['dominican pop', 'pop reggaeton', 'urbano espanol']",53,123868
4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,"['emo', 'modern rock', 'rock']",77,9548535
67MNhiAICFY6Pwc2YxCO0K,Elley Duhé,"['alt z', 'pop']",75,270546
5H4yInM5zmHqpKIoMNAx4r,Central Cee,['drill brasileiro'],73,1163755
66W9LaWS0DPdL7Sz8iYGYe,JP Saxe,"['alt z', 'canadian contemporary r&b', 'pop']",66,355664
3fZk3Gm5dN5v5yfYMQ04Bx,Dímelo Flow,"['latin', 'reggaeton', 'reggaeton flow', 'trap latino']",72,305824
1U1el3k54VvEUzo3ybLPlM,Kali Uchis,"['colombian pop', 'dance pop', 'pop']",78,2996206
4kI8Ie27vjvonwaB2ePh8T,Portugal. The Man,"['indie rock', 'modern alternative rock', 'modern rock', 'rock']",64,1326364
7FBcuc1gsnv6Y1nwFtNRCb,My Chemical Romance,"['emo', 'pop punk']",76,6977215
7avo0PmlW8O1YLEt9DnWQT,Studio Killers,[],59,212348
10n5lhNDoSMUHWLlnST1yw,Slade,"['album rock', 'blues rock', 'classic uk pop', 'glam rock', 'hard rock']",49,325896
4pnp4w9g30yLfVIAFnZMRd,ACRAZE,[],69,67650
39KEQQAG9JhIt71g9NEVhh,Azet,"['albanian hip hop', 'german hip hop']",65,1188801
0hItVPjwJLVZrFqOyIsxPf,Judy Garland,"['adult standards', 'hollywood', 'lounge', 'torch song', 'vocal jazz']",47,209933
2HUwZ0kumzCSlhFcjFZfpp,Flipp Dinero,"['melodic rap', 'pop rap', 'rap', 'trap', 'vapor trap']",60,1091247
1LIuN7ov1IBQDdLsU83ojl,Hugo & Guilherme,"['arrocha', 'sertanejo pop']",75,675093
4yvcSjfu4PC0CYQyLy4wSq,Glass Animals,"['gauze pop', 'indietronica', 'shiver pop']",80,3030531
1MXZ0hsGic96dWRDKwAwdr,Tyla Yaweh,"['cali rap', 'melodic rap', 'pop rap', 'rap', 'trap']",62,450377
2jzc5TC5TVFLXQlBNiIUzE,a-ha,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'soft rock', 'synthpop']",69,1807060
325L7kby6bkG5qSXXAFEWM,Joker Bra,['german hip hop'],56,190608
19u3RGWKsjmbg9eI6zAiNp,13 Organisé,"['french hip hop', 'pop urbaine']",56,184913
3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,"['edm', 'electro house', 'pop dance', 'tropical house']",66,242924
63yrD80RY3RNEM2YDpUpO8,Melanie Martinez,"['alt z', 'electropop', 'pop']",78,14357208
0qTZZWLzuD59Un5r1speHm,Chris Jedi,"['latin', 'latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']",71,1886351
1ShZZUjkbXCjhwrb18BA8I,Bryce Vine,"['electropop', 'pop', 'pop rap']",66,458645
2T1aUibqR2QC2sINIDQOAK,Mambo Kingz,['reggaeton flow'],73,189352
10XY9PZCJKzUFzZOdtlQLU,LX,"['german hip hop', 'hamburg hip hop']",65,144685
